,tattler_male,tattler_female,tuple,average_male,average_female,female-male
0,-0.103447415,-0.27797082,"('unsociable', 'sociable')",-0.1034474,-0.2779708,-0.1745234
1,-0.6247401,-0.56277174,"('unfriendly', 'friendly')",-0.6247401,-0.5627717,0.0619684
2,-0.24450485,-0.36787307,"('unlikable', 'likable')",-0.2445049,-0.3678731,-0.1233682
3,-0.7948088,-0.75372493,"('repellent', 'pleasant')",-0.7948088,-0.7537249,0.0410839
4,-2.2121844,-2.1540697,"('disliked', 'liked')",-2.2121844,-2.1540697,0.0581147
5,-0.5990304,-0.3596939,"('distant', 'outgoing')",-0.5990304,-0.3596939,0.2393365
6,-0.7783367,-0.5121742,"('distant', 'open')",-0.7783367,-0.5121742,0.2661625
7,-0.074252844,0.0065191016,"('insensitive', 'sensitive')",-0.0742528,0.0065191,0.0807719
8,-0.68223464,-0.55247885,"('unaffectionate', 'affectionate')",-0.6822346,-0.5524788,0.1297558
9,-0.63829285,-0.46883142,"('unaffectionate', 'caring')",-0.6382928,-0.4688314,0.1694614
10,-0.22819693,-0.26463777,"('unsympathetic', 'sympathetic')",-0.2281969,-0.2646378,-0.0364409
11,0.82087725,0.89602286,"('unhelpful', 'helpful')",0.8208773,0.8960229,0.0751456
12,-0.92934537,-0.8389357,"('unsupportive', 'supportive')",-0.9293454,-0.8389357,0.0904097
13,0.21876656,-0.030682886,"('impolite', 'polite')",0.2187666,-0.0306829,-0.2494495
14,-0.078810185,-0.28436616,"('antisocial', 'social')",-0.0788102,-0.2843662,-0.205556
15,0.3584926,0.34338164,"('boring', 'funny')",0.3584926,0.3433816,-0.015111
16,-0.520094,-0.45579094,"('unpopular', 'popular')",-0.520094,-0.4557909,0.0643031
17,-0.29152367,-0.30649677,"('nasty', 'nice')",-0.2915237,-0.3064968,-0.0149731
18,-1.2313397,-1.2422959,"('disagreeable', 'welcoming')",-1.2313397,-1.2422959,-0.0109562
19,-0.6556019,-0.42648077,"('inhospitable', 'hospitable')",-0.6556019,-0.4264808,0.2291211
20,0.019964378,-0.027620312,"('rough', 'thoughtful')",0.0199644,-0.0276203,-0.0475847
21,-0.11012415,-0.18325035,"('immoral', 'moral')",-0.1101241,-0.1832504,-0.0731263
22,-0.43914872,-0.57355446,"('untrustworthy', 'trustworthy')",-0.4391487,-0.5735545,-0.1344058
23,1.6928474,1.6509745,"('insincere', 'sincere')",1.6928474,1.6509745,-0.0418729
24,-0.10001817,-0.1916585,"('dishonest', 'honest')",-0.1000182,-0.1916585,-0.0916403
25,-0.52857566,-0.48578054,"('egoistic', 'altruistic')",-0.5285757,-0.4857805,0.0427952
26,-0.0009388793,-0.24317388,"('hardhearted', 'benevolent')",-0.0009389,-0.2431739,-0.242235
27,0.58177054,0.59739625,"('hardhearted', 'softhearted')",0.5817705,0.5973963,0.0156258
28,0.011499532,0.06779873,"('disloyal', 'loyal')",0.0114995,0.0677987,0.0562992
29,-0.2144654,-0.23453024,"('unfair', 'fair')",-0.2144654,-0.2345302,-0.0200648
30,0.7218499,0.6725639,"('intolerant', 'tolerant')",0.7218499,0.6725639,-0.049286
31,-1.0027637,-0.8396059,"('evil', 'good')",-1.0027637,-0.8396059,0.1631578
32,0.15850383,0.038698196,"('unkind', 'kind')",0.1585038,0.0386982,-0.1198056
33,-0.35053822,-0.4820161,"('wrong', 'right')",-0.3505382,-0.4820161,-0.1314779
34,1.1838915,1.3780835,"('mean', 'honorable')",1.1838915,1.3780835,0.194192
