,statistic_male,statistic_female,tuple,average_male,average_female,female-male
38,1.6714634,1.5253458,"('untruthful', 'truthful')",1.6714634,1.5253458,-0.1461176
39,-0.3790221,-0.18915406,"('exploitative', 'cooperative')",-0.3790221,-0.1891541,0.189868
40,-1.0556782,-1.3179221,"('stingy', 'generous')",-1.0556782,-1.3179221,-0.2622439
41,0.9758676,0.90287566,"('unforgiving', 'forgiving')",0.9758676,0.9028757,-0.0729919
42,-1.0067916,-0.7886453,"('unreliable', 'reliable')",-1.0067916,-0.7886453,0.2181463
43,-0.064127155,0.081713796,"('irresponsible', 'responsible')",-0.0641272,0.0817138,0.145841
44,-1.62823,-1.3710934,"('prejudiced', 'unprejudiced')",-1.62823,-1.3710934,0.2571366
45,-0.9903925,-0.7987709,"('incompetent', 'competent')",-0.9903925,-0.7987709,0.1916216
46,-0.43151084,-0.30978975,"('uncompetitive', 'competitive')",-0.4315108,-0.3097897,0.1217211
47,2.0352924,2.1125968,"('stupid', 'smart')",2.0352924,2.1125968,0.0773044
48,0.12035802,0.10764307,"('unintelligent', 'intelligent')",0.120358,0.1076431,-0.0127149
49,0.09179299,0.18045956,"('unable', 'able')",0.091793,0.1804596,0.0886666
50,-0.041010242,-0.0840244,"('clumsy', 'skillful')",-0.0410102,-0.0840244,-0.0430142
51,-0.5691387,-0.5318428,"('uneducated', 'educated')",-0.5691387,-0.5318428,0.0372959
52,-0.14225236,-0.40457368,"('irrational', 'rational')",-0.1422524,-0.4045737,-0.2623213
53,0.4070964,-0.09899311,"('uncreative', 'creative')",0.4070964,-0.0989931,-0.5060895
54,0.54959965,0.3093381,"('incapable', 'capable')",0.5495996,0.3093381,-0.2402615
55,-0.59603053,-0.35673806,"('incompetent', 'clever')",-0.5960305,-0.3567381,0.2392924
56,1.6128913,1.8138511,"('impractical', 'practical')",1.6128913,1.8138511,0.2009598
57,-2.0619226,-2.2024238,"('unimaginative', 'imaginative')",-2.0619226,-2.2024238,-0.1405012
58,0.8276617,0.560711,"('undiscriminating', 'discriminating')",0.8276617,0.560711,-0.2669507
59,-0.27456877,-0.34564373,"('foolish', 'wise')",-0.2745688,-0.3456437,-0.0710749
60,0.44938588,0.79814243,"('inefficient', 'efficient')",0.4493859,0.7981424,0.3487565
61,0.33421597,0.20916143,"('illogical', 'logical')",0.334216,0.2091614,-0.1250546
62,-0.44667917,-0.06869143,"('incompetent', 'brilliant')",-0.4466792,-0.0686914,0.3779878
63,0.40840337,0.38000008,"('unperceptive', 'insightful')",0.4084034,0.3800001,-0.0284033
64,-2.99133,-2.613415,"('shy', 'confident')",-2.9913299,-2.613415,0.3779149
65,-0.28456724,0.022840474,"('insecure', 'secure')",-0.2845672,0.0228405,0.3074077
66,-1.0177968,-1.1692716,"('inactive', 'active')",-1.0177968,-1.1692716,-0.1514748
67,0.17103294,0.24014546,"('doubtful', 'determined')",0.1710329,0.2401455,0.0691126
68,-0.7800349,-0.76795626,"('dependent', 'independent')",-0.7800349,-0.7679563,0.0120786
69,-0.33527294,-0.44208813,"('lazy', 'industrious')",-0.3352729,-0.4420881,-0.1068152
70,-1.0508631,-0.8166696,"('lethargic', 'energetic')",-1.0508631,-0.8166696,0.2341935
71,0.7038712,0.6425565,"('diffident', 'self-confident')",0.7038712,0.6425565,-0.0613147
72,0.72748154,0.7646705,"('unambitious', 'ambitious')",0.7274815,0.7646705,0.037189
73,-1.057888,-1.0610269,"('helpless', 'self-reliant')",-1.057888,-1.0610269,-0.0031389
74,-0.11809117,-0.13821046,"('undedicated', 'dedicated')",-0.1180912,-0.1382105,-0.0201193
75,-0.45898867,-0.51816803,"('meek', 'impulsive')",-0.4589887,-0.518168,-0.0591793
76,-1.1851063,-1.0622649,"('anxious', 'daring')",-1.1851063,-1.0622649,0.1228414
77,-0.6686244,-0.541432,"('unmotivated', 'motivated')",-0.6686244,-0.541432,0.1271924
78,-0.29613838,-0.42185503,"('nonresilient', 'resilient')",-0.2961384,-0.421855,-0.1257166
79,-0.31596142,-0.4188021,"('wavering', 'unwavering')",-0.3159614,-0.4188021,-0.1028407
80,-0.00040909462,0.17645405,"('dominated', 'dominating')",-0.0004091,0.1764541,0.1768632
81,-0.44862595,-0.14071918,"('submissive', 'aggressive')",-0.448626,-0.1407192,0.3079068
82,1.1791307,1.1584474,"('poor', 'rich')",1.1791307,1.1584474,-0.0206833
83,1.0972387,0.9830115,"('powerless', 'powerful')",1.0972387,0.9830115,-0.1142272
84,0.06052322,0.08397554,"('inferior', 'superior')",0.0605232,0.0839755,0.0234523
85,-0.3707717,-0.59059244,"('insignificant', 'prestigious')",-0.3707717,-0.5905924,-0.2198207
86,-0.50717837,-0.67218477,"('uninfluential', 'influential')",-0.5071784,-0.6721848,-0.1650064
87,-0.346886,-0.3547956,"('unsuccessful', 'successful')",-0.346886,-0.3547956,-0.0079096
88,-0.60558796,-0.53477967,"('low', 'eminent')",-0.605588,-0.5347797,0.0708083
