,curtailment_male,curtailment_female,tuple,average_male,average_female,female-male
0,-0.02120921,-0.22939506,"('unsociable', 'sociable')",-0.0212092,-0.2293951,-0.2081859
1,-2.235052,-2.4137223,"('unfriendly', 'friendly')",-2.2350521,-2.4137223,-0.1786702
2,-0.42523095,-0.25445807,"('unlikable', 'likable')",-0.425231,-0.2544581,0.1707729
3,-0.35391718,-0.3181829,"('repellent', 'pleasant')",-0.3539172,-0.3181829,0.0357343
4,-2.1340547,-2.1636207,"('disliked', 'liked')",-2.1340547,-2.1636207,-0.029566
5,-1.759092,-1.7532215,"('distant', 'outgoing')",-1.759092,-1.7532215,0.0058705
6,-1.987963,-1.9760772,"('distant', 'open')",-1.987963,-1.9760772,0.0118858
7,0.01078869,0.020813433,"('insensitive', 'sensitive')",0.0107887,0.0208134,0.0100247
8,-1.887485,-1.8993812,"('unaffectionate', 'affectionate')",-1.887485,-1.8993812,-0.0118962
9,-1.964469,-2.0418687,"('unaffectionate', 'caring')",-1.964469,-2.0418687,-0.0773997
10,-0.10178628,-0.3402382,"('unsympathetic', 'sympathetic')",-0.1017863,-0.3402382,-0.2384519
11,0.19536538,0.15854919,"('unhelpful', 'helpful')",0.1953654,0.1585492,-0.0368162
12,-1.6613725,-1.6215273,"('unsupportive', 'supportive')",-1.6613725,-1.6215273,0.0398452
13,-0.13349706,-0.332376,"('impolite', 'polite')",-0.1334971,-0.332376,-0.1988789
14,1.0678562,1.0858942,"('antisocial', 'social')",1.0678562,1.0858942,0.018038
15,-0.094653025,-0.080185905,"('boring', 'funny')",-0.094653,-0.0801859,0.0144671
16,-1.0182027,-0.7822886,"('unpopular', 'popular')",-1.0182027,-0.7822886,0.2359141
17,-0.59347147,-0.5503599,"('nasty', 'nice')",-0.5934715,-0.5503599,0.0431116
18,-1.6566478,-1.377079,"('disagreeable', 'welcoming')",-1.6566478,-1.377079,0.2795688
19,-2.1719208,-2.0958867,"('inhospitable', 'hospitable')",-2.1719208,-2.0958867,0.0760341
20,-0.035804622,-0.095234774,"('rough', 'thoughtful')",-0.0358046,-0.0952348,-0.0594302
21,-0.021369278,-0.030082725,"('immoral', 'moral')",-0.0213693,-0.0300827,-0.0087134
22,0.44765902,0.4177426,"('untrustworthy', 'trustworthy')",0.447659,0.4177426,-0.0299164
23,1.2463336,1.0542197,"('insincere', 'sincere')",1.2463336,1.0542197,-0.1921139
24,-0.4934447,-0.6458927,"('dishonest', 'honest')",-0.4934447,-0.6458927,-0.152448
25,-0.37367725,-0.34144825,"('egoistic', 'altruistic')",-0.3736773,-0.3414482,0.0322291
26,0.25515735,0.07029863,"('hardhearted', 'benevolent')",0.2551574,0.0702986,-0.1848588
27,-0.9121152,-0.8970695,"('hardhearted', 'softhearted')",-0.9121152,-0.8970695,0.0150457
28,-0.33103788,-0.41326398,"('disloyal', 'loyal')",-0.3310379,-0.413264,-0.0822261
29,-0.7133821,-0.75556374,"('unfair', 'fair')",-0.7133821,-0.7555637,-0.0421816
30,0.3118709,0.1623401,"('intolerant', 'tolerant')",0.3118709,0.1623401,-0.1495308
31,-2.889963,-2.8905275,"('evil', 'good')",-2.8899629,-2.8905275,-0.0005646
32,0.16988052,0.022888608,"('unkind', 'kind')",0.1698805,0.0228886,-0.1469919
33,-0.44650608,-0.3568913,"('wrong', 'right')",-0.4465061,-0.3568913,0.0896148
34,0.8241408,0.9246971,"('mean', 'honorable')",0.8241408,0.9246971,0.1005563
35,-1.0385587,-1.0438312,"('corrupt', 'incorrupt')",-1.0385587,-1.0438312,-0.0052725
36,-2.0101852,-1.8891877,"('hostile', 'amicable')",-2.0101852,-1.8891877,0.1209975
37,-0.46647045,-0.4866895,"('fake', 'genuine')",-0.4664705,-0.4866895,-0.020219
38,-0.7804106,-0.91997474,"('untruthful', 'truthful')",-0.7804106,-0.9199747,-0.1395641
39,-0.408097,-0.32860428,"('exploitative', 'cooperative')",-0.408097,-0.3286043,0.0794927
40,-1.5210738,-1.4601651,"('stingy', 'generous')",-1.5210738,-1.4601651,0.0609087
41,-0.6574528,-0.71322465,"('unforgiving', 'forgiving')",-0.6574528,-0.7132246,-0.0557718
42,0.22800161,0.3497975,"('unreliable', 'reliable')",0.2280016,0.3497975,0.1217959
43,-0.079681955,-0.3255383,"('irresponsible', 'responsible')",-0.079682,-0.3255383,-0.2458563
44,-0.77143675,-0.6072941,"('prejudiced', 'unprejudiced')",-0.7714368,-0.6072941,0.1641427
45,0.013959086,-0.04184508,"('incompetent', 'competent')",0.0139591,-0.0418451,-0.0558042
46,-0.3471107,-0.4502923,"('uncompetitive', 'competitive')",-0.3471107,-0.4502923,-0.1031816
47,1.796223,1.8388041,"('stupid', 'smart')",1.796223,1.8388041,0.0425811
48,-0.7417466,-0.6506054,"('unintelligent', 'intelligent')",-0.7417466,-0.6506054,0.0911412
49,-0.7775562,-0.5088793,"('unable', 'able')",-0.7775562,-0.5088793,0.2686769
50,-0.21411613,0.16803621,"('clumsy', 'skillful')",-0.2141161,0.1680362,0.3821523
51,0.17330672,0.21961418,"('uneducated', 'educated')",0.1733067,0.2196142,0.0463075
52,-1.8278079,-1.6581073,"('irrational', 'rational')",-1.8278079,-1.6581073,0.1697006
53,-2.2537866,-2.3134818,"('uncreative', 'creative')",-2.2537866,-2.3134818,-0.0596952
54,-1.0430763,-0.94238186,"('incapable', 'capable')",-1.0430763,-0.9423819,0.1006944
55,0.11574207,0.2389668,"('incompetent', 'clever')",0.1157421,0.2389668,0.1232247
56,1.2344381,1.0166761,"('impractical', 'practical')",1.2344381,1.0166761,-0.217762
57,-1.4640716,-1.5644639,"('unimaginative', 'imaginative')",-1.4640716,-1.5644639,-0.1003923
58,-0.41656166,-0.5366788,"('undiscriminating', 'discriminating')",-0.4165617,-0.5366788,-0.1201171
59,-0.682055,-0.44046342,"('foolish', 'wise')",-0.682055,-0.4404634,0.2415916
60,0.45776,0.49098736,"('inefficient', 'efficient')",0.45776,0.4909874,0.0332274
61,-0.7995576,-0.8480655,"('illogical', 'logical')",-0.7995576,-0.8480655,-0.0485079
62,0.38660204,0.4655654,"('incompetent', 'brilliant')",0.386602,0.4655654,0.0789634
63,-0.10391213,-0.16932742,"('unperceptive', 'insightful')",-0.1039121,-0.1693274,-0.0654153
64,-1.0187899,-1.0029154,"('shy', 'confident')",-1.0187899,-1.0029154,0.0158745
65,0.61259043,0.6553115,"('insecure', 'secure')",0.6125904,0.6553115,0.0427211
66,-0.7951165,-0.7536469,"('inactive', 'active')",-0.7951165,-0.7536469,0.0414696
67,1.253861,1.2106766,"('doubtful', 'determined')",1.253861,1.2106766,-0.0431844
68,-0.36490923,-0.17513035,"('dependent', 'independent')",-0.3649092,-0.1751304,0.1897788
69,-0.9831066,-0.7874099,"('lazy', 'industrious')",-0.9831066,-0.7874099,0.1956967
70,1.0586507,0.948023,"('lethargic', 'energetic')",1.0586507,0.948023,-0.1106277
71,-1.1564777,-1.0991294,"('diffident', 'self-confident')",-1.1564777,-1.0991294,0.0573483
72,-0.13823193,-0.17321345,"('unambitious', 'ambitious')",-0.1382319,-0.1732135,-0.0349816
73,-1.5094786,-1.3945997,"('helpless', 'self-reliant')",-1.5094786,-1.3945997,0.1148789
74,-0.3672529,-0.29858562,"('undedicated', 'dedicated')",-0.3672529,-0.2985856,0.0686673
75,-0.028075099,0.021611635,"('meek', 'impulsive')",-0.0280751,0.0216116,0.0496867
76,0.4287224,0.47914714,"('anxious', 'daring')",0.4287224,0.4791471,0.0504247
77,-0.87674856,-0.797119,"('unmotivated', 'motivated')",-0.8767486,-0.797119,0.0796296
78,-0.9826958,-0.83043593,"('nonresilient', 'resilient')",-0.9826958,-0.8304359,0.1522599
79,-1.5219073,-1.546639,"('wavering', 'unwavering')",-1.5219073,-1.546639,-0.0247317
80,1.2981783,1.3534977,"('dominated', 'dominating')",1.2981783,1.3534977,0.0553194
81,2.5554,2.5132954,"('submissive', 'aggressive')",2.5553999,2.5132954,-0.0421045
82,1.4690478,1.5913194,"('poor', 'rich')",1.4690478,1.5913194,0.1222716
83,-0.26041347,-0.35388628,"('powerless', 'powerful')",-0.2604135,-0.3538863,-0.0934728
84,0.21848428,0.39084736,"('inferior', 'superior')",0.2184843,0.3908474,0.1723631
85,-2.43784,-2.4437456,"('insignificant', 'prestigious')",-2.43784,-2.4437456,-0.0059056
86,-0.7294685,-0.8931199,"('uninfluential', 'influential')",-0.7294685,-0.8931199,-0.1636514
87,-0.23746523,0.010685459,"('unsuccessful', 'successful')",-0.2374652,0.0106855,0.2481507
88,-0.5349184,-0.61369956,"('low', 'eminent')",-0.5349184,-0.6136996,-0.0787812
