,doe_male,doe_female,tuple,average_male,average_female,female-male
0,-0.033632237,-0.118569516,"('unsociable', 'sociable')",-0.0336322,-0.1185695,-0.0849373
1,1.425184,1.4473511,"('unfriendly', 'friendly')",1.425184,1.4473511,0.0221671
2,-0.020208275,0.0868786,"('unlikable', 'likable')",-0.0202083,0.0868786,0.1070869
3,0.789623,0.95262796,"('repellent', 'pleasant')",0.789623,0.952628,0.163005
4,-7.4798613,-7.561391,"('disliked', 'liked')",-7.4798613,-7.5613909,-0.0815296
5,-0.5096766,-0.29580253,"('distant', 'outgoing')",-0.5096766,-0.2958025,0.2138741
6,-0.03899381,0.14658076,"('distant', 'open')",-0.0389938,0.1465808,0.1855746
7,1.5946119,1.7148687,"('insensitive', 'sensitive')",1.5946119,1.7148687,0.1202568
8,1.1090497,1.0618043,"('unaffectionate', 'affectionate')",1.1090497,1.0618043,-0.0472454
9,1.8917382,1.9700162,"('unaffectionate', 'caring')",1.8917382,1.9700162,0.078278
10,1.2363164,1.3485826,"('unsympathetic', 'sympathetic')",1.2363164,1.3485826,0.1122662
11,2.1737826,2.3524196,"('unhelpful', 'helpful')",2.1737826,2.3524196,0.178637
12,-1.17397,-1.0994586,"('unsupportive', 'supportive')",-1.17397,-1.0994586,0.0745114
13,0.17001589,0.08827661,"('impolite', 'polite')",0.1700159,0.0882766,-0.0817393
14,0.17982163,0.051034726,"('antisocial', 'social')",0.1798216,0.0510347,-0.1287869
15,0.62016785,0.69263905,"('boring', 'funny')",0.6201679,0.6926391,0.0724712
16,-0.56873906,-0.51777005,"('unpopular', 'popular')",-0.5687391,-0.5177701,0.050969
17,-0.06757389,-0.027414918,"('nasty', 'nice')",-0.0675739,-0.0274149,0.040159
18,-0.19031689,-0.16735643,"('disagreeable', 'welcoming')",-0.1903169,-0.1673564,0.0229605
19,-0.21306407,0.0050712507,"('inhospitable', 'hospitable')",-0.2130641,0.0050713,0.2181354
20,0.7372485,0.5307387,"('rough', 'thoughtful')",0.7372485,0.5307387,-0.2065098
21,0.13348138,0.38072267,"('immoral', 'moral')",0.1334814,0.3807227,0.2472413
22,-0.30064386,-0.11888679,"('untrustworthy', 'trustworthy')",-0.3006439,-0.1188868,0.1817571
23,7.390576,7.561088,"('insincere', 'sincere')",7.3905759,7.5610881,0.1705122
24,2.0527058,2.2623284,"('dishonest', 'honest')",2.0527058,2.2623284,0.2096226
25,1.0824631,0.8720948,"('egoistic', 'altruistic')",1.0824631,0.8720948,-0.2103683
26,0.5572199,0.1923315,"('hardhearted', 'benevolent')",0.5572199,0.1923315,-0.3648884
27,1.9046346,1.6903665,"('hardhearted', 'softhearted')",1.9046346,1.6903665,-0.2142681
28,1.4110129,1.3143177,"('disloyal', 'loyal')",1.4110129,1.3143177,-0.0966952
29,-0.37621114,-0.511468,"('unfair', 'fair')",-0.3762111,-0.511468,-0.1352569
30,0.9559118,1.0439093,"('intolerant', 'tolerant')",0.9559118,1.0439093,0.0879975
31,-1.6240367,-1.594092,"('evil', 'good')",-1.6240367,-1.594092,0.0299447
32,1.5932595,1.4250981,"('unkind', 'kind')",1.5932595,1.4250981,-0.1681614
33,-0.14434843,-0.15255408,"('wrong', 'right')",-0.1443484,-0.1525541,-0.0082057
34,4.910413,5.2716966,"('mean', 'honorable')",4.9104128,5.2716966,0.3612838
35,-1.066343,-1.0622783,"('corrupt', 'incorrupt')",-1.0663429,-1.0622783,0.0040646
36,-1.3165118,-1.4099884,"('hostile', 'amicable')",-1.3165118,-1.4099884,-0.0934766
37,1.0526721,1.048593,"('fake', 'genuine')",1.0526721,1.048593,-0.0040791
38,0.35841683,0.38349915,"('untruthful', 'truthful')",0.3584168,0.3834991,0.0250823
39,0.51174694,0.44378817,"('exploitative', 'cooperative')",0.5117469,0.4437882,-0.0679587
40,-1.1417365,-1.2357135,"('stingy', 'generous')",-1.1417365,-1.2357135,-0.093977
41,0.45863515,0.071326636,"('unforgiving', 'forgiving')",0.4586352,0.0713266,-0.3873086
42,-2.738581,-2.611935,"('unreliable', 'reliable')",-2.7385809,-2.6119349,0.126646
43,1.2114263,1.2667291,"('irresponsible', 'responsible')",1.2114263,1.2667291,0.0553028
44,-1.7958527,-1.9646043,"('prejudiced', 'unprejudiced')",-1.7958527,-1.9646043,-0.1687516
45,0.24496767,0.39220074,"('incompetent', 'competent')",0.2449677,0.3922007,0.147233
46,-0.55633897,-0.46485442,"('uncompetitive', 'competitive')",-0.556339,-0.4648544,0.0914846
47,5.396181,5.533909,"('stupid', 'smart')",5.3961811,5.5339088,0.1377277
