,fuel_male,fuel_female,tuple,average_male,average_female,female-male
0,0.29173627,0.15341845,"('unsociable', 'sociable')",0.2917363,0.1534185,-0.1383178
1,1.6782018,1.5156685,"('unfriendly', 'friendly')",1.6782018,1.5156685,-0.1625333
2,0.66921455,0.8486013,"('unlikable', 'likable')",0.6692145,0.8486013,0.1793868
3,0.42553812,0.70049167,"('repellent', 'pleasant')",0.4255381,0.7004917,0.2749536
4,-7.056319,-7.0013494,"('disliked', 'liked')",-7.0563192,-7.0013494,0.0549698
5,-0.0451695,0.015123472,"('distant', 'outgoing')",-0.0451695,0.0151235,0.060293
6,0.03712672,0.05607927,"('distant', 'open')",0.0371267,0.0560793,0.0189526
7,0.7545809,0.74675035,"('insensitive', 'sensitive')",0.7545809,0.7467504,-0.0078305
8,0.91992855,0.82938546,"('unaffectionate', 'affectionate')",0.9199286,0.8293855,-0.0905431
9,1.752406,1.6808295,"('unaffectionate', 'caring')",1.752406,1.6808295,-0.0715765
10,0.893908,1.0747215,"('unsympathetic', 'sympathetic')",0.893908,1.0747215,0.1808135
11,2.3346734,2.3156936,"('unhelpful', 'helpful')",2.3346734,2.3156936,-0.0189798
12,-1.5487149,-1.5015453,"('unsupportive', 'supportive')",-1.5487149,-1.5015453,0.0471696
13,0.50404286,0.5400361,"('impolite', 'polite')",0.5040429,0.5400361,0.0359932
14,0.2417831,-0.008293942,"('antisocial', 'social')",0.2417831,-0.0082939,-0.250077
15,0.7860583,0.69921786,"('boring', 'funny')",0.7860583,0.6992179,-0.0868404
16,0.016203031,0.014391683,"('unpopular', 'popular')",0.016203,0.0143917,-0.0018113
17,-0.020468231,0.022120155,"('nasty', 'nice')",-0.0204682,0.0221202,0.0425884
18,-0.64436454,-0.6910846,"('disagreeable', 'welcoming')",-0.6443645,-0.6910846,-0.0467201
19,-0.4824373,-0.30032775,"('inhospitable', 'hospitable')",-0.4824373,-0.3003277,0.1821096
20,0.7947182,0.65760505,"('rough', 'thoughtful')",0.7947182,0.6576051,-0.1371131
21,0.1841548,0.29143047,"('immoral', 'moral')",0.1841548,0.2914305,0.1072757
22,-0.52176213,-0.3415003,"('untrustworthy', 'trustworthy')",-0.5217621,-0.3415003,0.1802618
