,illinois_male,illinois_female,tuple,tool_male,tool_female,works_male,works_female,inc_male,inc_female,average_male,average_female,female-male
0,0.19600156,0.13579656,"('unsociable', 'sociable')",0.022654876,-0.021569036,1.1706485,1.1094337,-0.26352596,-0.378606,0.2814447,0.2112638,-0.0701809
1,-0.954873,-1.0037212,"('unfriendly', 'friendly')",0.47838047,0.4418453,-0.41457972,-0.42524388,2.0199785,1.8792379,0.2822266,0.2230295,-0.0591971
2,0.18011504,0.26633543,"('unlikable', 'likable')",0.020939667,0.0018319264,0.18330027,0.20618795,0.39060935,0.5404025,0.1937411,0.2536894,0.0599483
3,0.39507008,0.5147862,"('repellent', 'pleasant')",-1.0984393,-1.0045469,0.4036709,0.45633644,0.05868286,0.16821894,-0.0602539,0.0336987,0.0939526
4,-0.99228036,-1.0896022,"('disliked', 'liked')",0.55450904,0.47727668,-0.23262136,-0.2524285,-6.34968,-6.432707,-1.7550181,-1.8243653,-0.0693472
5,-1.1601554,-1.1953768,"('distant', 'outgoing')",0.5587965,0.4816344,-1.4705234,-1.409364,-0.16653985,-0.20148925,-0.5596055,-0.5811489,-0.0215434
6,-0.35049862,-0.3705947,"('distant', 'open')",0.9090265,0.8480827,-1.9252502,-1.8695793,0.45869246,0.4230162,-0.2270075,-0.2422688,-0.0152613
7,0.7736648,0.85775787,"('insensitive', 'sensitive')",-0.29788148,-0.2326633,-0.49194694,-0.3510905,0.6543443,0.6580608,0.1595452,0.2330162,0.073471
8,-0.3861371,-0.4222204,"('unaffectionate', 'affectionate')",0.2682441,0.227826,-1.7444865,-1.7246641,0.53107494,0.45854414,-0.3328261,-0.3651286,-0.0323025
9,0.4112984,0.414584,"('unaffectionate', 'caring')",1.0535825,1.037924,-0.81704044,-0.71276075,1.2358674,1.2322118,0.470927,0.4929898,0.0220628
10,1.4966729,1.6061202,"('unsympathetic', 'sympathetic')",-0.84163785,-0.7794766,-0.32843858,-0.2598729,-0.022319138,-0.07238022,0.0760693,0.1235976,0.0475283
11,0.8002243,0.92422277,"('unhelpful', 'helpful')",-0.053662628,0.05095534,0.41513896,0.61214507,2.0473692,2.10777,0.8022674,0.9237733,0.1215059
12,1.4083225,1.4939778,"('unsupportive', 'supportive')",0.7837603,0.86393166,-0.22646333,-0.053225473,-1.7463751,-1.7420061,0.0548111,0.1406695,0.0858584
13,0.97149175,1.0350485,"('impolite', 'polite')",-0.12722555,-0.06607738,0.8300892,0.86436963,-0.08744842,-0.16706201,0.3967267,0.4165697,0.019843
14,0.8408007,0.86428356,"('antisocial', 'social')",-0.12202974,-0.101574324,1.085534,1.063944,-0.7351761,-0.7185692,0.2672822,0.277021,0.0097388
15,-0.3167373,-0.35718343,"('boring', 'funny')",0.6713244,0.6939227,-0.55291677,-0.52143097,0.4466284,0.4559169,0.0620747,0.0678063,0.0057316
16,-1.287529,-1.373789,"('unpopular', 'popular')",-0.0050718,-0.112959914,-0.2788501,-0.3096968,0.5360329,0.62622917,-0.2588545,-0.2925541,-0.0336996
17,-0.19321528,-0.18433055,"('nasty', 'nice')",-0.1525652,-0.07259861,0.43194205,0.5182284,-0.29269946,-0.20313537,-0.0516345,0.014541,0.0661755
18,-0.052062187,-0.013723511,"('disagreeable', 'welcoming')",-1.0377482,-1.0151312,-1.0480716,-1.0040363,-0.3907321,-0.40797445,-0.6321535,-0.6102164,0.0219371
19,-0.9301063,-0.87932116,"('inhospitable', 'hospitable')",0.22492644,0.1868675,-1.2491426,-1.1554974,-0.009770021,0.0020704828,-0.4910231,-0.4614702,0.0295529
20,0.48246402,0.56274045,"('rough', 'thoughtful')",-1.0547553,-1.0381404,-0.6750414,-0.6729846,0.90583193,0.9194551,-0.0853752,-0.0572324,0.0281428
21,0.49815467,0.5869064,"('immoral', 'moral')",-0.1584348,-0.13919508,0.581183,0.61400115,-0.8664172,-0.7887606,0.0136214,0.068238,0.0546166
22,-0.52419055,-0.44769087,"('untrustworthy', 'trustworthy')",-1.8530512,-1.8628094,-0.39118367,-0.38596803,-1.2086833,-1.1672301,-0.9942771,-0.9659246,0.0283525
