,cit_male,cit_female,tuple,group_male,group_female,inc_male,inc_female,average_male,average_female,female-male
0,-0.41353416,-0.63917935,"('unsociable', 'sociable')",0.82157844,0.5724315,-0.1800417,-0.31815794,0.0760009,-0.1283019,-0.2043028
1,-1.6136,-1.594514,"('unfriendly', 'friendly')",-0.6372761,-0.6425703,1.5172288,1.3996571,-0.2445491,-0.2791424,-0.0345933
2,1.5699403,1.566508,"('unlikable', 'likable')",1.891026,1.8885517,0.94485193,1.0446066,1.4686062,1.4998887,0.0312825
3,-0.10082858,-0.017488562,"('repellent', 'pleasant')",0.6512175,0.72662944,0.19127128,0.2970851,0.2472201,0.3354087,0.0881886
4,-0.0056170523,-0.01074423,"('disliked', 'liked')",0.01668768,-0.098566286,-6.3217726,-6.3127165,-2.1035673,-2.1406757,-0.0371084
5,-0.8596545,-0.76373935,"('distant', 'outgoing')",-1.6320709,-1.458113,-0.38176504,-0.3699377,-0.9578302,-0.86393,0.0939002
6,-1.1959155,-1.029537,"('distant', 'open')",-2.0415738,-1.8782274,-0.06320137,-0.07565151,-1.1002302,-0.9944719,0.1057583
7,-0.3673408,-0.37783444,"('insensitive', 'sensitive')",0.16802223,0.27116203,0.713107,0.8096887,0.1712628,0.2343388,0.063076
8,-1.5878341,-1.5832323,"('unaffectionate', 'affectionate')",-0.6791218,-0.66359776,0.38902628,0.35260248,-0.6259765,-0.6314092,-0.0054327
9,-1.2437034,-1.247986,"('unaffectionate', 'caring')",-0.26470417,-0.19893509,1.1080445,1.1376588,-0.1334544,-0.1030874,0.030367
10,-0.72042054,-0.85746485,"('unsympathetic', 'sympathetic')",0.32137865,0.30341744,-0.05159229,-0.041587465,-0.1502114,-0.198545,-0.0483336
11,0.18028665,0.0012414339,"('unhelpful', 'helpful')",0.29915655,0.18592109,2.2071714,2.2171052,0.8955382,0.8014226,-0.0941156
12,-0.01113915,0.032065023,"('unsupportive', 'supportive')",0.9742601,1.1325333,-1.6362215,-1.5394926,-0.2243669,-0.1249648,0.0994021
13,-0.36213213,-0.43987772,"('impolite', 'polite')",0.24003471,0.1757676,0.15859976,0.20921332,0.0121674,-0.0182989,-0.0304663
14,0.9698751,0.89489406,"('antisocial', 'social')",1.9759319,1.9439763,-0.07091608,-0.115528405,0.9582969,0.9077806,-0.0505163
15,0.5900148,0.43096608,"('boring', 'funny')",-0.7070991,-0.8306812,0.6155731,0.54373163,0.1661629,0.0480055,-0.1181574
