,fighter_male,fighter_female,tuple,average_male,average_female,female-male
0,0.418759,0.38384283,"('unsociable', 'sociable')",0.418759,0.3838428,-0.0349162
1,0.9962934,0.8893591,"('unfriendly', 'friendly')",0.9962934,0.8893591,-0.1069343
2,0.0086512035,0.16364646,"('unlikable', 'likable')",0.0086512,0.1636465,0.1549953
3,0.83375454,0.98726135,"('repellent', 'pleasant')",0.8337545,0.9872614,0.1535069
4,-7.3181167,-7.4963045,"('disliked', 'liked')",-7.3181167,-7.4963045,-0.1781878
5,-0.61802655,-0.7266946,"('distant', 'outgoing')",-0.6180266,-0.7266946,-0.108668
6,-0.13636611,-0.3191536,"('distant', 'open')",-0.1363661,-0.3191536,-0.1827875
7,1.477747,1.5598747,"('insensitive', 'sensitive')",1.477747,1.5598747,0.0821277
8,0.89231944,0.79705197,"('unaffectionate', 'affectionate')",0.8923194,0.797052,-0.0952674
9,1.4769399,1.4182091,"('unaffectionate', 'caring')",1.4769399,1.4182091,-0.0587308
10,1.1843472,1.3455079,"('unsympathetic', 'sympathetic')",1.1843472,1.3455079,0.1611607
11,1.5318713,1.6406149,"('unhelpful', 'helpful')",1.5318713,1.6406149,0.1087436
12,-1.5958337,-1.5780513,"('unsupportive', 'supportive')",-1.5958337,-1.5780513,0.0177824
13,0.1968053,0.39859372,"('impolite', 'polite')",0.1968053,0.3985937,0.2017884
14,0.54835194,0.5981922,"('antisocial', 'social')",0.5483519,0.5981922,0.0498403
15,0.414721,0.3480432,"('boring', 'funny')",0.414721,0.3480432,-0.0666778
16,-0.7731916,-0.89026725,"('unpopular', 'popular')",-0.7731916,-0.8902673,-0.1170757
17,-0.1884378,-0.17372626,"('nasty', 'nice')",-0.1884378,-0.1737263,0.0147115
18,-0.56822205,-0.4506932,"('disagreeable', 'welcoming')",-0.568222,-0.4506932,0.1175288
19,-0.84737474,-0.871389,"('inhospitable', 'hospitable')",-0.8473747,-0.871389,-0.0240143
20,0.51856774,0.43686947,"('rough', 'thoughtful')",0.5185677,0.4368695,-0.0816982
21,0.030054964,0.30235445,"('immoral', 'moral')",0.030055,0.3023545,0.2722995
22,-0.023597267,0.038094245,"('untrustworthy', 'trustworthy')",-0.0235973,0.0380942,0.0616915
23,6.201484,6.394015,"('insincere', 'sincere')",6.2014842,6.3940148,0.1925306
