,oleo_male,oleo_female,tuple,average_male,average_female,female-male
22,-0.7321571,-0.814496,"('untrustworthy', 'trustworthy')",-0.7321571,-0.814496,-0.0823389
23,2.2626212,2.1166246,"('insincere', 'sincere')",2.2626212,2.1166246,-0.1459966
24,0.37043902,0.29181886,"('dishonest', 'honest')",0.370439,0.2918189,-0.0786201
25,-0.13361984,-0.14855899,"('egoistic', 'altruistic')",-0.1336198,-0.148559,-0.0149392
26,0.8317644,0.7283434,"('hardhearted', 'benevolent')",0.8317644,0.7283434,-0.103421
27,0.1934283,0.26460618,"('hardhearted', 'softhearted')",0.1934283,0.2646062,0.0711779
28,0.6211044,0.4203044,"('disloyal', 'loyal')",0.6211044,0.4203044,-0.2008
29,-1.5000374,-1.5076873,"('unfair', 'fair')",-1.5000374,-1.5076873,-0.0076499
30,0.65421015,0.5081555,"('intolerant', 'tolerant')",0.6542102,0.5081555,-0.1460547
31,-1.611323,-1.4035432,"('evil', 'good')",-1.611323,-1.4035432,0.2077798
32,0.60143965,0.4310516,"('unkind', 'kind')",0.6014397,0.4310516,-0.1703881
33,-0.31648865,-0.37622178,"('wrong', 'right')",-0.3164887,-0.3762218,-0.0597331
34,2.0923703,2.2500916,"('mean', 'honorable')",2.0923703,2.2500916,0.1577213
35,-0.90514827,-0.8357108,"('corrupt', 'incorrupt')",-0.9051483,-0.8357108,0.0694375
36,-0.5354929,-0.48442873,"('hostile', 'amicable')",-0.5354929,-0.4844287,0.0510642
37,-0.067974046,-0.09650598,"('fake', 'genuine')",-0.067974,-0.096506,-0.028532
38,0.105231635,0.08986978,"('untruthful', 'truthful')",0.1052316,0.0898698,-0.0153618
39,-0.04017393,-0.04965037,"('exploitative', 'cooperative')",-0.0401739,-0.0496504,-0.0094765
40,-1.0088912,-1.015667,"('stingy', 'generous')",-1.0088912,-1.015667,-0.0067758
41,0.23959461,0.29578778,"('unforgiving', 'forgiving')",0.2395946,0.2957878,0.0561932
42,-1.1108005,-1.0115813,"('unreliable', 'reliable')",-1.1108005,-1.0115813,0.0992192
43,0.33018956,0.36497515,"('irresponsible', 'responsible')",0.3301896,0.3649752,0.0347856
44,-0.88978034,-0.88899297,"('prejudiced', 'unprejudiced')",-0.8897803,-0.888993,0.0007873
45,-0.0732539,-0.08526159,"('incompetent', 'competent')",-0.0732539,-0.0852616,-0.0120077
46,0.19512069,0.051230848,"('uncompetitive', 'competitive')",0.1951207,0.0512308,-0.1438899
47,1.7064303,1.7816067,"('stupid', 'smart')",1.7064303,1.7816067,0.0751764
48,0.20652834,0.16958046,"('unintelligent', 'intelligent')",0.2065283,0.1695805,-0.0369478
49,-0.15141977,-0.0034110919,"('unable', 'able')",-0.1514198,-0.0034111,0.1480087
50,0.11438683,0.10618485,"('clumsy', 'skillful')",0.1143868,0.1061848,-0.008202
51,-0.10799521,-0.19399928,"('uneducated', 'educated')",-0.1079952,-0.1939993,-0.0860041
52,-0.70341796,-0.68825996,"('irrational', 'rational')",-0.703418,-0.68826,0.015158
53,-0.7095082,-0.6546618,"('uncreative', 'creative')",-0.7095082,-0.6546618,0.0548464
54,0.1803792,0.21510799,"('incapable', 'capable')",0.1803792,0.215108,0.0347288
55,-0.034392375,-0.12068527,"('incompetent', 'clever')",-0.0343924,-0.1206853,-0.0862929
56,0.82020223,0.73467547,"('impractical', 'practical')",0.8202022,0.7346755,-0.0855267
57,-1.3032107,-1.3945727,"('unimaginative', 'imaginative')",-1.3032107,-1.3945727,-0.091362
58,-0.033423726,-0.055394433,"('undiscriminating', 'discriminating')",-0.0334237,-0.0553944,-0.0219707
59,-0.39361787,-0.2766823,"('foolish', 'wise')",-0.3936179,-0.2766823,0.1169356
60,0.35475242,0.32050452,"('inefficient', 'efficient')",0.3547524,0.3205045,-0.0342479
61,-0.16926226,-0.24777615,"('illogical', 'logical')",-0.1692623,-0.2477762,-0.0785139
62,0.44754094,0.52398115,"('incompetent', 'brilliant')",0.4475409,0.5239812,0.0764403
63,0.33981267,0.35675123,"('unperceptive', 'insightful')",0.3398127,0.3567512,0.0169385
64,-2.7868588,-2.8597083,"('shy', 'confident')",-2.7868588,-2.8597083,-0.0728495
65,-0.38492572,-0.5453805,"('insecure', 'secure')",-0.3849257,-0.5453805,-0.1604548
66,-0.93602365,-0.8648648,"('inactive', 'active')",-0.9360237,-0.8648648,0.0711589
67,0.14818455,0.10175844,"('doubtful', 'determined')",0.1481846,0.1017584,-0.0464262
68,-0.66488117,-0.7206466,"('dependent', 'independent')",-0.6648812,-0.7206466,-0.0557654
69,-0.849759,-0.68468666,"('lazy', 'industrious')",-0.849759,-0.6846867,0.1650723
70,0.4116005,0.35646614,"('lethargic', 'energetic')",0.4116005,0.3564661,-0.0551344
71,0.09348558,0.038041875,"('diffident', 'self-confident')",0.0934856,0.0380419,-0.0554437
72,-0.26846746,-0.21345057,"('unambitious', 'ambitious')",-0.2684675,-0.2134506,0.0550169
73,-0.85640943,-0.9055117,"('helpless', 'self-reliant')",-0.8564094,-0.9055117,-0.0491023
74,0.5281338,0.46105897,"('undedicated', 'dedicated')",0.5281338,0.461059,-0.0670748
75,-0.17106862,-0.059160247,"('meek', 'impulsive')",-0.1710686,-0.0591602,0.1119084
76,0.07177595,0.10685124,"('anxious', 'daring')",0.071776,0.1068512,0.0350752
77,-0.8798279,-0.8435393,"('unmotivated', 'motivated')",-0.8798279,-0.8435393,0.0362886
78,-0.118135326,-0.08932938,"('nonresilient', 'resilient')",-0.1181353,-0.0893294,0.0288059
79,-0.41454563,-0.23583718,"('wavering', 'unwavering')",-0.4145456,-0.2358372,0.1787084
80,-0.24112694,-0.36231267,"('dominated', 'dominating')",-0.2411269,-0.3623127,-0.1211858
81,0.15896833,0.08766628,"('submissive', 'aggressive')",0.1589683,0.0876663,-0.071302
82,2.6566424,2.6518352,"('poor', 'rich')",2.6566424,2.6518352,-0.0048072
83,-0.64625317,-0.75430614,"('powerless', 'powerful')",-0.6462532,-0.7543061,-0.1080529
84,-0.034331836,-0.1077996,"('inferior', 'superior')",-0.0343318,-0.1077996,-0.0734678
85,-0.47707155,-0.37430328,"('insignificant', 'prestigious')",-0.4770716,-0.3743033,0.1027683
86,-0.30478364,-0.4783288,"('uninfluential', 'influential')",-0.3047836,-0.4783288,-0.1735452
87,-0.15140791,-0.22195373,"('unsuccessful', 'successful')",-0.1514079,-0.2219537,-0.0705458
88,0.14969803,0.06944152,"('low', 'eminent')",0.149698,0.0694415,-0.0802565
