,hilton_male,hilton_female,tuple,worldwide_male,worldwide_female,holdings_male,holdings_female,inc_male,inc_female,average_male,average_female,female-male
0,1.4383283,1.2792372,"('unsociable', 'sociable')",0.58842367,0.523498,-0.14653407,-0.3643415,-0.27386323,-0.41054168,0.4015887,0.256963,-0.1446257
1,1.9193543,2.0767612,"('unfriendly', 'friendly')",-0.029524077,-0.00802394,0.5304365,0.40648088,1.8961354,1.788789,1.0791005,1.0660018,-0.0130987
2,2.0972276,2.188859,"('unlikable', 'likable')",1.7024596,1.7506887,2.1017668,2.1961086,0.98146003,1.1214664,1.7207285,1.8142807,0.0935522
3,-1.1265467,-0.99003893,"('repellent', 'pleasant')",-0.2956652,-0.14697766,0.33365723,0.37867057,0.1933634,0.21900406,-0.2237978,-0.1348355,0.0889623
4,-0.35660347,-0.2598529,"('disliked', 'liked')",-0.029264841,-0.0039286613,-0.017267331,-0.0021317862,-6.1358027,-6.1951,-1.6347346,-1.6152533,0.0194813
5,0.4819938,0.64562243,"('distant', 'outgoing')",-0.02534077,0.025778692,0.0055922717,0.081701465,-0.12012687,-0.032859754,0.0855296,0.1800607,0.0945311
6,0.27300286,0.5087253,"('distant', 'open')",-0.9545772,-0.8705414,-0.39290786,-0.3146883,0.41973847,0.48928368,-0.1636859,-0.0468052,0.1168807
7,0.31886545,0.35316873,"('insensitive', 'sensitive')",-0.19593343,-0.1182279,0.08954718,0.03975498,0.8982547,0.7857156,0.2776835,0.2651029,-0.0125806
8,1.3546851,1.447156,"('unaffectionate', 'affectionate')",-0.80165625,-0.82766783,-0.4772107,-0.52060163,0.6559854,0.6502852,0.1829509,0.1872929,0.004342
9,1.8116174,1.8803526,"('unaffectionate', 'caring')",-0.14224164,-0.10225657,0.12084978,0.05594471,1.229678,1.2454242,0.7549759,0.7698662,0.0148903
10,0.11029201,0.011080168,"('unsympathetic', 'sympathetic')",-0.7893546,-0.721537,-1.1632484,-1.264114,-0.016486008,-0.12091911,-0.4646993,-0.5238725,-0.0591732
11,-1.3555785,-1.4330183,"('unhelpful', 'helpful')",-0.40351778,-0.39979082,-1.1586039,-1.2191843,2.039735,2.0833278,-0.2194913,-0.2421664,-0.0226751
12,2.1311274,2.2371671,"('unsupportive', 'supportive')",1.9820882,2.1258254,0.36777145,0.48116988,-1.2347573,-1.2401248,0.8115574,0.9010093,0.0894519
13,0.09343915,-0.104313925,"('impolite', 'polite')",-0.15580381,-0.25184372,-0.39808357,-0.5363909,0.34270263,0.1924441,-0.0294364,-0.1750261,-0.1455897
14,2.110941,2.0370038,"('antisocial', 'social')",1.8184221,1.8608314,1.8370929,1.8099624,-0.3120964,-0.3754941,1.3635898,1.3330759,-0.0305139
15,-0.2353133,-0.3213837,"('boring', 'funny')",-0.9922095,-1.073279,-1.2067941,-1.213635,0.53310865,0.49818817,-0.4753021,-0.5275274,-0.0522253
16,-0.21407008,-0.07385799,"('unpopular', 'popular')",0.74062896,0.8225252,0.13333808,0.2236866,0.4275335,0.4935297,0.2718576,0.3664709,0.0946133
17,-0.112644956,-0.07389882,"('nasty', 'nice')",-1.740603,-1.6698563,-0.943799,-0.8330245,-0.64078754,-0.51898235,-0.8594586,-0.7739405,0.0855181
18,1.0430396,1.1221697,"('disagreeable', 'welcoming')",0.83737016,0.9246511,0.30183655,0.36911947,-0.06239298,-0.041658428,0.5299633,0.5935705,0.0636072
19,-0.57145035,-0.47184873,"('inhospitable', 'hospitable')",-0.49169028,-0.51099074,-0.7342721,-0.70831287,0.17465097,0.23655888,-0.4056904,-0.3636484,0.042042
20,0.28684625,0.30843034,"('rough', 'thoughtful')",0.36220434,0.40497336,-0.032167975,0.0904641,0.7234266,0.6801605,0.3350773,0.3710071,0.0359298
21,0.74093366,0.5888867,"('immoral', 'moral')",0.73460424,0.7485295,0.034794368,-0.006053891,-0.46937218,-0.52299136,0.26024,0.2020927,-0.0581473
22,0.0063585304,-0.0128568,"('untrustworthy', 'trustworthy')",0.2501507,0.29814672,-0.47603872,-0.47465113,-0.91229063,-0.9692151,-0.282955,-0.2896441,-0.0066891
23,0.12848808,0.07487638,"('insincere', 'sincere')",-0.007348545,-0.018080294,-0.43403265,-0.57567245,5.8820558,5.8159776,1.3922907,1.3242753,-0.0680154
24,0.49527165,0.48163432,"('dishonest', 'honest')",-0.46022302,-0.47070095,-1.3018185,-1.3385195,0.825436,0.7229642,-0.1103335,-0.1511555,-0.040822
25,1.1583498,1.2908056,"('egoistic', 'altruistic')",0.05214961,0.047040056,1.1415209,1.1187074,1.3264742,1.2815052,0.9196236,0.9345145,0.0148909
26,2.2632155,2.2605689,"('hardhearted', 'benevolent')",0.84859943,0.7840655,1.632908,1.53958,1.549153,1.3985677,1.5734689,1.4956955,-0.0777734
27,-0.07250266,-0.021464922,"('hardhearted', 'softhearted')",-0.46999803,-0.46389872,-0.2551563,-0.25847006,1.680815,1.5418379,0.2207895,0.1995011,-0.0212884
28,-0.181187,-0.21467395,"('disloyal', 'loyal')",-0.59013057,-0.6607679,-0.53027564,-0.71828204,1.2358038,1.0675194,-0.0164474,-0.1315511,-0.1151037
29,-0.018550783,0.02338783,"('unfair', 'fair')",0.06857999,0.09530403,-0.48288822,-0.42682785,-0.37262437,-0.5217422,-0.2013708,-0.2074696,-0.0060988
30,1.1757377,1.066342,"('intolerant', 'tolerant')",0.17183268,0.14412421,0.86241364,0.7704535,1.1965301,1.1258453,0.8516285,0.7766912,-0.0749373
31,-1.0106854,-0.69900453,"('evil', 'good')",-1.4693578,-1.3702915,-0.87680095,-0.8184479,-1.1182699,-1.1421647,-1.1187786,-1.007477,0.1113016
32,1.4567939,1.2729242,"('unkind', 'kind')",0.12720399,-0.021666378,0.09377029,-0.07810271,1.4514234,1.2858675,0.7822978,0.6147556,-0.1675422
