,wink_male,wink_female,tuple,average_male,average_female,female-male
0,-0.1987884,-0.2466397,"('unsociable', 'sociable')",-0.1987884,-0.2466397,-0.0478513
1,1.1772838,1.134096,"('unfriendly', 'friendly')",1.1772838,1.134096,-0.0431878
2,0.059965596,0.1752399,"('unlikable', 'likable')",0.0599656,0.1752399,0.1152743
3,0.71730626,0.77218384,"('repellent', 'pleasant')",0.7173063,0.7721838,0.0548775
4,-7.067568,-7.137408,"('disliked', 'liked')",-7.0675678,-7.1374078,-0.06984
5,-0.4166264,-0.36919582,"('distant', 'outgoing')",-0.4166264,-0.3691958,0.0474306
6,0.06657639,0.04548669,"('distant', 'open')",0.0665764,0.0454867,-0.0210897
7,0.6947481,0.7552089,"('insensitive', 'sensitive')",0.6947481,0.7552089,0.0604608
8,0.9453113,0.91099435,"('unaffectionate', 'affectionate')",0.9453113,0.9109944,-0.0343169
9,1.1657141,1.2117251,"('unaffectionate', 'caring')",1.1657141,1.2117251,0.046011
10,1.1061754,1.0877548,"('unsympathetic', 'sympathetic')",1.1061754,1.0877548,-0.0184206
11,1.4292258,1.4254502,"('unhelpful', 'helpful')",1.4292258,1.4254502,-0.0037756
12,-1.763938,-1.7656467,"('unsupportive', 'supportive')",-1.763938,-1.7656467,-0.0017087
13,-0.10780329,-0.10937533,"('impolite', 'polite')",-0.1078033,-0.1093753,-0.001572
14,0.1316181,0.07762165,"('antisocial', 'social')",0.1316181,0.0776217,-0.0539964
15,0.13795538,0.059965804,"('boring', 'funny')",0.1379554,0.0599658,-0.0779896
16,-0.52107084,-0.4079642,"('unpopular', 'popular')",-0.5210708,-0.4079642,0.1131066
17,-0.23892763,-0.1663025,"('nasty', 'nice')",-0.2389276,-0.1663025,0.0726251
18,-0.042911433,-0.12437125,"('disagreeable', 'welcoming')",-0.0429114,-0.1243713,-0.0814599
19,-0.6823599,-0.6736214,"('inhospitable', 'hospitable')",-0.6823599,-0.6736214,0.0087385
20,0.92978835,0.88554716,"('rough', 'thoughtful')",0.9297884,0.8855472,-0.0442412
21,-0.3097777,-0.2561414,"('immoral', 'moral')",-0.3097777,-0.2561414,0.0536363
22,-0.3112767,-0.39318234,"('untrustworthy', 'trustworthy')",-0.3112767,-0.3931823,-0.0819056
23,6.1818953,6.2129135,"('insincere', 'sincere')",6.1818953,6.2129135,0.0310182
24,1.444068,1.344141,"('dishonest', 'honest')",1.444068,1.344141,-0.099927
25,0.95423543,0.8996764,"('egoistic', 'altruistic')",0.9542354,0.8996764,-0.054559
26,0.6467552,0.61161727,"('hardhearted', 'benevolent')",0.6467552,0.6116173,-0.0351379
27,1.6448933,1.5058503,"('hardhearted', 'softhearted')",1.6448933,1.5058503,-0.139043
28,1.0852193,1.0220375,"('disloyal', 'loyal')",1.0852193,1.0220375,-0.0631818
29,-0.679184,-0.79789406,"('unfair', 'fair')",-0.679184,-0.7978941,-0.1187101
30,0.8487601,0.8279675,"('intolerant', 'tolerant')",0.8487601,0.8279675,-0.0207926
31,-1.3511623,-1.3038603,"('evil', 'good')",-1.3511623,-1.3038603,0.047302
32,0.91821396,0.8994897,"('unkind', 'kind')",0.918214,0.8994897,-0.0187243
33,-0.48110938,-0.48940614,"('wrong', 'right')",-0.4811094,-0.4894061,-0.0082967
34,4.270354,4.4138756,"('mean', 'honorable')",4.2703538,4.4138756,0.1435218
35,-0.67877305,-0.869937,"('corrupt', 'incorrupt')",-0.678773,-0.869937,-0.191164
36,-0.59271145,-0.6561569,"('hostile', 'amicable')",-0.5927114,-0.6561569,-0.0634455
37,0.9446328,0.9435203,"('fake', 'genuine')",0.9446328,0.9435203,-0.0011125
38,-0.25522196,-0.24797727,"('untruthful', 'truthful')",-0.255222,-0.2479773,0.0072447
39,0.50974554,0.46180436,"('exploitative', 'cooperative')",0.5097455,0.4618044,-0.0479411
40,-1.0257975,-1.2148706,"('stingy', 'generous')",-1.0257975,-1.2148706,-0.1890731
41,0.048831165,-0.00022783503,"('unforgiving', 'forgiving')",0.0488312,-0.0002278,-0.049059
42,-1.9660774,-2.0319176,"('unreliable', 'reliable')",-1.9660774,-2.0319176,-0.0658402
43,0.76313394,0.7586798,"('irresponsible', 'responsible')",0.7631339,0.7586798,-0.0044541
44,-0.6882891,-0.6872049,"('prejudiced', 'unprejudiced')",-0.6882891,-0.6872049,0.0010842
45,-0.26637214,-0.24313304,"('incompetent', 'competent')",-0.2663721,-0.243133,0.0232391
46,-0.51604843,-0.60983914,"('uncompetitive', 'competitive')",-0.5160484,-0.6098391,-0.0937907
47,4.8911695,5.0795484,"('stupid', 'smart')",4.8911695,5.0795484,0.1883789
48,0.28696465,0.23692296,"('unintelligent', 'intelligent')",0.2869647,0.236923,-0.0500417
49,0.11002235,0.19895901,"('unable', 'able')",0.1100224,0.198959,0.0889366
50,-0.25670487,-0.27659214,"('clumsy', 'skillful')",-0.2567049,-0.2765921,-0.0198872
51,0.648052,0.5551344,"('uneducated', 'educated')",0.648052,0.5551344,-0.0929176
52,-0.6088334,-0.628812,"('irrational', 'rational')",-0.6088334,-0.628812,-0.0199786
53,-0.15031761,-0.21715206,"('uncreative', 'creative')",-0.1503176,-0.2171521,-0.0668345
54,0.93068886,1.0203192,"('incapable', 'capable')",0.9306889,1.0203192,0.0896303
55,0.68017125,0.6604068,"('incompetent', 'clever')",0.6801713,0.6604068,-0.0197645
56,0.33257848,0.32786044,"('impractical', 'practical')",0.3325785,0.3278604,-0.0047181
57,-2.561022,-2.5262008,"('unimaginative', 'imaginative')",-2.561022,-2.5262008,0.0348212
58,-0.0007812865,-0.02259954,"('undiscriminating', 'discriminating')",-0.0007813,-0.0225995,-0.0218182
59,-0.045228466,-0.024554122,"('foolish', 'wise')",-0.0452285,-0.0245541,0.0206744
60,0.3802121,0.45063663,"('inefficient', 'efficient')",0.3802121,0.4506366,0.0704245
61,0.07020137,-0.06816812,"('illogical', 'logical')",0.0702014,-0.0681681,-0.1383695
62,0.27324176,0.39846212,"('incompetent', 'brilliant')",0.2732418,0.3984621,0.1252203
63,-0.09746488,-0.07462162,"('unperceptive', 'insightful')",-0.0974649,-0.0746216,0.0228433
64,-6.021261,-6.0244427,"('shy', 'confident')",-6.0212612,-6.0244427,-0.0031815
65,0.31534827,0.3138606,"('insecure', 'secure')",0.3153483,0.3138606,-0.0014877
66,-0.011966184,-0.05147992,"('inactive', 'active')",-0.0119662,-0.0514799,-0.0395137
67,-0.52270055,-0.47739395,"('doubtful', 'determined')",-0.5227005,-0.477394,0.0453065
68,-0.52450013,-0.5979196,"('dependent', 'independent')",-0.5245001,-0.5979196,-0.0734195
69,-1.9781313,-1.9443295,"('lazy', 'industrious')",-1.9781313,-1.9443295,0.0338018
70,1.3696874,1.3232443,"('lethargic', 'energetic')",1.3696874,1.3232443,-0.0464431
71,0.6140373,0.69375896,"('diffident', 'self-confident')",0.6140373,0.693759,0.0797217
72,0.58687466,0.7206238,"('unambitious', 'ambitious')",0.5868747,0.7206238,0.1337491
73,-2.9188116,-2.8782759,"('helpless', 'self-reliant')",-2.9188116,-2.8782759,0.0405357
74,0.2395059,0.100264475,"('undedicated', 'dedicated')",0.2395059,0.1002645,-0.1392414
75,-0.74020135,-0.632452,"('meek', 'impulsive')",-0.7402014,-0.632452,0.1077494
76,0.96844995,0.9060615,"('anxious', 'daring')",0.96845,0.9060615,-0.0623885
77,-1.5001193,-1.3374637,"('unmotivated', 'motivated')",-1.5001193,-1.3374637,0.1626556
78,-0.6300887,-0.6332557,"('nonresilient', 'resilient')",-0.6300887,-0.6332557,-0.003167
79,-0.15643208,-0.16404052,"('wavering', 'unwavering')",-0.1564321,-0.1640405,-0.0076084
80,-0.18898475,-0.26951256,"('dominated', 'dominating')",-0.1889848,-0.2695126,-0.0805278
81,0.3117394,0.30266744,"('submissive', 'aggressive')",0.3117394,0.3026674,-0.009072
82,5.999172,6.189793,"('poor', 'rich')",5.9991722,6.1897931,0.1906209
83,-0.2092012,-0.16945678,"('powerless', 'powerful')",-0.2092012,-0.1694568,0.0397444
84,0.37462094,0.36184633,"('inferior', 'superior')",0.3746209,0.3618463,-0.0127746
85,-0.24579078,-0.28655237,"('insignificant', 'prestigious')",-0.2457908,-0.2865524,-0.0407616
86,0.17576446,0.15431546,"('uninfluential', 'influential')",0.1757645,0.1543155,-0.021449
87,-0.5734917,-0.4332373,"('unsuccessful', 'successful')",-0.5734917,-0.4332373,0.1402544
88,0.29110697,0.28182036,"('low', 'eminent')",0.291107,0.2818204,-0.0092866
