,moodys_male,moodys_female,tuple,corp_male,corp_female,average_male,average_female,female-male
0,0.48918337,0.3280052,"('unsociable', 'sociable')",-0.011000786,-0.17066595,0.2390913,0.0786696,-0.1604217
1,0.23278128,-0.0021977508,"('unfriendly', 'friendly')",1.3036934,1.2484527,0.7682374,0.6231275,-0.1451099
2,1.3048227,1.2514297,"('unlikable', 'likable')",0.6020691,0.5913347,0.9534459,0.9213822,-0.0320637
3,0.19649908,0.28308633,"('repellent', 'pleasant')",1.2350304,1.2497429,0.7157648,0.7664146,0.0506498
4,-0.5528821,-0.5608618,"('disliked', 'liked')",-6.9325852,-6.9396496,-3.7427337,-3.7502556,-0.0075219
5,-0.34926933,-0.43474013,"('distant', 'outgoing')",-0.7715123,-0.60236,-0.5603908,-0.51855,0.0418408
6,-0.8349425,-0.9080256,"('distant', 'open')",-0.7306405,-0.6144669,-0.7827915,-0.7612463,0.0215452
7,0.4280934,0.50078255,"('insensitive', 'sensitive')",0.6556621,0.6672675,0.5418777,0.584025,0.0421473
8,-0.29515034,-0.4392065,"('unaffectionate', 'affectionate')",0.4133974,0.43352643,0.0591235,-0.00284,-0.0619635
9,0.39056608,0.23026207,"('unaffectionate', 'caring')",1.1114553,1.1929176,0.7510107,0.7115898,-0.0394209
10,-0.07800922,-0.13689235,"('unsympathetic', 'sympathetic')",-0.14979282,-0.23077516,-0.113901,-0.1838337,-0.0699327
11,-0.2856787,-0.27304122,"('unhelpful', 'helpful')",1.9237539,2.032609,0.8190376,0.8797839,0.0607463
12,0.9072421,0.9896713,"('unsupportive', 'supportive')",-2.0214977,-1.9321673,-0.5571278,-0.471248,0.0858798
13,0.109774396,0.14478773,"('impolite', 'polite')",-0.5780461,-0.6672864,-0.2341358,-0.2612493,-0.0271135
14,1.4689248,1.4649473,"('antisocial', 'social')",0.43219292,0.29771283,0.9505588,0.8813301,-0.0692287
15,-0.37841374,-0.54245955,"('boring', 'funny')",-0.0014482718,-0.016588416,-0.189931,-0.279524,-0.089593
16,-1.221669,-1.175302,"('unpopular', 'popular')",0.17086351,0.19386265,-0.5254027,-0.4907197,0.034683
17,-0.063252665,0.006230236,"('nasty', 'nice')",-0.17821363,-0.18948427,-0.1207331,-0.091627,0.0291061
18,-0.24733274,-0.20210993,"('disagreeable', 'welcoming')",-0.614539,-0.55005044,-0.4309359,-0.3760802,0.0548557
19,-0.2055722,-0.2725383,"('inhospitable', 'hospitable')",-0.64663935,-0.55757576,-0.4261058,-0.415057,0.0110488
20,0.4650097,0.4747026,"('rough', 'thoughtful')",0.7195932,0.720571,0.5923015,0.5976368,0.0053353
21,0.55540186,0.59961766,"('immoral', 'moral')",-0.43829834,-0.48931304,0.0585518,0.0551523,-0.0033995
22,-0.008192217,0.066844985,"('untrustworthy', 'trustworthy')",-1.0343821,-1.01443,-0.5212871,-0.4737925,0.0474946
23,0.9609555,0.87502104,"('insincere', 'sincere')",6.4274535,6.4109206,3.6942046,3.6429708,-0.0512338
24,-0.13412035,-0.06959653,"('dishonest', 'honest')",0.6879507,0.74381816,0.2769152,0.3371108,0.0601956
25,0.41705272,0.39281383,"('egoistic', 'altruistic')",1.140582,1.174649,0.7788174,0.7837314,0.004914
26,1.915457,1.5672376,"('hardhearted', 'benevolent')",2.1284883,1.852603,2.0219727,1.7099203,-0.3120524
27,0.070354074,0.09877949,"('hardhearted', 'softhearted')",1.2999394,1.3087084,0.6851467,0.7037439,0.0185972
28,-0.020480936,-0.18890342,"('disloyal', 'loyal')",1.2943573,1.103344,0.6369382,0.4572203,-0.1797179
29,-1.1530498,-1.0620332,"('unfair', 'fair')",-0.4345337,-0.502973,-0.7937918,-0.7825031,0.0112887
30,1.053371,1.0231295,"('intolerant', 'tolerant')",0.9231784,0.8718946,0.9882747,0.947512,-0.0407627
31,-1.0177796,-0.9784871,"('evil', 'good')",-1.0422269,-0.9860453,-1.0300033,-0.9822662,0.0477371
32,0.49671578,0.3560972,"('unkind', 'kind')",1.1242923,0.85879886,0.810504,0.607448,-0.203056
33,0.4647808,0.45439625,"('wrong', 'right')",-0.6098971,-0.64039254,-0.0725581,-0.0929981,-0.02044
34,0.066476196,0.15852337,"('mean', 'honorable')",5.4369636,5.756803,2.75172,2.9576633,0.2059433
35,-0.8351503,-0.86018825,"('corrupt', 'incorrupt')",-0.73340863,-0.78499764,-0.7842795,-0.822593,-0.0383135
36,-0.67646784,-0.96463156,"('hostile', 'amicable')",-0.66582376,-0.74438834,-0.6711458,-0.8545099,-0.1833641
37,-0.2568317,-0.102105916,"('fake', 'genuine')",-0.03487967,0.07168257,-0.1458557,-0.0152117,0.130644
38,0.107518174,0.058348406,"('untruthful', 'truthful')",0.0024840534,0.1678183,0.0550011,0.1130833,0.0580822
39,1.325414,1.3851279,"('exploitative', 'cooperative')",0.476828,0.40836823,0.901121,0.8967481,-0.0043729
40,0.8697532,0.8469121,"('stingy', 'generous')",-1.4113495,-1.3888521,-0.2707982,-0.27097,-0.0001718
41,1.3715228,1.2708199,"('unforgiving', 'forgiving')",0.22820804,0.087244466,0.7998654,0.6790322,-0.1208332
42,0.2986745,0.36924908,"('unreliable', 'reliable')",-3.4736989,-3.4573314,-1.5875121,-1.5440412,0.0434709
43,0.49890697,0.5083488,"('irresponsible', 'responsible')",0.4063855,0.36537138,0.4526463,0.4368601,-0.0157862
44,-1.5850157,-1.4917057,"('prejudiced', 'unprejudiced')",-1.8994824,-1.9167465,-1.742249,-1.704226,0.038023
45,-0.47083443,-0.38998336,"('incompetent', 'competent')",0.1793805,0.15816489,-0.145727,-0.1159092,0.0298178
46,0.43284076,0.47832105,"('uncompetitive', 'competitive')",-0.7862482,-0.8800332,-0.1767037,-0.2008561,-0.0241524
47,0.21348515,0.30818498,"('stupid', 'smart')",5.1605544,5.3437247,2.6870198,2.8259549,0.1389351
48,-0.45080045,-0.42701823,"('unintelligent', 'intelligent')",0.69760555,0.6491113,0.1234026,0.1110465,-0.0123561
49,-0.5423311,-0.4926409,"('unable', 'able')",-0.21757874,-0.19439036,-0.3799549,-0.3435156,0.0364393
50,-0.63231796,-0.58028126,"('clumsy', 'skillful')",-0.29316995,-0.30119354,-0.4627439,-0.4407374,0.0220065
51,-0.04283327,-0.09702124,"('uneducated', 'educated')",0.79877186,0.6967535,0.3779693,0.2998661,-0.0781032
52,-0.46896857,-0.615195,"('irrational', 'rational')",-0.21356325,-0.18314992,-0.3412659,-0.3991725,-0.0579066
53,-0.6443988,-0.7931322,"('uncreative', 'creative')",0.09500821,0.08712155,-0.2746953,-0.3530053,-0.07831
54,0.1725519,0.011751503,"('incapable', 'capable')",0.7441751,0.76439553,0.4583635,0.3880735,-0.07029
55,0.3169076,0.38829136,"('incompetent', 'clever')",0.68007827,0.6405361,0.498493,0.5144137,0.0159207
56,1.367689,1.3323692,"('impractical', 'practical')",-0.22723672,-0.28615463,0.5702261,0.5231073,-0.0471188
57,-0.22717564,-0.42304853,"('unimaginative', 'imaginative')",-2.872011,-2.9467127,-1.5495933,-1.6848806,-0.1352873
58,0.3624236,0.30902433,"('undiscriminating', 'discriminating')",0.2755582,0.31606472,0.3189909,0.3125445,-0.0064464
59,-0.33760232,-0.2990016,"('foolish', 'wise')",-0.05418282,0.07554671,-0.1958926,-0.1117274,0.0841652
60,0.6052355,0.78776246,"('inefficient', 'efficient')",0.086897284,0.17237042,0.3460664,0.4800664,0.134
61,0.40266407,0.31274787,"('illogical', 'logical')",0.7783866,0.60471046,0.5905253,0.4587291,-0.1317962
62,0.23556435,0.41307893,"('incompetent', 'brilliant')",0.7735503,0.913878,0.5045573,0.6634785,0.1589212
63,0.718807,0.7574712,"('unperceptive', 'insightful')",0.68858135,0.80561364,0.7036942,0.7815424,0.0778482
64,0.088439405,0.16607028,"('shy', 'confident')",-6.731666,-6.716341,-3.3216133,-3.2751353,0.046478
65,0.38693705,0.33818406,"('insecure', 'secure')",-0.12712438,-0.15226758,0.1299063,0.0929582,-0.0369481
66,-0.27759805,-0.35398683,"('inactive', 'active')",0.3000813,0.2828649,0.0112416,-0.035561,-0.0468026
67,0.115579605,0.09790621,"('doubtful', 'determined')",-0.47171134,-0.63188285,-0.1780659,-0.2669883,-0.0889224
68,-1.012727,-0.853048,"('dependent', 'independent')",-0.82617843,-0.7271042,-0.9194527,-0.7900761,0.1293766
69,-0.2441045,-0.18906376,"('lazy', 'industrious')",-1.188657,-1.0586616,-0.7163808,-0.6238627,0.0925181
70,-0.0062742904,0.111939535,"('lethargic', 'energetic')",0.24005732,0.23835978,0.1168915,0.1751496,0.0582581
71,0.20909563,0.25749457,"('diffident', 'self-confident')",0.27892143,0.34324142,0.2440085,0.300368,0.0563595
72,0.16378064,0.1835984,"('unambitious', 'ambitious')",-0.2914642,-0.28653622,-0.0638418,-0.0514689,0.0123729
73,0.49662715,0.57487,"('helpless', 'self-reliant')",-3.4801085,-3.2790964,-1.4917407,-1.3521132,0.1396275
74,0.96112895,0.9214659,"('undedicated', 'dedicated')",0.024730787,-0.10796467,0.4929299,0.4067506,-0.0861793
75,-1.0911721,-1.0875925,"('meek', 'impulsive')",-0.76910555,-0.7184444,-0.9301388,-0.9030185,0.0271203
76,-0.3495425,-0.24774657,"('anxious', 'daring')",-0.4679779,-0.4690901,-0.4087602,-0.3584183,0.0503419
77,0.6328608,0.64271677,"('unmotivated', 'motivated')",-1.0741947,-0.9633,-0.2206669,-0.1602916,0.0603753
78,0.41561368,0.38334557,"('nonresilient', 'resilient')",-0.0421272,0.03023252,0.1867432,0.206789,0.0200458
79,-0.41832885,-0.58198464,"('wavering', 'unwavering')",-0.5368162,-0.49558306,-0.4775725,-0.5387838,-0.0612113
80,0.679243,0.65751773,"('dominated', 'dominating')",-0.16148692,-0.22155078,0.2588781,0.2179835,-0.0408946
81,0.8485959,0.86022866,"('submissive', 'aggressive')",-0.2685384,-0.31387877,0.2900288,0.2731749,-0.0168539
82,-0.79243374,-0.80063736,"('poor', 'rich')",6.236244,6.2823415,2.7219052,2.7408521,0.0189469
83,0.7545062,0.71150285,"('powerless', 'powerful')",-0.6997126,-0.8109955,0.0273968,-0.0497463,-0.0771431
84,-0.2639812,-0.17940174,"('inferior', 'superior')",0.5951717,0.65911764,0.1655952,0.2398579,0.0742627
85,-0.047722496,-0.1908815,"('insignificant', 'prestigious')",-0.1982852,-0.21411,-0.1230039,-0.2024958,-0.0794919
86,0.17548843,-0.021411728,"('uninfluential', 'influential')",0.3439398,0.13650814,0.2597141,0.0575482,-0.2021659
87,0.18682586,0.13809061,"('unsuccessful', 'successful')",1.172469,1.2335355,0.6796474,0.6858131,0.0061657
88,-1.0949169,-1.175626,"('low', 'eminent')",-0.48425427,-0.5463509,-0.7895856,-0.8609885,-0.0714029
