,copywriter_male,copywriter_female,tuple,average_male,average_female,female-male
0,0.024880847,-0.024521708,"('unsociable', 'sociable')",0.0248808,-0.0245217,-0.0494025
1,0.6286221,0.50168556,"('unfriendly', 'friendly')",0.6286221,0.5016856,-0.1269365
2,0.24743737,0.25979245,"('unlikable', 'likable')",0.2474374,0.2597924,0.012355
3,-0.31306836,-0.15255691,"('repellent', 'pleasant')",-0.3130684,-0.1525569,0.1605115
4,-3.4647505,-3.5181904,"('disliked', 'liked')",-3.4647505,-3.5181904,-0.0534399
5,-0.44245538,-0.4508356,"('distant', 'outgoing')",-0.4424554,-0.4508356,-0.0083802
6,-0.63839036,-0.6345683,"('distant', 'open')",-0.6383904,-0.6345683,0.0038221
7,0.37193146,0.46856984,"('insensitive', 'sensitive')",0.3719315,0.4685698,0.0966383
8,0.25657025,0.18643707,"('unaffectionate', 'affectionate')",0.2565702,0.1864371,-0.0701331
9,0.6712731,0.6334692,"('unaffectionate', 'caring')",0.6712731,0.6334692,-0.0378039
10,-0.031154789,0.04463804,"('unsympathetic', 'sympathetic')",-0.0311548,0.044638,0.0757928
11,1.1146744,1.1662587,"('unhelpful', 'helpful')",1.1146744,1.1662587,0.0515843
12,-0.7973294,-0.7186593,"('unsupportive', 'supportive')",-0.7973294,-0.7186593,0.0786701
13,0.12096387,0.16124837,"('impolite', 'polite')",0.1209639,0.1612484,0.0402845
14,-0.2442837,-0.2715861,"('antisocial', 'social')",-0.2442837,-0.2715861,-0.0273024
15,0.75422573,0.60337156,"('boring', 'funny')",0.7542257,0.6033716,-0.1508541
16,-0.5575079,-0.49941024,"('unpopular', 'popular')",-0.5575079,-0.4994102,0.0580977
17,0.04895133,0.07298778,"('nasty', 'nice')",0.0489513,0.0729878,0.0240365
18,-0.9424907,-0.9154223,"('disagreeable', 'welcoming')",-0.9424907,-0.9154223,0.0270684
19,-0.3341413,-0.25426328,"('inhospitable', 'hospitable')",-0.3341413,-0.2542633,0.079878
20,0.2820951,0.28854623,"('rough', 'thoughtful')",0.2820951,0.2885462,0.0064511
21,-0.15128031,0.0035435818,"('immoral', 'moral')",-0.1512803,0.0035436,0.1548239
22,0.3180817,0.30150306,"('untrustworthy', 'trustworthy')",0.3180817,0.3015031,-0.0165786
23,3.5629687,3.597771,"('insincere', 'sincere')",3.5629687,3.5977709,0.0348022
24,0.8270507,0.7867897,"('dishonest', 'honest')",0.8270507,0.7867897,-0.040261
25,0.49312592,0.5362304,"('egoistic', 'altruistic')",0.4931259,0.5362304,0.0431045
26,0.5940953,0.39150733,"('hardhearted', 'benevolent')",0.5940953,0.3915073,-0.202588
27,0.08612086,-0.0052849874,"('hardhearted', 'softhearted')",0.0861209,-0.005285,-0.0914059
28,0.26804245,0.114931,"('disloyal', 'loyal')",0.2680424,0.114931,-0.1531114
29,-0.33096212,-0.43477878,"('unfair', 'fair')",-0.3309621,-0.4347788,-0.1038167
30,0.25046247,0.25933537,"('intolerant', 'tolerant')",0.2504625,0.2593354,0.0088729
31,-1.2833103,-1.3530313,"('evil', 'good')",-1.2833103,-1.3530313,-0.069721
32,0.62356037,0.5982572,"('unkind', 'kind')",0.6235604,0.5982572,-0.0253032
33,0.49964064,0.4422627,"('wrong', 'right')",0.4996406,0.4422627,-0.0573779
34,2.201098,2.3518264,"('mean', 'honorable')",2.201098,2.3518264,0.1507284
35,-0.2926336,-0.4532145,"('corrupt', 'incorrupt')",-0.2926336,-0.4532145,-0.1605809
36,-0.54096895,-0.67131954,"('hostile', 'amicable')",-0.540969,-0.6713195,-0.1303505
37,-0.35047668,-0.34206402,"('fake', 'genuine')",-0.3504767,-0.342064,0.0084127
38,0.53907645,0.51814324,"('untruthful', 'truthful')",0.5390764,0.5181432,-0.0209332
39,-0.60674787,-0.5717497,"('exploitative', 'cooperative')",-0.6067479,-0.5717497,0.0349982
40,-1.5409086,-1.584905,"('stingy', 'generous')",-1.5409086,-1.584905,-0.0439964
41,-0.34608215,-0.4228429,"('unforgiving', 'forgiving')",-0.3460822,-0.4228429,-0.0767607
42,-1.0979013,-1.0041417,"('unreliable', 'reliable')",-1.0979013,-1.0041417,0.0937596
43,0.57123715,0.5878807,"('irresponsible', 'responsible')",0.5712371,0.5878807,0.0166436
44,-0.6384896,-0.65042186,"('prejudiced', 'unprejudiced')",-0.6384896,-0.6504219,-0.0119323
45,0.21864313,0.19171128,"('incompetent', 'competent')",0.2186431,0.1917113,-0.0269318
46,-0.697888,-0.6013896,"('uncompetitive', 'competitive')",-0.697888,-0.6013896,0.0964984
47,2.792192,2.8559268,"('stupid', 'smart')",2.792192,2.8559268,0.0637348
48,-0.43117267,-0.44810212,"('unintelligent', 'intelligent')",-0.4311727,-0.4481021,-0.0169294
49,-0.50404465,-0.38472122,"('unable', 'able')",-0.5040447,-0.3847212,0.1193235
50,-0.074391685,-0.050819837,"('clumsy', 'skillful')",-0.0743917,-0.0508198,0.0235719
51,-0.06788203,-0.04596866,"('uneducated', 'educated')",-0.067882,-0.0459687,0.0219133
52,-0.85796577,-1.0147153,"('irrational', 'rational')",-0.8579658,-1.0147153,-0.1567495
53,1.1142576,1.1387104,"('uncreative', 'creative')",1.1142576,1.1387104,0.0244528
54,0.6616863,0.65662134,"('incapable', 'capable')",0.6616863,0.6566213,-0.005065
55,0.025933566,0.11678681,"('incompetent', 'clever')",0.0259336,0.1167868,0.0908532
56,0.51583797,0.6105699,"('impractical', 'practical')",0.515838,0.6105699,0.0947319
57,-1.0129367,-1.009841,"('unimaginative', 'imaginative')",-1.0129367,-1.009841,0.0030957
58,0.9086507,0.89724636,"('undiscriminating', 'discriminating')",0.9086507,0.8972464,-0.0114043
59,-0.05724698,-0.1380262,"('foolish', 'wise')",-0.057247,-0.1380262,-0.0807792
60,0.39196366,0.5660297,"('inefficient', 'efficient')",0.3919637,0.5660297,0.174066
61,0.229671,0.13518862,"('illogical', 'logical')",0.229671,0.1351886,-0.0944824
62,0.19121206,0.3098324,"('incompetent', 'brilliant')",0.1912121,0.3098324,0.1186203
63,-0.17597929,-0.08125825,"('unperceptive', 'insightful')",-0.1759793,-0.0812583,0.094721
64,-3.3126526,-3.247138,"('shy', 'confident')",-3.3126526,-3.247138,0.0655146
65,-0.21261886,-0.18904674,"('insecure', 'secure')",-0.2126189,-0.1890467,0.0235722
66,-0.3906654,-0.4760618,"('inactive', 'active')",-0.3906654,-0.4760618,-0.0853964
67,0.22952916,0.23863296,"('doubtful', 'determined')",0.2295292,0.238633,0.0091038
68,-0.84636295,-0.8020316,"('dependent', 'independent')",-0.8463629,-0.8020316,0.0443313
69,-0.8719078,-0.8882794,"('lazy', 'industrious')",-0.8719078,-0.8882794,-0.0163716
70,0.41095352,0.43484727,"('lethargic', 'energetic')",0.4109535,0.4348473,0.0238938
71,-0.38256088,-0.39184353,"('diffident', 'self-confident')",-0.3825609,-0.3918435,-0.0092826
72,0.6491633,0.69238025,"('unambitious', 'ambitious')",0.6491633,0.6923802,0.0432169
73,-1.2047482,-1.1243979,"('helpless', 'self-reliant')",-1.2047482,-1.1243979,0.0803503
74,0.35737872,0.4130756,"('undedicated', 'dedicated')",0.3573787,0.4130756,0.0556969
75,0.01433384,0.017747441,"('meek', 'impulsive')",0.0143338,0.0177474,0.0034136
76,0.19072226,0.23266944,"('anxious', 'daring')",0.1907223,0.2326694,0.0419471
77,-0.66148263,-0.46800286,"('unmotivated', 'motivated')",-0.6614826,-0.4680029,0.1934797
78,-0.72173,-0.61642814,"('nonresilient', 'resilient')",-0.72173,-0.6164281,0.1053019
79,0.18260454,0.14011145,"('wavering', 'unwavering')",0.1826045,0.1401114,-0.0424931
80,0.28715372,0.2830152,"('dominated', 'dominating')",0.2871537,0.2830152,-0.0041385
81,-0.43142045,-0.36192977,"('submissive', 'aggressive')",-0.4314204,-0.3619298,0.0694906
82,2.6950686,2.834449,"('poor', 'rich')",2.6950686,2.8344491,0.1393805
83,-0.34107804,-0.3541589,"('powerless', 'powerful')",-0.341078,-0.3541589,-0.0130809
84,0.2961648,0.2519192,"('inferior', 'superior')",0.2961648,0.2519192,-0.0442456
85,-0.31713998,-0.4149183,"('insignificant', 'prestigious')",-0.31714,-0.4149183,-0.0977783
86,0.7003992,0.69139266,"('uninfluential', 'influential')",0.7003992,0.6913927,-0.0090065
87,0.2473114,0.27905464,"('unsuccessful', 'successful')",0.2473114,0.2790546,0.0317432
88,0.27987888,0.3046118,"('low', 'eminent')",0.2798789,0.3046118,0.0247329
