,universal_male,universal_female,tuple,health_male,health_female,services_male,services_female,inc_male,inc_female,average_male,average_female,female-male
0,-0.24001285,-0.28713197,"('unsociable', 'sociable')",-0.4598145,-0.57950246,0.71183044,0.5057946,-0.17733477,-0.3712604,-0.0413329,-0.1830251,-0.1416922
1,-0.43368044,-0.21714614,"('unfriendly', 'friendly')",1.1691215,1.3149076,-0.56130123,-0.4901242,1.6272266,1.6202512,0.4503416,0.5569721,0.1066305
2,0.38027093,0.3808108,"('unlikable', 'likable')",1.1897852,1.2056633,1.7845515,1.8079933,0.8944944,0.98687357,1.0622755,1.0953352,0.0330597
3,-0.93889636,-0.78258115,"('repellent', 'pleasant')",-1.3074408,-1.1239225,0.19887458,0.24684975,0.62025315,0.6072396,-0.3568024,-0.2631036,0.0936988
4,-0.034684353,-0.042374715,"('disliked', 'liked')",1.0319146,1.0379751,0.60131943,0.705869,-6.3268337,-6.241572,-1.182071,-1.1350256,0.0470454
5,0.01637907,0.115483336,"('distant', 'outgoing')",0.7067045,0.85127926,-0.68139,-0.4927045,-0.39848357,-0.27534938,-0.0891975,0.0496772,0.1388747
6,0.7714358,0.94125104,"('distant', 'open')",0.9769496,1.2203714,-0.881865,-0.6300931,0.27307153,0.40733346,0.284898,0.4847157,0.1998177
7,0.15368505,0.22912069,"('insensitive', 'sensitive')",-0.51476395,-0.40834346,0.29398742,0.30210707,0.7547985,0.7469196,0.1719267,0.217451,0.0455243
8,-0.4278672,-0.354497,"('unaffectionate', 'affectionate')",0.46091533,0.43842083,-0.8562575,-0.8091063,0.6030413,0.5662198,-0.055042,-0.0397407,0.0153013
9,0.9663861,1.1082326,"('unaffectionate', 'caring')",1.3397235,1.3919579,0.55990666,0.6012425,1.2729592,1.3210759,1.0347438,1.1056273,0.0708835
10,-0.22683018,-0.12036204,"('unsympathetic', 'sympathetic')",-0.855216,-0.71116805,0.12189929,0.19061421,0.110531285,0.016650066,-0.2124039,-0.1560664,0.0563375
11,0.09968349,0.11340449,"('unhelpful', 'helpful')",-0.23397936,-0.27241534,1.4534155,1.3719251,2.2274032,2.2248094,0.8866307,0.8594309,-0.0271998
12,2.3455346,2.546926,"('unsupportive', 'supportive')",2.4406483,2.7176862,1.7068866,1.9710222,-1.7548636,-1.6027248,1.1845515,1.4082274,0.2236759
13,0.36164212,0.20681325,"('impolite', 'polite')",-0.3893359,-0.54912245,0.3402407,0.14478043,-0.080591954,-0.26346916,0.0579887,-0.1152495,-0.1732382
14,-0.026333563,-0.15813412,"('antisocial', 'social')",-0.25695327,-0.39589193,0.8786408,0.6833518,-0.33836547,-0.49767366,0.0642471,-0.092087,-0.1563341
15,0.025073923,-0.17263493,"('boring', 'funny')",0.46716806,0.2680282,0.02855286,-0.10246997,0.71107876,0.61536425,0.3079684,0.1520719,-0.1558965
16,-0.9135394,-0.8893229,"('unpopular', 'popular')",0.38079017,0.40479845,0.19631882,0.24866414,0.50378007,0.5309367,0.0418374,0.0737691,0.0319317
17,-0.42981416,-0.45119742,"('nasty', 'nice')",-0.11320765,-0.0005830005,0.7099433,0.7359227,-0.10178514,-0.089381814,0.0162841,0.0486901,0.032406
18,0.86571586,0.9908835,"('disagreeable', 'welcoming')",0.098723575,0.16082487,0.94382215,1.0367804,-0.26173386,-0.16272515,0.4116319,0.5064409,0.094809
19,-0.8257638,-0.72315,"('inhospitable', 'hospitable')",0.49014997,0.48436505,-0.06509017,0.046189934,0.0046385825,0.15228243,-0.0990164,-0.0100782,0.0889382
20,-0.26280567,-0.24334157,"('rough', 'thoughtful')",-0.40696698,-0.3451588,-0.17080855,-0.15717177,0.8674002,0.8501228,0.0067048,0.0261127,0.0194079
21,0.02613399,-0.049021915,"('immoral', 'moral')",0.73458755,0.6743506,1.2944417,1.1936378,-0.30850178,-0.32151353,0.4366654,0.3743633,-0.0623021
22,-0.6717748,-0.66489464,"('untrustworthy', 'trustworthy')",-0.33746922,-0.3863598,0.40046278,0.2973196,-0.5317814,-0.6421483,-0.2851406,-0.3490208,-0.0638802
23,0.90856093,0.9713019,"('insincere', 'sincere')",-0.044918627,-0.01534858,1.334093,1.1147286,6.2565155,6.0842414,2.1135626,2.0387309,-0.0748317
24,0.4087247,0.43469116,"('dishonest', 'honest')",0.50437576,0.4568396,0.1642754,0.06881845,1.4770069,1.3795112,0.6385957,0.5849651,-0.0536306
25,0.10737687,0.089648664,"('egoistic', 'altruistic')",0.6149929,0.6323964,0.8534576,0.86499166,1.4112766,1.3729105,0.746776,0.7399868,-0.0067892
26,1.0273246,0.97692305,"('hardhearted', 'benevolent')",2.227869,2.191372,1.8416847,1.8152514,1.747463,1.7158395,1.7110853,1.6748464,-0.0362389
27,0.27004722,0.34068242,"('hardhearted', 'softhearted')",0.7507562,0.88952285,1.1021127,1.2405541,1.6615138,1.661875,0.9461075,1.0331585,0.087051
28,-0.09210432,-0.13973662,"('disloyal', 'loyal')",0.011891939,-0.08394353,-0.094423845,-0.23093764,1.3361745,1.1961076,0.2903846,0.1853725,-0.1050121
29,0.53340226,0.571054,"('unfair', 'fair')",0.020315226,0.122641206,-0.28175253,-0.2999584,-0.35415855,-0.46018797,-0.0205484,-0.0166128,0.0039356
30,0.23967032,0.18717879,"('intolerant', 'tolerant')",-0.20821878,-0.3165815,0.7338511,0.59391934,1.1727133,1.1078291,0.484504,0.3930864,-0.0914176
