,e_male,e_female,tuple,trade_male,trade_female,financial_male,financial_female,corp_male,corp_female,average_male,average_female,female-male
0,-0.34401155,-0.41402274,"('unsociable', 'sociable')",1.7109661,1.6863003,0.3990941,0.24606748,0.16712868,0.03976506,0.4832943,0.3895276,-0.0937667
1,-1.2310065,-1.0871781,"('unfriendly', 'friendly')",-0.8966656,-0.87007946,1.3575914,1.2664206,0.90863967,0.79242575,0.0346397,0.0253972,-0.0092425
2,1.2846919,1.3737022,"('unlikable', 'likable')",0.9270488,0.98279595,2.4706643,2.6077647,1.1328509,1.2048045,1.453814,1.5422668,0.0884528
3,-0.2511011,-0.19115293,"('repellent', 'pleasant')",0.15425329,0.27903414,-0.46627736,-0.40385777,1.2423602,1.2267792,0.1698088,0.2277007,0.0578919
4,-0.2264455,-0.19306447,"('disliked', 'liked')",-0.2684508,-0.29645383,0.22632177,0.17432897,-6.2673707,-6.308006,-1.6339864,-1.6557988,-0.0218124
5,-0.3452833,-0.1589224,"('distant', 'outgoing')",-0.9395375,-0.9222228,0.7062852,0.7418807,-1.5599319,-1.5558254,-0.5346169,-0.4737725,0.0608444
6,-0.14032899,0.12532672,"('distant', 'open')",-1.4447432,-1.3720555,-0.21340592,-0.1587608,-1.6642708,-1.6770422,-0.8656873,-0.770633,0.0950543
7,0.9931384,0.9890896,"('insensitive', 'sensitive')",0.9271897,0.9728155,0.56569266,0.5539813,0.673368,0.71165836,0.7898472,0.8068862,0.017039
8,-1.1761631,-1.0263051,"('unaffectionate', 'affectionate')",-1.1318747,-1.1549551,0.26610523,0.22089839,-0.18425058,-0.22268416,-0.5565458,-0.5457615,0.0107843
9,-0.86090463,-0.6965182,"('unaffectionate', 'caring')",-0.0073307753,0.018071823,1.322963,1.2419164,0.6831211,0.6846249,0.2844622,0.3120238,0.0275616
10,0.12720361,0.1555073,"('unsympathetic', 'sympathetic')",0.74902284,0.8038991,-0.9162003,-0.9395641,0.002413948,0.045539834,-0.00939,0.0163455,0.0257355
11,0.9570464,0.9283942,"('unhelpful', 'helpful')",1.3637582,1.3596855,0.4913798,0.4280705,2.4421961,2.538569,1.3135951,1.3136798,8.47e-05
