,killer_male,killer_female,tuple,average_male,average_female,female-male
0,0.5726428,0.55963737,"('unsociable', 'sociable')",0.5726428,0.5596374,-0.0130054
1,1.2969718,1.3573728,"('unfriendly', 'friendly')",1.2969718,1.3573728,0.060401
2,0.6460561,0.75295126,"('unlikable', 'likable')",0.6460561,0.7529513,0.1068952
3,1.0143663,1.064867,"('repellent', 'pleasant')",1.0143663,1.064867,0.0505007
4,-7.147407,-7.1493964,"('disliked', 'liked')",-7.1474071,-7.1493964,-0.0019893
5,-0.22333752,-0.11652614,"('distant', 'outgoing')",-0.2233375,-0.1165261,0.1068114
6,0.018567476,0.10770345,"('distant', 'open')",0.0185675,0.1077034,0.0891359
7,1.6286108,1.6791217,"('insensitive', 'sensitive')",1.6286108,1.6791217,0.0505109
8,1.1049118,1.0929146,"('unaffectionate', 'affectionate')",1.1049118,1.0929146,-0.0119972
9,1.4843823,1.5796239,"('unaffectionate', 'caring')",1.4843823,1.5796239,0.0952416
10,1.6829484,1.6367773,"('unsympathetic', 'sympathetic')",1.6829484,1.6367773,-0.0461711
11,2.0401645,2.088432,"('unhelpful', 'helpful')",2.0401645,2.0884321,0.0482676
12,-0.9182982,-0.8571222,"('unsupportive', 'supportive')",-0.9182982,-0.8571222,0.061176
13,0.25124252,0.21163908,"('impolite', 'polite')",0.2512425,0.2116391,-0.0396034
14,0.49351507,0.4520815,"('antisocial', 'social')",0.4935151,0.4520815,-0.0414336
15,0.24109635,0.32089245,"('boring', 'funny')",0.2410963,0.3208925,0.0797962
16,-0.5659887,-0.44687772,"('unpopular', 'popular')",-0.5659887,-0.4468777,0.119111
17,-0.048444122,-0.10436348,"('nasty', 'nice')",-0.0484441,-0.1043635,-0.0559194
18,-0.27696523,-0.24735422,"('disagreeable', 'welcoming')",-0.2769652,-0.2473542,0.029611
19,-0.46659482,-0.37355438,"('inhospitable', 'hospitable')",-0.4665948,-0.3735544,0.0930404
20,0.7727545,0.68010324,"('rough', 'thoughtful')",0.7727545,0.6801032,-0.0926513
21,0.3992003,0.44799358,"('immoral', 'moral')",0.3992003,0.4479936,0.0487933
22,0.45187983,0.38042364,"('untrustworthy', 'trustworthy')",0.4518798,0.3804236,-0.0714562
23,6.6119313,6.709458,"('insincere', 'sincere')",6.6119313,6.7094579,0.0975266
24,1.9500568,1.9882065,"('dishonest', 'honest')",1.9500568,1.9882065,0.0381497
25,0.3781525,0.31822845,"('egoistic', 'altruistic')",0.3781525,0.3182285,-0.059924
26,0.12788261,0.10642935,"('hardhearted', 'benevolent')",0.1278826,0.1064294,-0.0214532
27,1.5893247,1.4451932,"('hardhearted', 'softhearted')",1.5893247,1.4451932,-0.1441315
28,1.2298093,1.2489673,"('disloyal', 'loyal')",1.2298093,1.2489673,0.019158
29,-0.14127883,-0.16781816,"('unfair', 'fair')",-0.1412788,-0.1678182,-0.0265394
30,1.5056247,1.4519192,"('intolerant', 'tolerant')",1.5056247,1.4519192,-0.0537055
31,-1.4605513,-1.4003384,"('evil', 'good')",-1.4605513,-1.4003384,0.0602129
32,1.4466527,1.4023778,"('unkind', 'kind')",1.4466527,1.4023778,-0.0442749
33,-0.65579015,-0.6023683,"('wrong', 'right')",-0.6557902,-0.6023683,0.0534219
34,4.433538,4.60595,"('mean', 'honorable')",4.433538,4.6059499,0.1724119
35,-1.3317896,-1.370888,"('corrupt', 'incorrupt')",-1.3317896,-1.370888,-0.0390984
36,-1.0542797,-1.1112546,"('hostile', 'amicable')",-1.0542797,-1.1112546,-0.0569749
37,0.7687883,0.8237017,"('fake', 'genuine')",0.7687883,0.8237017,0.0549134
38,-0.07805855,-0.02787038,"('untruthful', 'truthful')",-0.0780585,-0.0278704,0.0501881
39,-0.06143436,-0.067744635,"('exploitative', 'cooperative')",-0.0614344,-0.0677446,-0.0063102
40,-1.0200758,-1.0778371,"('stingy', 'generous')",-1.0200758,-1.0778371,-0.0577613
41,0.14089358,0.0622193,"('unforgiving', 'forgiving')",0.1408936,0.0622193,-0.0786743
42,-1.6056582,-1.6647606,"('unreliable', 'reliable')",-1.6056582,-1.6647606,-0.0591024
43,1.6318065,1.6209849,"('irresponsible', 'responsible')",1.6318065,1.6209849,-0.0108216
44,-1.2841281,-1.4526968,"('prejudiced', 'unprejudiced')",-1.2841281,-1.4526968,-0.1685687
45,0.6520294,0.6377684,"('incompetent', 'competent')",0.6520294,0.6377684,-0.014261
46,-0.1211019,-0.14330114,"('uncompetitive', 'competitive')",-0.1211019,-0.1433011,-0.0221992
47,5.7419214,5.8740172,"('stupid', 'smart')",5.7419214,5.8740172,0.1320958
48,1.0939833,1.1284977,"('unintelligent', 'intelligent')",1.0939833,1.1284977,0.0345144
49,-0.017857205,0.15335965,"('unable', 'able')",-0.0178572,0.1533597,0.1712169
50,-0.058054123,0.018747693,"('clumsy', 'skillful')",-0.0580541,0.0187477,0.0768018
51,0.95567864,0.9768998,"('uneducated', 'educated')",0.9556786,0.9768998,0.0212212
52,-0.5973216,-0.53430635,"('irrational', 'rational')",-0.5973216,-0.5343063,0.0630153
53,0.4737927,0.58774877,"('uncreative', 'creative')",0.4737927,0.5877488,0.1139561
54,1.2673787,1.4685607,"('incapable', 'capable')",1.2673787,1.4685607,0.201182
55,1.4227245,1.4510201,"('incompetent', 'clever')",1.4227245,1.4510201,0.0282956
56,0.86968267,0.90503335,"('impractical', 'practical')",0.8696827,0.9050333,0.0353506
57,-2.1762528,-2.1734579,"('unimaginative', 'imaginative')",-2.1762528,-2.1734579,0.0027949
58,-0.13447985,-0.12878501,"('undiscriminating', 'discriminating')",-0.1344799,-0.128785,0.0056949
59,-0.017310198,0.1331,"('foolish', 'wise')",-0.0173102,0.1331,0.1504102
60,0.98703647,0.9938765,"('inefficient', 'efficient')",0.9870365,0.9938765,0.00684
61,0.633943,0.57132256,"('illogical', 'logical')",0.633943,0.5713226,-0.0626204
62,1.6365129,1.7085253,"('incompetent', 'brilliant')",1.6365129,1.7085253,0.0720124
63,1.013271,1.1260399,"('unperceptive', 'insightful')",1.013271,1.1260399,0.1127689
64,-5.515998,-5.498603,"('shy', 'confident')",-5.5159979,-5.4986029,0.017395
65,1.3880155,1.2957017,"('insecure', 'secure')",1.3880155,1.2957017,-0.0923138
66,-0.093130484,-0.08342573,"('inactive', 'active')",-0.0931305,-0.0834257,0.0097048
67,-0.94824564,-0.815219,"('doubtful', 'determined')",-0.9482456,-0.815219,0.1330266
68,-0.17560056,-0.10597573,"('dependent', 'independent')",-0.1756006,-0.1059757,0.0696249
69,-1.8030355,-1.7579423,"('lazy', 'industrious')",-1.8030355,-1.7579423,0.0450932
70,2.0138843,1.9573971,"('lethargic', 'energetic')",2.0138843,1.9573971,-0.0564872
