,pulte_male,pulte_female,tuple,group_male,group_female,inc_male,inc_female,average_male,average_female,female-male
0,-1.1821455,-1.3501947,"('unsociable', 'sociable')",0.3016229,0.15493354,-0.5167517,-0.6085356,-0.4657581,-0.6012656,-0.1355075
1,-1.1976722,-1.4148998,"('unfriendly', 'friendly')",-0.12473968,-0.24281657,1.8114322,1.6093616,0.1630068,-0.0161182,-0.179125
2,1.155157,1.1525925,"('unlikable', 'likable')",1.9074718,1.9624387,0.7719001,0.8861563,1.2781763,1.3337291,0.0555528
3,-1.0086325,-0.94967365,"('repellent', 'pleasant')",0.4734962,0.5778203,0.24222806,0.315226,-0.0976361,-0.0188758,0.0787603
4,-0.13101083,-0.24866769,"('disliked', 'liked')",-0.23238076,-0.32017913,-6.414112,-6.3432837,-2.2591678,-2.3040435,-0.0448757
5,-0.16924079,-0.17200014,"('distant', 'outgoing')",-1.6436027,-1.5457127,-0.11280537,-0.19319582,-0.641883,-0.6369696,0.0049134
6,-0.1821519,-0.1666774,"('distant', 'open')",-1.7347969,-1.6706443,0.37965468,0.23953323,-0.5124314,-0.5325962,-0.0201648
7,-0.76757324,-0.76026803,"('insensitive', 'sensitive')",-0.2941659,-0.22586864,0.605955,0.65822786,-0.1519281,-0.1093029,0.0426252
8,-0.7997371,-0.8715711,"('unaffectionate', 'affectionate')",0.23253298,0.16987479,0.91995394,0.7483406,0.1175833,0.0155481,-0.1020352
9,-1.3969387,-1.5603797,"('unaffectionate', 'caring')",0.18221846,0.042138465,1.3060833,1.1710436,0.0304544,-0.1157326,-0.146187
10,-1.4838998,-1.5728163,"('unsympathetic', 'sympathetic')",-0.20318756,-0.21348034,-0.2565094,-0.25385228,-0.6478656,-0.6800497,-0.0321841
11,-0.8080498,-0.90204835,"('unhelpful', 'helpful')",-0.2604046,-0.3701964,1.814749,1.7808194,0.2487649,0.1695249,-0.07924
12,-0.9783177,-0.9882443,"('unsupportive', 'supportive')",0.6637139,0.779489,-1.6673362,-1.6213712,-0.6606467,-0.6100422,0.0506045
13,-0.5742065,-0.5685118,"('impolite', 'polite')",-0.28558627,-0.32240093,-0.34416032,-0.27645114,-0.4013177,-0.3891213,0.0121964
14,-0.37226367,-0.35661483,"('antisocial', 'social')",1.6280646,1.6653658,-0.14489916,-0.11466649,0.3703006,0.3980282,0.0277276
15,0.91229546,0.8401921,"('boring', 'funny')",-0.7097884,-0.80190986,0.6969302,0.6661057,0.2998124,0.234796,-0.0650164
16,-0.11602809,-0.13874489,"('unpopular', 'popular')",-0.10873564,-0.020712271,0.5993417,0.6392111,0.1248593,0.159918,0.0350587
