,take_male,take_female,tuple,two_male,two_female,interactive_male,interactive_female,softwr_male,softwr_female,inc_male,inc_female,average_male,average_female,female-male
0,-0.2750877,-0.48482805,"('unsociable', 'sociable')",-0.1963051,-0.2756283,-0.29901755,-0.49161953,0.7338003,0.6198787,-0.19263464,-0.5176023,-0.0458489,-0.2299599,-0.184111
1,-0.8109467,-0.7276652,"('unfriendly', 'friendly')",-1.6457676,-1.7220241,-0.19838338,-0.4208771,-0.43532282,-0.45570493,2.3581486,2.0582192,-0.1464543,-0.2536104,-0.1071561
2,1.0461293,1.1235397,"('unlikable', 'likable')",-0.48375463,-0.39803433,-0.44346356,-0.44022983,-0.09567414,-0.0063058585,0.20442797,0.3974678,0.045533,0.1352875,0.0897545
3,-0.18142892,-0.09672436,"('repellent', 'pleasant')",0.16185798,0.17391913,-1.3167275,-1.2270914,0.16666673,0.23706584,-0.24620672,-0.18996426,-0.2831677,-0.220559,0.0626087
4,-1.4384986,-1.4494992,"('disliked', 'liked')",-0.7779312,-0.7549085,-0.8000889,-0.8196682,-1.9737475,-1.9965221,-6.2255206,-6.49859,-2.2431572,-2.3038376,-0.0606804
5,-1.483324,-1.4035832,"('distant', 'outgoing')",-1.1252708,-1.0461022,0.050977714,0.046056107,-1.5439584,-1.4550078,-0.06742098,-0.012705209,-0.8337994,-0.7742685,0.0595309
6,-1.4090759,-1.2691476,"('distant', 'open')",-0.94277734,-0.875401,-0.027220238,-0.010360964,-1.3325208,-1.2316394,0.69651157,0.7306256,-0.6030165,-0.5311847,0.0718318
7,1.4035853,1.4593428,"('insensitive', 'sensitive')",0.040675737,0.05698016,-0.1991221,-0.074014634,1.0170363,1.1265401,0.16847384,0.09603625,0.4861299,0.5329769,0.046847
8,-0.35832596,-0.35711884,"('unaffectionate', 'affectionate')",-1.5895039,-1.621413,0.95313376,0.88749945,-0.9225602,-0.9466742,1.0812811,1.0261835,-0.1671951,-0.2023046,-0.0351095
9,-0.5592612,-0.47956696,"('unaffectionate', 'caring')",-1.6449922,-1.6467826,0.4013147,0.3218309,-0.17216992,-0.18307391,1.4306786,1.3845743,-0.108886,-0.1206037,-0.0117177
10,0.9517235,0.93021387,"('unsympathetic', 'sympathetic')",0.31190157,0.33463588,-0.8373515,-0.7314563,0.58503175,0.678035,-0.5888913,-0.6944002,0.0844828,0.1034057,0.0189229
11,1.1002393,1.0736644,"('unhelpful', 'helpful')",1.4837441,1.4817228,1.616114,1.7503855,0.632564,0.6730565,2.0255022,2.0387082,1.3716328,1.4035075,0.0318747
12,0.67342454,0.7310085,"('unsupportive', 'supportive')",-0.28078246,-0.1448298,0.90258884,0.97942704,-0.12219292,0.0016294122,-1.9267986,-2.04606,-0.1507521,-0.095765,0.0549871
13,1.2975616,1.2041748,"('impolite', 'polite')",0.8801447,0.8428146,0.08829973,0.10657777,1.2915199,1.2641307,-0.68067557,-0.7078466,0.5753701,0.5419703,-0.0333998
14,-0.07604341,-0.22314781,"('antisocial', 'social')",-0.02989621,-0.1391474,-0.2362926,-0.29691574,1.0904193,1.1198379,-1.3177397,-1.3708657,-0.1139105,-0.1820477,-0.0681372
15,-0.24661317,-0.26778516,"('boring', 'funny')",0.00014659762,-0.047483385,1.3867309,1.3988421,0.45809808,0.3769602,0.82605994,0.7992807,0.4848845,0.4519629,-0.0329216
