,american_male,american_female,tuple,water_male,water_female,works_male,works_female,co_male,co_female,inc_male,inc_female,average_male,average_female,female-male
0,-0.012428274,-0.04671931,"('unsociable', 'sociable')",0.39166376,0.3880226,0.4077022,0.40424317,-0.10708956,-0.22244796,-0.7563582,-0.8718059,-0.015302,-0.0697415,-0.0544395
1,-0.63335633,-0.69058543,"('unfriendly', 'friendly')",0.5486187,0.549247,-0.098835625,-0.17483169,-0.2598037,-0.3790731,2.1495492,1.9929687,0.3412344,0.2595451,-0.0816893
2,0.38213208,0.44948804,"('unlikable', 'likable')",-0.21481895,-0.22748387,0.09712431,0.1322617,0.8308831,0.98552674,0.61511284,0.67551225,0.3420866,0.403061,0.0609744
3,-0.2142644,-0.15814422,"('repellent', 'pleasant')",-0.94731164,-0.8667333,0.049233373,0.16697082,0.7972116,0.8173269,0.43853492,0.4570319,0.0246808,0.0832904,0.0586096
4,-0.32468295,-0.38085118,"('disliked', 'liked')",0.61323607,0.49374112,0.13640879,0.13237488,0.2126745,0.14685309,-7.068394,-7.1253166,-1.2861515,-1.3466397,-0.0604882
5,-1.0747082,-1.0813191,"('distant', 'outgoing')",0.9014644,0.8421078,-0.8076222,-0.85319203,-0.511068,-0.44259387,-0.009210847,0.01451128,-0.300229,-0.3040972,-0.0038682
6,-0.817931,-0.7609214,"('distant', 'open')",0.637444,0.5679667,-1.0206132,-1.0808533,-0.72431934,-0.63594025,0.6942073,0.73855346,-0.2462424,-0.234239,0.0120034
7,0.64448404,0.7520661,"('insensitive', 'sensitive')",0.6785674,0.83910316,0.23954257,0.405308,-0.9191815,-0.95267355,0.9860974,0.93358165,0.325902,0.3954771,0.0695751
8,-0.58328813,-0.56471884,"('unaffectionate', 'affectionate')",0.046318736,0.014370803,-1.1626271,-1.2224851,-1.332008,-1.3681346,1.2772925,1.1987036,-0.3508624,-0.3884528,-0.0375904
9,-0.063507326,-0.047631845,"('unaffectionate', 'caring')",0.71226823,0.6991377,-0.3974318,-0.42234764,-0.8569867,-0.93382806,1.7355714,1.6595261,0.2259828,0.1909713,-0.0350115
10,1.035891,1.1622227,"('unsympathetic', 'sympathetic')",-0.32128668,-0.18827303,-0.53263915,-0.43053114,-1.1505479,-1.1863842,-0.31607327,-0.28572354,-0.2569312,-0.1857378,0.0711934
11,0.86767536,0.91432214,"('unhelpful', 'helpful')",0.15875678,0.1803771,-0.083839364,0.04118134,-0.46975982,-0.47905895,1.5360696,1.6472412,0.4017805,0.4608126,0.0590321
12,1.5713563,1.627056,"('unsupportive', 'supportive')",2.0690634,2.1754115,0.9091252,1.0622026,-0.42005208,-0.42348626,-1.9741541,-2.02185,0.4310678,0.4838667,0.0527989
13,0.26743504,0.28635272,"('impolite', 'polite')",0.3996352,0.52197695,0.16043904,0.3008881,-0.53058106,-0.46391368,-0.4917821,-0.4498208,-0.0389708,0.0390967,0.0780675
14,0.7543952,0.76852334,"('antisocial', 'social')",0.5653896,0.63049704,1.0056597,1.1638691,0.61864877,0.67198014,-0.75012,-0.79707,0.4387947,0.4875599,0.0487652
15,0.39412618,0.32605544,"('boring', 'funny')",0.7431188,0.58817387,-0.6133737,-0.7686375,0.3043793,0.29599938,0.8064878,0.78502196,0.3269477,0.2453226,-0.0816251
16,-1.343241,-1.3662821,"('unpopular', 'popular')",-0.48945984,-0.5810034,-0.4849454,-0.56617516,-0.14170185,-0.13665144,0.5457097,0.5279642,-0.3827277,-0.4244296,-0.0417019
17,-0.09953714,0.004032029,"('nasty', 'nice')",-0.388551,-0.3550583,-0.0046743825,0.17498125,0.13113248,0.26703218,-0.68830025,-0.58152443,-0.2099861,-0.0981075,0.1118786
18,0.32027054,0.4844672,"('disagreeable', 'welcoming')",-0.66251564,-0.4910317,-1.2290105,-1.0484209,-0.7895071,-0.63091654,-0.62277794,-0.61554897,-0.5967081,-0.4602901,0.136418
19,-0.34601292,-0.2234504,"('inhospitable', 'hospitable')",-0.6790713,-0.7275313,-1.7584181,-1.6896586,-0.9724833,-0.87008035,0.22430027,0.2770263,-0.7063371,-0.6467389,0.0595982
20,0.050052308,0.11845876,"('rough', 'thoughtful')",-1.4751129,-1.3653891,-1.0414588,-0.9339736,-0.40952384,-0.3060194,0.6969238,0.6713723,-0.4358239,-0.3631102,0.0727137
21,0.764062,0.79913396,"('immoral', 'moral')",-0.2822839,-0.23750278,-0.39189214,-0.27150607,-0.53346294,-0.5189235,-1.2395132,-1.1876764,-0.336618,-0.283295,0.053323
