,lennar_male,lennar_female,tuple,corp_male,corp_female,average_male,average_female,female-male
0,-0.108134374,-0.33402172,"('unsociable', 'sociable')",0.013658905,-0.18872753,-0.0472377,-0.2613746,-0.2141369
1,-1.2230922,-1.0727608,"('unfriendly', 'friendly')",1.1569157,1.0342913,-0.0330883,-0.0192348,0.0138535
2,0.28611076,0.30782428,"('unlikable', 'likable')",0.5312329,0.5116881,0.4086718,0.4097562,0.0010844
3,-0.13685526,-0.09562803,"('repellent', 'pleasant')",0.73691225,0.7539033,0.3000285,0.3291377,0.0291092
4,0.42430574,0.47240087,"('disliked', 'liked')",-6.405714,-6.5572467,-2.9907041,-3.042423,-0.0517189
5,-1.0570537,-0.7941719,"('distant', 'outgoing')",-0.73248976,-0.69758767,-0.8947717,-0.7458798,0.1488919
6,-1.5224283,-1.1911097,"('distant', 'open')",-0.8277723,-0.81103826,-1.1751003,-1.001074,0.1740263
7,-0.49138522,-0.5672687,"('insensitive', 'sensitive')",0.118207335,0.12861946,-0.1865889,-0.2193246,-0.0327357
8,-0.67415863,-0.5668742,"('unaffectionate', 'affectionate')",0.38426134,0.3724269,-0.1449486,-0.0972237,0.0477249
9,-0.9101013,-0.8394292,"('unaffectionate', 'caring')",0.67855984,0.6953967,-0.1157707,-0.0720162,0.0437545
10,-0.89426005,-1.1091772,"('unsympathetic', 'sympathetic')",-0.5021912,-0.5419768,-0.6982256,-0.825577,-0.1273514
11,-0.0678895,-0.21676338,"('unhelpful', 'helpful')",1.3563069,1.4034597,0.6442087,0.5933481,-0.0508606
12,-0.27877745,-0.20973067,"('unsupportive', 'supportive')",-2.2532105,-2.2620196,-1.265994,-1.2358751,0.0301189
13,-0.3927692,-0.6316957,"('impolite', 'polite')",-0.92753154,-0.96381366,-0.6601503,-0.7977546,-0.1376043
14,0.9097892,0.7184911,"('antisocial', 'social')",0.33204672,0.18016915,0.620918,0.4493301,-0.1715879
15,-0.097541094,-0.14283052,"('boring', 'funny')",0.12720823,0.08013049,0.0148336,-0.03135,-0.0461836
16,-0.6596081,-0.5949768,"('unpopular', 'popular')",0.5364171,0.4856702,-0.0615955,-0.0546533,0.0069422
17,-0.29971862,-0.26893777,"('nasty', 'nice')",-0.34664816,-0.30566865,-0.3231834,-0.2873032,0.0358802
18,-0.56949306,-0.5576077,"('disagreeable', 'welcoming')",-0.5723024,-0.6581563,-0.5708977,-0.607882,-0.0369843
19,-1.2102864,-1.0923175,"('inhospitable', 'hospitable')",-0.8012186,-0.7567852,-1.0057526,-0.9245514,0.0812012
20,0.29484385,0.27670658,"('rough', 'thoughtful')",1.1476653,1.1522268,0.7212546,0.7144667,-0.0067879
21,0.47604436,0.23468593,"('immoral', 'moral')",-0.15674284,-0.23027222,0.1596508,0.0022069,-0.1574439
22,0.26673022,0.17695644,"('untrustworthy', 'trustworthy')",-0.7612065,-0.83428216,-0.2472381,-0.3286629,-0.0814248
23,-0.688784,-0.84397274,"('insincere', 'sincere')",5.383181,5.398679,2.3471985,2.277353,-0.0698455
24,-0.30281547,-0.4315274,"('dishonest', 'honest')",0.27162203,0.25920922,-0.0155967,-0.0861591,-0.0705624
25,-0.15008904,-0.025153125,"('egoistic', 'altruistic')",1.2220787,1.2342193,0.5359948,0.6045331,0.0685383
26,-0.34992498,-0.3195355,"('hardhearted', 'benevolent')",1.6280165,1.5385486,0.6390457,0.6095065,-0.0295392
27,-0.8466638,-0.8138401,"('hardhearted', 'softhearted')",1.0219443,0.95570254,0.0876403,0.0709312,-0.0167091
28,0.060098276,-0.08582641,"('disloyal', 'loyal')",1.102813,1.0093349,0.5814556,0.4617543,-0.1197013
29,-0.5099088,-0.52676463,"('unfair', 'fair')",-0.28012767,-0.40662774,-0.3950182,-0.4666962,-0.071678
30,0.7475878,0.5770659,"('intolerant', 'tolerant')",1.1338377,1.0018513,0.9407127,0.7894586,-0.1512541
31,-0.8502951,-0.44069844,"('evil', 'good')",-0.72704995,-0.7639275,-0.7886726,-0.602313,0.1863596
32,-0.1001889,-0.3683906,"('unkind', 'kind')",0.56326216,0.38040796,0.2315366,0.0060087,-0.2255279
