,pagan_male,pagan_female,tuple,average_male,average_female,female-male
22,0.2922063,0.14473045,"('untrustworthy', 'trustworthy')",0.2922063,0.1447304,-0.1474759
23,6.835512,6.99951,"('insincere', 'sincere')",6.8355122,6.9995098,0.1639976
24,2.3734362,2.3970976,"('dishonest', 'honest')",2.3734362,2.3970976,0.0236614
25,0.3122518,0.21768023,"('egoistic', 'altruistic')",0.3122518,0.2176802,-0.0945716
26,-0.14947174,-0.1321559,"('hardhearted', 'benevolent')",-0.1494717,-0.1321559,0.0173158
27,1.365385,1.3267841,"('hardhearted', 'softhearted')",1.3653851,1.3267841,-0.038601
28,1.4214425,1.4974484,"('disloyal', 'loyal')",1.4214425,1.4974484,0.0760059
29,-0.15498656,-0.29388532,"('unfair', 'fair')",-0.1549866,-0.2938853,-0.1388987
30,1.3733612,1.3537257,"('intolerant', 'tolerant')",1.3733612,1.3537257,-0.0196355
31,-1.56242,-1.6029953,"('evil', 'good')",-1.56242,-1.6029953,-0.0405753
32,1.3689191,1.2716954,"('unkind', 'kind')",1.3689191,1.2716954,-0.0972237
33,-0.5697808,-0.45027494,"('wrong', 'right')",-0.5697808,-0.4502749,0.1195059
34,4.44986,4.719855,"('mean', 'honorable')",4.4498601,4.7198548,0.2699947
35,-1.0931685,-1.1222904,"('corrupt', 'incorrupt')",-1.0931685,-1.1222904,-0.0291219
36,-1.4041059,-1.4259493,"('hostile', 'amicable')",-1.4041059,-1.4259493,-0.0218434
37,1.1396868,1.0915115,"('fake', 'genuine')",1.1396868,1.0915115,-0.0481753
38,0.20673424,0.1165878,"('untruthful', 'truthful')",0.2067342,0.1165878,-0.0901464
39,0.23801205,0.27586707,"('exploitative', 'cooperative')",0.238012,0.2758671,0.0378551
40,-0.8949766,-0.9507834,"('stingy', 'generous')",-0.8949766,-0.9507834,-0.0558068
41,-0.05302853,-0.15893821,"('unforgiving', 'forgiving')",-0.0530285,-0.1589382,-0.1059097
42,-1.2705064,-1.3420234,"('unreliable', 'reliable')",-1.2705064,-1.3420234,-0.071517
43,1.7180506,1.6701719,"('irresponsible', 'responsible')",1.7180506,1.6701719,-0.0478787
44,-1.2412722,-1.4254847,"('prejudiced', 'unprejudiced')",-1.2412722,-1.4254847,-0.1842125
45,0.86321497,0.8559954,"('incompetent', 'competent')",0.863215,0.8559954,-0.0072196
46,0.021012662,0.04499714,"('uncompetitive', 'competitive')",0.0210127,0.0449971,0.0239844
47,5.547131,5.7770796,"('stupid', 'smart')",5.5471311,5.7770796,0.2299485
48,1.1724036,1.1830771,"('unintelligent', 'intelligent')",1.1724036,1.1830771,0.0106735
49,0.34730077,0.54317296,"('unable', 'able')",0.3473008,0.543173,0.1958722
50,0.35849547,0.51734126,"('clumsy', 'skillful')",0.3584955,0.5173413,0.1588458
51,1.0264816,0.98265165,"('uneducated', 'educated')",1.0264816,0.9826517,-0.0438299
52,-0.6820301,-0.6308146,"('irrational', 'rational')",-0.6820301,-0.6308146,0.0512155
53,0.60000026,0.59918535,"('uncreative', 'creative')",0.6000003,0.5991853,-0.000815
54,1.3040683,1.4324613,"('incapable', 'capable')",1.3040683,1.4324613,0.128393
55,1.4856353,1.4367007,"('incompetent', 'clever')",1.4856353,1.4367007,-0.0489346
56,1.0487031,1.0624895,"('impractical', 'practical')",1.0487031,1.0624895,0.0137864
57,-2.1367378,-2.1327655,"('unimaginative', 'imaginative')",-2.1367378,-2.1327655,0.0039723
58,-0.17692801,-0.21830504,"('undiscriminating', 'discriminating')",-0.176928,-0.218305,-0.041377
59,0.062338524,0.20264076,"('foolish', 'wise')",0.0623385,0.2026408,0.1403023
60,1.2083031,1.1802843,"('inefficient', 'efficient')",1.2083031,1.1802843,-0.0280188
61,0.58952147,0.5455256,"('illogical', 'logical')",0.5895215,0.5455256,-0.0439959
62,2.1680837,2.1830828,"('incompetent', 'brilliant')",2.1680837,2.1830828,0.0149991
63,1.4274205,1.4481565,"('unperceptive', 'insightful')",1.4274205,1.4481565,0.020736
64,-4.999404,-5.2317076,"('shy', 'confident')",-4.999404,-5.2317076,-0.2323036
65,1.5220215,1.406758,"('insecure', 'secure')",1.5220215,1.406758,-0.1152635
66,-0.016697705,0.023844745,"('inactive', 'active')",-0.0166977,0.0238447,0.0405424
67,-0.5948176,-0.56672984,"('doubtful', 'determined')",-0.5948176,-0.5667298,0.0280878
68,0.03528633,0.11178763,"('dependent', 'independent')",0.0352863,0.1117876,0.0765013
69,-1.7196844,-1.7635523,"('lazy', 'industrious')",-1.7196844,-1.7635523,-0.0438679
70,2.0028057,1.9621912,"('lethargic', 'energetic')",2.0028057,1.9621912,-0.0406145
71,0.58562034,0.6942272,"('diffident', 'self-confident')",0.5856203,0.6942272,0.1086069
72,1.0599426,1.1201719,"('unambitious', 'ambitious')",1.0599426,1.1201719,0.0602293
73,-2.8732207,-2.8686197,"('helpless', 'self-reliant')",-2.8732207,-2.8686197,0.004601
74,0.4323623,0.3675685,"('undedicated', 'dedicated')",0.4323623,0.3675685,-0.0647938
75,-0.81464255,-0.74724734,"('meek', 'impulsive')",-0.8146425,-0.7472473,0.0673952
76,1.4460392,1.3552427,"('anxious', 'daring')",1.4460392,1.3552427,-0.0907965
77,-0.64196116,-0.69308764,"('unmotivated', 'motivated')",-0.6419612,-0.6930876,-0.0511264
78,-0.14408162,-0.15791434,"('nonresilient', 'resilient')",-0.1440816,-0.1579143,-0.0138327
79,-0.15313344,-0.006351915,"('wavering', 'unwavering')",-0.1531334,-0.0063519,0.1467815
80,0.47366202,0.38217682,"('dominated', 'dominating')",0.473662,0.3821768,-0.0914852
81,0.74161446,0.7311368,"('submissive', 'aggressive')",0.7416145,0.7311368,-0.0104777
82,6.315141,6.742178,"('poor', 'rich')",6.3151412,6.742178,0.4270368
83,-0.0997455,-0.11986178,"('powerless', 'powerful')",-0.0997455,-0.1198618,-0.0201163
84,-0.0983111,0.012436479,"('inferior', 'superior')",-0.0983111,0.0124365,0.1107476
85,-1.604526,-1.5576904,"('insignificant', 'prestigious')",-1.604526,-1.5576904,0.0468356
86,0.81506276,0.87961227,"('uninfluential', 'influential')",0.8150628,0.8796123,0.0645495
87,0.24156138,0.43259516,"('unsuccessful', 'successful')",0.2415614,0.4325952,0.1910338
88,0.1484467,0.34243348,"('low', 'eminent')",0.1484467,0.3424335,0.1939868
