,seagate_male,seagate_female,tuple,technology_male,technology_female,holdings_male,holdings_female,plc_male,plc_female,average_male,average_female,female-male
0,-1.8109605,-1.7767934,"('unsociable', 'sociable')",-0.58289003,-0.6246726,-0.5022143,-0.5683613,-0.7083013,-0.7632456,-0.9010915,-0.9332682,-0.0321767
1,-1.2492136,-1.3675932,"('unfriendly', 'friendly')",1.0483912,0.93173784,-0.119356886,-0.24599288,2.166799,2.0384908,0.461655,0.3391606,-0.1224944
2,0.73490655,0.74776065,"('unlikable', 'likable')",0.71489376,0.7607354,1.3915945,1.4267949,0.06032001,0.076668814,0.7254287,0.7529899,0.0275612
3,-0.7402547,-0.6316352,"('repellent', 'pleasant')",-0.057495035,0.09024241,0.21477388,0.33022186,-0.23883054,-0.14888999,-0.2054516,-0.0900152,0.1154364
4,0.4847177,0.43161643,"('disliked', 'liked')",-0.17461039,-0.19171877,1.5299718,1.4342524,-4.145391,-4.3676653,-0.576328,-0.6733788,-0.0970508
5,-0.48886758,-0.56575763,"('distant', 'outgoing')",0.26324266,0.26406294,-0.19418034,-0.24130353,0.59099984,0.46221054,0.0427986,-0.0201969,-0.0629955
6,-0.28841704,-0.36065036,"('distant', 'open')",0.08607277,0.061187446,-0.313516,-0.38194352,0.7918663,0.65897405,0.0690015,-0.0056081,-0.0746096
7,-0.5801441,-0.50812984,"('insensitive', 'sensitive')",0.39653796,0.4744042,0.23379877,0.19909334,0.41767707,0.46018723,0.1169674,0.1563887,0.0394213
8,-0.297573,-0.45330435,"('unaffectionate', 'affectionate')",0.6285059,0.53303415,-0.5231048,-0.66362107,1.0143473,0.8388011,0.2055438,0.0637275,-0.1418163
9,-0.8669461,-0.9551703,"('unaffectionate', 'caring')",0.7225913,0.64163935,-0.062758364,-0.21178032,1.2446039,1.1516604,0.2593727,0.1565873,-0.1027854
10,-1.6141578,-1.521205,"('unsympathetic', 'sympathetic')",-0.6858895,-0.67362684,-0.9918201,-1.0072181,-0.73956794,-0.6453669,-1.0078589,-0.9618542,0.0460047
11,-1.0686059,-1.0460126,"('unhelpful', 'helpful')",0.4639457,0.48677298,-1.6115372,-1.6225507,0.70063144,0.7177818,-0.3788915,-0.3660021,0.0128894
12,-0.63100755,-0.62775725,"('unsupportive', 'supportive')",0.815337,0.9065508,0.3494938,0.3602925,-1.1216003,-1.2180207,-0.1469443,-0.1447337,0.0022106
13,-1.1586018,-1.0738145,"('impolite', 'polite')",-0.068951465,0.048138443,-0.5186664,-0.4890736,-0.91434276,-0.8649304,-0.6651406,-0.59492,0.0702206
14,-0.34519386,-0.27205583,"('antisocial', 'social')",1.0995363,1.1814696,1.479582,1.5060629,0.26032898,0.27269408,0.6235633,0.6720427,0.0484794
15,0.79420847,0.7291868,"('boring', 'funny')",0.20489955,0.10680218,-0.56898475,-0.67727023,0.026394486,-0.058443237,0.1141294,0.0250689,-0.0890605
16,-0.35671067,-0.36031663,"('unpopular', 'popular')",-0.5274986,-0.5436413,-1.0117742,-0.98430085,0.05601406,-0.018520154,-0.4599923,-0.4766947,-0.0167024
17,0.328278,0.34165078,"('nasty', 'nice')",-0.28454217,-0.24829376,-0.5918422,-0.586641,-0.8806617,-0.90220416,-0.357192,-0.348872,0.00832
18,0.37249696,0.38218057,"('disagreeable', 'welcoming')",0.23996378,0.29129374,-0.7678423,-0.7312321,-0.81659234,-0.9115983,-0.2429935,-0.242339,0.0006545
19,-0.6310604,-0.6757037,"('inhospitable', 'hospitable')",-0.63396144,-0.6735011,-0.9906575,-1.0141352,-0.20354405,-0.26732552,-0.6148059,-0.6576663,-0.0428604
20,-0.18530029,-0.15984707,"('rough', 'thoughtful')",0.86206657,0.95935035,-0.16136494,-0.14351916,1.1091423,1.1055857,0.4061359,0.4403924,0.0342565
21,-0.96829605,-0.87406814,"('immoral', 'moral')",0.43540865,0.4888931,-0.6382434,-0.5537907,-1.6852243,-1.5730503,-0.7140888,-0.628004,0.0860848
22,-0.24222197,-0.23889287,"('untrustworthy', 'trustworthy')",-0.16901028,-0.16596234,0.31898674,0.29804268,-0.76689374,-0.8242965,-0.2147848,-0.2327772,-0.0179924
23,-1.552066,-1.561346,"('insincere', 'sincere')",-0.9884161,-0.99836534,-1.8788673,-1.9403672,3.8320308,3.8650365,-0.1468296,-0.1587605,-0.0119309
24,-1.0449079,-1.046284,"('dishonest', 'honest')",-0.9254859,-0.9741694,-1.3707875,-1.4268526,0.2757028,0.22214988,-0.7663696,-0.8062891,-0.0399195
25,0.41580793,0.37527984,"('egoistic', 'altruistic')",0.27837265,0.20278448,1.0671061,0.99646324,1.5624585,1.4515812,0.8309363,0.7565272,-0.0744091
