,qwest_male,qwest_female,tuple,communications_male,communications_female,intl_male,intl_female,inc_male,inc_female,average_male,average_female,female-male
0,-1.3631605,-1.5810618,"('unsociable', 'sociable')",0.14337522,-0.04569745,-1.1898534,-1.4173065,-0.37972832,-0.49330738,-0.6973417,-0.8843433,-0.1870016
1,-0.7651791,-0.90348226,"('unfriendly', 'friendly')",0.51674676,0.37401772,-1.3010486,-1.4033446,1.6386619,1.5587927,0.0222952,-0.0935041,-0.1157993
2,0.53989506,0.6127813,"('unlikable', 'likable')",1.0944142,1.2319686,0.6875248,0.7440579,0.74276555,0.7990675,0.7661499,0.8469688,0.0808189
3,-0.27746138,-0.14704001,"('repellent', 'pleasant')",0.20695753,0.27501905,0.19211343,0.20597233,0.45807564,0.49819437,0.1449213,0.2080364,0.0631151
4,0.25936705,0.17558831,"('disliked', 'liked')",-0.6093402,-0.72669935,-0.6441484,-0.6296222,-6.9002385,-6.8951864,-1.97359,-2.01898,-0.04539
5,-0.05336629,0.009260461,"('distant', 'outgoing')",-0.72916913,-0.629563,-0.99375397,-0.8625459,-0.73682547,-0.6280816,-0.6282787,-0.5277325,0.1005462
6,0.01893308,0.13080727,"('distant', 'open')",-1.2013342,-1.1845002,-0.76685387,-0.6692823,-0.061661694,0.056484167,-0.5027292,-0.4166228,0.0861064
7,-0.6405889,-0.6136604,"('insensitive', 'sensitive')",0.20106389,0.37833726,-0.61441064,-0.62310034,1.005497,1.1041054,-0.0121097,0.0614205,0.0735302
8,-0.531492,-0.52713937,"('unaffectionate', 'affectionate')",-0.547596,-0.5644403,-2.0078049,-2.0581517,0.51226467,0.49858728,-0.643657,-0.662786,-0.019129
9,-0.39039096,-0.452284,"('unaffectionate', 'caring')",0.06400125,0.07417026,-2.2984989,-2.3939369,1.2252781,1.2208295,-0.3499026,-0.3878053,-0.0379027
10,-1.6085883,-1.6570755,"('unsympathetic', 'sympathetic')",-0.059987023,0.0059910268,-1.8044628,-1.9268078,-0.17547446,-0.18799882,-0.9121282,-0.9414728,-0.0293446
11,-0.53669596,-0.5359034,"('unhelpful', 'helpful')",0.90861285,0.9946417,-1.3682554,-1.3964416,1.737501,1.7355809,0.1852906,0.1994694,0.0141788
12,-0.12911054,-0.07152756,"('unsupportive', 'supportive')",0.4095492,0.5908057,-2.419601,-2.371491,-1.9037317,-1.837031,-1.0107235,-0.9223109,0.0884126
13,-0.24789757,-0.32521605,"('impolite', 'polite')",0.30909097,0.33757916,-0.041078232,-0.017249104,0.09904429,0.11766965,0.0297899,0.0281959,-0.001594
14,-1.1478087,-1.1659068,"('antisocial', 'social')",1.0842899,1.1743449,-0.11166924,-0.17123252,-0.1330865,-0.14347437,-0.0770686,-0.0765672,0.0005014
15,0.64366436,0.56636393,"('boring', 'funny')",-0.48661938,-0.52455497,0.672212,0.7298182,0.3015952,0.40733922,0.2827131,0.2947416,0.0120285
16,-0.36455166,-0.35491014,"('unpopular', 'popular')",-0.78992164,-0.77110916,0.19415398,0.13752368,0.2674373,0.37150985,-0.1732205,-0.1542464,0.0189741
17,0.057949007,0.133945,"('nasty', 'nice')",-1.1700305,-1.1299633,-0.8544603,-0.8290893,-0.7582059,-0.7058537,-0.6811869,-0.6327403,0.0484466
18,-0.42644155,-0.4221165,"('disagreeable', 'welcoming')",-0.018158555,-0.00089481473,-0.24729267,-0.16647725,-0.20379537,-0.19128305,-0.223922,-0.1951929,0.0287291
19,-0.18063371,-0.12051155,"('inhospitable', 'hospitable')",-0.3692775,-0.2913686,-0.5256675,-0.5136766,-0.49035138,-0.40107062,-0.3914825,-0.3316568,0.0598257
20,-0.95768845,-0.89120096,"('rough', 'thoughtful')",-0.18853478,-0.04990674,-0.14175008,-0.18037829,0.7955564,0.7818074,-0.1231042,-0.0849196,0.0381846
21,-1.0300605,-1.0792127,"('immoral', 'moral')",0.67352265,0.7141501,-0.638449,-0.70070094,-0.6352655,-0.5827748,-0.4075631,-0.4121346,-0.0045715
22,-0.09651633,-0.08815661,"('untrustworthy', 'trustworthy')",0.75312847,0.7571109,-1.0580628,-1.0706601,-0.8291288,-0.8692565,-0.3076448,-0.3177406,-0.0100958
23,-0.18355465,-0.17024198,"('insincere', 'sincere')",0.77552307,0.86454284,-0.75600857,-0.90901387,6.3646674,6.232677,1.5501568,1.504491,-0.0456658
24,0.18946645,0.24667752,"('dishonest', 'honest')",-0.054464687,0.06888711,-0.7576977,-0.80643,1.2218479,1.1127408,0.149788,0.1554689,0.0056809
25,0.04688366,0.009071782,"('egoistic', 'altruistic')",0.47600842,0.40898123,0.49326354,0.43442377,1.9129813,1.8852555,0.7322842,0.6844331,-0.0478511
26,-0.14533208,-0.27675954,"('hardhearted', 'benevolent')",0.12440316,0.036711354,0.7832345,0.6480346,1.687619,1.5254245,0.6124811,0.4833527,-0.1291284
27,-0.13937095,-0.033856746,"('hardhearted', 'softhearted')",-0.7753483,-0.6506399,-0.026799954,-0.135561,1.262333,1.253412,0.0802035,0.1083386,0.0281351
28,-0.5339834,-0.663713,"('disloyal', 'loyal')",-0.3025157,-0.48070747,-1.2941748,-1.5085396,1.3375145,1.1390762,-0.1982898,-0.3784709,-0.1801811
29,0.061578415,0.03288079,"('unfair', 'fair')",-0.58362925,-0.6074957,-0.95844305,-0.9886304,-0.27769038,-0.43018448,-0.4395461,-0.4983574,-0.0588113
30,-0.051742103,-0.100432634,"('intolerant', 'tolerant')",1.4561943,1.5169162,-0.49121273,-0.46759626,0.8944125,0.9479748,0.451913,0.4742155,0.0223025
31,0.27508998,0.38968068,"('evil', 'good')",-0.8391422,-0.9075292,-0.5301506,-0.44547966,-1.1861929,-1.2112309,-0.5700989,-0.5436398,0.0264591
32,-0.12745333,-0.20597664,"('unkind', 'kind')",0.44373783,0.44759873,-0.05122813,-0.18593852,1.262606,1.1271873,0.3819156,0.2957177,-0.0861979
33,0.77547294,0.6871456,"('wrong', 'right')",0.51484096,0.46710443,0.3532445,0.35941714,-0.3893031,-0.41859195,0.3135639,0.2737688,-0.0397951
