,marketaxess_male,marketaxess_female,tuple,hldgs_male,hldgs_female,inc_male,inc_female,average_male,average_female,female-male
0,0.52887464,0.37512347,"('unsociable', 'sociable')",-0.38182968,-0.521435,-0.009262539,-0.20225874,0.0459275,-0.1161901,-0.1621176
1,-3.063864,-3.0329738,"('unfriendly', 'friendly')",-1.6846254,-1.716907,1.372426,1.1823791,-1.1253544,-1.1891672,-0.0638128
2,0.29497066,0.307968,"('unlikable', 'likable')",0.9621148,1.0551847,0.98219377,1.0318362,0.7464264,0.7983297,0.0519033
3,0.5807015,0.66830164,"('repellent', 'pleasant')",-0.14073391,-0.08428051,0.065502375,0.2231243,0.16849,0.2690485,0.1005585
4,-1.6711711,-1.6168005,"('disliked', 'liked')",-0.13186735,-0.108443715,-5.8236737,-5.8368607,-2.5422373,-2.5207017,0.0215356
5,-3.1514122,-2.9879472,"('distant', 'outgoing')",-1.1211828,-0.9867103,-0.6372908,-0.6175339,-1.6366286,-1.5307306,0.105898
6,-2.8994632,-2.7270865,"('distant', 'open')",-1.306075,-1.1405809,-0.12788239,-0.12984018,-1.4444736,-1.3325025,0.1119711
7,0.8378096,0.90851724,"('insensitive', 'sensitive')",-0.3632272,-0.3121737,0.32798642,0.38322046,0.267523,0.3265213,0.0589983
8,-2.4894197,-2.4692519,"('unaffectionate', 'affectionate')",-1.57121,-1.4869931,0.29700488,0.13109154,-1.2545416,-1.2750511,-0.0205095
9,-2.4975414,-2.4559484,"('unaffectionate', 'caring')",-1.4809272,-1.457612,0.9852337,0.86164933,-0.997745,-1.0173037,-0.0195587
10,1.0216608,1.0152773,"('unsympathetic', 'sympathetic')",-0.8595552,-0.81877494,0.17115599,0.08846072,0.1110872,0.0949877,-0.0160995
11,0.80904067,0.7565929,"('unhelpful', 'helpful')",0.2469437,0.19305182,2.3671556,2.3131344,1.1410467,1.0875931,-0.0534536
12,-0.32557452,-0.19593424,"('unsupportive', 'supportive')",-0.18370855,-0.057245046,-1.7135935,-1.6590512,-0.7409588,-0.6374102,0.1035486
13,1.5322528,1.421068,"('impolite', 'polite')",0.26108715,0.2064136,0.13399625,0.11774576,0.6424454,0.5817424,-0.060703
14,1.6144681,1.5868989,"('antisocial', 'social')",0.9284282,0.92422193,-0.28857926,-0.26600805,0.751439,0.7483709,-0.0030681
15,0.028935838,-0.070802264,"('boring', 'funny')",0.200387,0.13017504,0.83751816,0.7993648,0.3556137,0.2862459,-0.0693678
16,-2.0590744,-2.0764172,"('unpopular', 'popular')",-0.29054347,-0.30954188,0.52032113,0.68601376,-0.6097656,-0.5666485,0.0431171
17,-0.83506453,-0.7915855,"('nasty', 'nice')",-0.3511583,-0.28580832,-0.35927203,-0.43599048,-0.5151649,-0.5044614,0.0107035
18,-1.1561593,-1.0823388,"('disagreeable', 'welcoming')",-0.69170547,-0.53394,-0.24566711,-0.2556568,-0.6978439,-0.6239786,0.0738653
19,-2.3704357,-2.2415473,"('inhospitable', 'hospitable')",-0.8865541,-0.77447355,-0.33241242,-0.28172344,-1.1964675,-1.0992481,0.0972194
20,0.6812466,0.7356535,"('rough', 'thoughtful')",-0.1510679,-0.20875989,0.7625002,0.6695212,0.4308929,0.3988049,-0.032088
21,2.1404688,2.035829,"('immoral', 'moral')",0.30783695,0.27607775,-0.21728043,-0.2176684,0.7436752,0.6980795,-0.0455957
22,1.1710054,1.1108232,"('untrustworthy', 'trustworthy')",0.620966,0.5843942,-0.4586017,-0.61768067,0.4444566,0.3591789,-0.0852777
23,0.7109574,0.6785707,"('insincere', 'sincere')",-0.05330173,-0.06815241,5.6225247,5.5399747,2.0933935,2.050131,-0.0432625
24,-0.027968664,-0.047324732,"('dishonest', 'honest')",-0.27830872,-0.22786161,1.1373401,1.0048862,0.2770209,0.2432333,-0.0337876
