,linguistics_male,linguistics_female,tuple,average_male,average_female,female-male
0,-0.61105967,-0.6574424,"('unsociable', 'sociable')",-0.6110597,-0.6574424,-0.0463827
1,2.233255,2.3512936,"('unfriendly', 'friendly')",2.2332549,2.3512936,0.1180387
2,-0.07337593,0.10313183,"('unlikable', 'likable')",-0.0733759,0.1031318,0.1765077
3,0.3027833,0.51361626,"('repellent', 'pleasant')",0.3027833,0.5136163,0.210833
4,-7.0745883,-7.045386,"('disliked', 'liked')",-7.0745883,-7.0453858,0.0292025
5,0.49811506,0.7230645,"('distant', 'outgoing')",0.4981151,0.7230645,0.2249494
6,0.6535719,0.8707758,"('distant', 'open')",0.6535719,0.8707758,0.2172039
7,0.15693861,0.37953833,"('insensitive', 'sensitive')",0.1569386,0.3795383,0.2225997
8,1.8242506,1.8761127,"('unaffectionate', 'affectionate')",1.8242506,1.8761127,0.0518621
9,2.1772768,2.3613036,"('unaffectionate', 'caring')",2.1772768,2.3613036,0.1840268
10,0.1680043,0.17187022,"('unsympathetic', 'sympathetic')",0.1680043,0.1718702,0.0038659
11,1.8893272,1.8963284,"('unhelpful', 'helpful')",1.8893272,1.8963284,0.0070012
12,-1.2522484,-1.0961343,"('unsupportive', 'supportive')",-1.2522484,-1.0961343,0.1561141
13,-0.6592397,-0.75034255,"('impolite', 'polite')",-0.6592397,-0.7503425,-0.0911028
14,-0.697489,-0.785356,"('antisocial', 'social')",-0.697489,-0.785356,-0.087867
15,-0.13214727,-0.11708012,"('boring', 'funny')",-0.1321473,-0.1170801,0.0150672
16,-0.021350496,0.095790185,"('unpopular', 'popular')",-0.0213505,0.0957902,0.1171407
17,0.020261908,0.027538765,"('nasty', 'nice')",0.0202619,0.0275388,0.0072769
18,-0.06432462,-0.0003572777,"('disagreeable', 'welcoming')",-0.0643246,-0.0003573,0.0639673
19,0.14104268,0.3749454,"('inhospitable', 'hospitable')",0.1410427,0.3749454,0.2339027
20,0.43996108,0.29994166,"('rough', 'thoughtful')",0.4399611,0.2999417,-0.1400194
21,-0.82374555,-0.7444174,"('immoral', 'moral')",-0.8237455,-0.7444174,0.0793281
22,-0.9214059,-0.94544715,"('untrustworthy', 'trustworthy')",-0.9214059,-0.9454471,-0.0240412
23,6.6267624,6.733296,"('insincere', 'sincere')",6.6267624,6.7332959,0.1065335
24,1.450158,1.5189055,"('dishonest', 'honest')",1.450158,1.5189055,0.0687475
25,1.3583004,1.3452668,"('egoistic', 'altruistic')",1.3583004,1.3452668,-0.0130336
26,1.0251105,0.7273449,"('hardhearted', 'benevolent')",1.0251105,0.7273449,-0.2977656
27,1.7139841,1.6925589,"('hardhearted', 'softhearted')",1.7139841,1.6925589,-0.0214252
28,1.1486169,1.1288234,"('disloyal', 'loyal')",1.1486169,1.1288234,-0.0197935
29,-0.80863774,-0.83675224,"('unfair', 'fair')",-0.8086377,-0.8367522,-0.0281145
30,0.7126561,0.65159506,"('intolerant', 'tolerant')",0.7126561,0.6515951,-0.061061
31,-0.5099827,-0.40016603,"('evil', 'good')",-0.5099827,-0.400166,0.1098167
32,1.0438727,0.85967964,"('unkind', 'kind')",1.0438727,0.8596796,-0.1841931
33,0.3880684,0.44004762,"('wrong', 'right')",0.3880684,0.4400476,0.0519792
34,4.945765,5.042676,"('mean', 'honorable')",4.945765,5.042676,0.096911
35,-0.13587335,-0.13894773,"('corrupt', 'incorrupt')",-0.1358733,-0.1389477,-0.0030744
36,0.075695276,0.09553276,"('hostile', 'amicable')",0.0756953,0.0955328,0.0198375
37,0.39004803,0.4745133,"('fake', 'genuine')",0.390048,0.4745133,0.0844653
38,0.8044035,0.82849246,"('untruthful', 'truthful')",0.8044035,0.8284925,0.024089
