,cry_male,cry_female,tuple,average_male,average_female,female-male
0,-0.018031,-0.18445627,"('unsociable', 'sociable')",-0.018031,-0.1844563,-0.1664253
1,1.6263489,1.598925,"('unfriendly', 'friendly')",1.6263489,1.598925,-0.0274239
2,0.36784264,0.5578372,"('unlikable', 'likable')",0.3678426,0.5578372,0.1899946
3,0.90656936,0.90432066,"('repellent', 'pleasant')",0.9065694,0.9043207,-0.0022487
4,-7.483466,-7.424413,"('disliked', 'liked')",-7.4834661,-7.4244132,0.0590529
5,-0.05278579,0.11876204,"('distant', 'outgoing')",-0.0527858,0.118762,0.1715478
6,0.18695304,0.33628213,"('distant', 'open')",0.186953,0.3362821,0.1493291
7,0.5505934,0.5316745,"('insensitive', 'sensitive')",0.5505934,0.5316745,-0.0189189
8,1.4312603,1.4895113,"('unaffectionate', 'affectionate')",1.4312603,1.4895113,0.058251
9,2.0944147,2.2009778,"('unaffectionate', 'caring')",2.0944147,2.2009778,0.1065631
10,1.2348387,1.2353266,"('unsympathetic', 'sympathetic')",1.2348387,1.2353266,0.0004879
11,2.17058,2.1870198,"('unhelpful', 'helpful')",2.1705799,2.1870198,0.0164399
12,-1.5921811,-1.5410236,"('unsupportive', 'supportive')",-1.5921811,-1.5410236,0.0511575
13,0.32239962,0.17866558,"('impolite', 'polite')",0.3223996,0.1786656,-0.143734
14,-0.3094509,-0.5202581,"('antisocial', 'social')",-0.3094509,-0.5202581,-0.2108072
15,0.53401667,0.5125195,"('boring', 'funny')",0.5340167,0.5125195,-0.0214972
16,-0.045130447,-0.01677674,"('unpopular', 'popular')",-0.0451304,-0.0167767,0.0283537
17,-0.24922447,-0.20494789,"('nasty', 'nice')",-0.2492245,-0.2049479,0.0442766
18,-0.5248602,-0.6624701,"('disagreeable', 'welcoming')",-0.5248602,-0.6624701,-0.1376099
19,-0.72119504,-0.50888455,"('inhospitable', 'hospitable')",-0.721195,-0.5088845,0.2123105
20,0.7772033,0.5339151,"('rough', 'thoughtful')",0.7772033,0.5339151,-0.2432882
21,-0.04126083,-0.021562666,"('immoral', 'moral')",-0.0412608,-0.0215627,0.0196981
