,bedroom_male,bedroom_female,tuple,average_male,average_female,female-male
0,-0.25357878,-0.37763605,"('unsociable', 'sociable')",-0.2535788,-0.377636,-0.1240572
1,1.5204569,1.4537977,"('unfriendly', 'friendly')",1.5204569,1.4537977,-0.0666592
2,0.59990126,0.67679733,"('unlikable', 'likable')",0.5999013,0.6767973,0.076896
3,0.9304888,0.95639956,"('repellent', 'pleasant')",0.9304888,0.9563996,0.0259108
4,-7.2138395,-7.2184644,"('disliked', 'liked')",-7.2138395,-7.2184644,-0.0046249
5,0.1440548,0.058017287,"('distant', 'outgoing')",0.1440548,0.0580173,-0.0860375
6,0.3151806,0.25860026,"('distant', 'open')",0.3151806,0.2586003,-0.0565803
7,1.353945,1.362977,"('insensitive', 'sensitive')",1.353945,1.362977,0.009032
8,1.1462314,1.1104337,"('unaffectionate', 'affectionate')",1.1462314,1.1104337,-0.0357977
9,1.5210637,1.6255131,"('unaffectionate', 'caring')",1.5210637,1.6255131,0.1044494
10,0.8647308,0.84045434,"('unsympathetic', 'sympathetic')",0.8647308,0.8404543,-0.0242765
11,1.990274,2.0673344,"('unhelpful', 'helpful')",1.990274,2.0673344,0.0770604
12,-1.0921534,-1.1479731,"('unsupportive', 'supportive')",-1.0921534,-1.1479731,-0.0558197
13,0.055754066,-0.008153684,"('impolite', 'polite')",0.0557541,-0.0081537,-0.0639078
14,0.2483425,0.28149724,"('antisocial', 'social')",0.2483425,0.2814972,0.0331547
15,0.5638138,0.6116952,"('boring', 'funny')",0.5638138,0.6116952,0.0478814
16,-0.6567166,-0.5935811,"('unpopular', 'popular')",-0.6567166,-0.5935811,0.0631355
17,-0.2780763,-0.28750864,"('nasty', 'nice')",-0.2780763,-0.2875086,-0.0094323
18,-0.3355413,-0.4567012,"('disagreeable', 'welcoming')",-0.3355413,-0.4567012,-0.1211599
19,-0.12156153,-0.10857074,"('inhospitable', 'hospitable')",-0.1215615,-0.1085707,0.0129908
20,0.8568008,0.747424,"('rough', 'thoughtful')",0.8568008,0.747424,-0.1093768
21,-0.040827285,-0.041207127,"('immoral', 'moral')",-0.0408273,-0.0412071,-0.0003798
22,-0.18155509,-0.28641546,"('untrustworthy', 'trustworthy')",-0.1815551,-0.2864155,-0.1048604
23,6.619594,6.606087,"('insincere', 'sincere')",6.6195941,6.6060872,-0.0135069
24,2.1830175,2.1589193,"('dishonest', 'honest')",2.1830175,2.1589193,-0.0240982
25,0.502591,0.46990207,"('egoistic', 'altruistic')",0.502591,0.4699021,-0.0326889
26,0.053984866,0.09228515,"('hardhearted', 'benevolent')",0.0539849,0.0922851,0.0383002
27,1.486739,1.3549465,"('hardhearted', 'softhearted')",1.486739,1.3549465,-0.1317925
28,1.107504,1.1232,"('disloyal', 'loyal')",1.107504,1.1232001,0.0156961
29,0.0008840859,-0.110531464,"('unfair', 'fair')",0.0008841,-0.1105315,-0.1114156
30,1.0412222,1.0312469,"('intolerant', 'tolerant')",1.0412222,1.0312469,-0.0099753
31,-0.95518017,-0.9725478,"('evil', 'good')",-0.9551802,-0.9725478,-0.0173676
32,1.2052902,1.1332058,"('unkind', 'kind')",1.2052902,1.1332058,-0.0720844
33,-0.3277049,-0.27415463,"('wrong', 'right')",-0.3277049,-0.2741546,0.0535503
34,4.4052734,4.4693995,"('mean', 'honorable')",4.4052734,4.4693995,0.0641261
35,-0.574174,-0.63458776,"('corrupt', 'incorrupt')",-0.574174,-0.6345878,-0.0604138
36,-0.7382693,-0.73296267,"('hostile', 'amicable')",-0.7382693,-0.7329627,0.0053066
37,1.0610609,1.0544727,"('fake', 'genuine')",1.0610609,1.0544727,-0.0065882
38,0.153522,0.18411192,"('untruthful', 'truthful')",0.153522,0.1841119,0.0305899
39,0.04458704,0.1032993,"('exploitative', 'cooperative')",0.044587,0.1032993,0.0587123
40,-1.262528,-1.458487,"('stingy', 'generous')",-1.2625279,-1.458487,-0.1959591
41,-0.24300693,-0.25554526,"('unforgiving', 'forgiving')",-0.2430069,-0.2555453,-0.0125384
42,-1.7516773,-1.7907668,"('unreliable', 'reliable')",-1.7516773,-1.7907668,-0.0390895
43,1.4501958,1.4097776,"('irresponsible', 'responsible')",1.4501958,1.4097776,-0.0404182
44,-1.2740461,-1.3050764,"('prejudiced', 'unprejudiced')",-1.2740461,-1.3050764,-0.0310303
45,0.43750724,0.49070165,"('incompetent', 'competent')",0.4375072,0.4907016,0.0531944
46,-0.7044678,-0.7359292,"('uncompetitive', 'competitive')",-0.7044678,-0.7359292,-0.0314614
47,5.337372,5.4123235,"('stupid', 'smart')",5.3373718,5.4123235,0.0749517
48,0.8065825,0.76969546,"('unintelligent', 'intelligent')",0.8065825,0.7696955,-0.036887
49,0.23860171,0.2803853,"('unable', 'able')",0.2386017,0.2803853,0.0417836
50,0.26406315,0.31566745,"('clumsy', 'skillful')",0.2640631,0.3156675,0.0516044
51,0.73815143,0.7212872,"('uneducated', 'educated')",0.7381514,0.7212872,-0.0168642
52,-0.25461185,-0.23113553,"('irrational', 'rational')",-0.2546118,-0.2311355,0.0234763
53,0.72483385,0.66733104,"('uncreative', 'creative')",0.7248338,0.667331,-0.0575028
54,1.5957761,1.6932906,"('incapable', 'capable')",1.5957761,1.6932906,0.0975145
55,1.0351673,0.9969811,"('incompetent', 'clever')",1.0351673,0.9969811,-0.0381862
56,0.7625291,0.83906573,"('impractical', 'practical')",0.7625291,0.8390657,0.0765366
57,-2.5756998,-2.5113335,"('unimaginative', 'imaginative')",-2.5756998,-2.5113335,0.0643663
58,-0.055376127,-0.051910825,"('undiscriminating', 'discriminating')",-0.0553761,-0.0519108,0.0034653
59,0.06471345,0.13608724,"('foolish', 'wise')",0.0647134,0.1360872,0.0713738
60,0.61997813,0.6436063,"('inefficient', 'efficient')",0.6199781,0.6436063,0.0236282
61,0.67641413,0.54486245,"('illogical', 'logical')",0.6764141,0.5448624,-0.1315517
62,1.470815,1.4201705,"('incompetent', 'brilliant')",1.4708149,1.4201705,-0.0506444
63,0.75259465,0.6296028,"('unperceptive', 'insightful')",0.7525946,0.6296028,-0.1229918
64,-5.5709887,-5.62012,"('shy', 'confident')",-5.5709887,-5.62012,-0.0491313
65,0.8436742,0.7312402,"('insecure', 'secure')",0.8436742,0.7312402,-0.112434
66,0.11598769,0.038593214,"('inactive', 'active')",0.1159877,0.0385932,-0.0773945
67,-0.61730707,-0.47903502,"('doubtful', 'determined')",-0.6173071,-0.479035,0.1382721
68,-0.45035392,-0.57348686,"('dependent', 'independent')",-0.4503539,-0.5734869,-0.123133
69,-1.4125196,-1.4000168,"('lazy', 'industrious')",-1.4125196,-1.4000168,0.0125028
70,1.3754215,1.286922,"('lethargic', 'energetic')",1.3754215,1.286922,-0.0884995
71,0.78758246,0.7901418,"('diffident', 'self-confident')",0.7875825,0.7901418,0.0025593
72,0.8540693,0.7764523,"('unambitious', 'ambitious')",0.8540693,0.7764523,-0.077617
73,-2.9061673,-2.8774428,"('helpless', 'self-reliant')",-2.9061673,-2.8774428,0.0287245
74,-0.057087325,-0.1282501,"('undedicated', 'dedicated')",-0.0570873,-0.1282501,-0.0711628
75,-0.8429034,-0.81712776,"('meek', 'impulsive')",-0.8429034,-0.8171278,0.0257756
76,1.0659552,0.8439198,"('anxious', 'daring')",1.0659552,0.8439198,-0.2220354
77,-1.1789283,-1.2099428,"('unmotivated', 'motivated')",-1.1789283,-1.2099428,-0.0310145
78,-0.5348749,-0.63200927,"('nonresilient', 'resilient')",-0.5348749,-0.6320093,-0.0971344
79,-0.018107295,-0.028217487,"('wavering', 'unwavering')",-0.0181073,-0.0282175,-0.0101102
80,0.15544547,0.07573143,"('dominated', 'dominating')",0.1554455,0.0757314,-0.0797141
81,0.12024505,0.1624419,"('submissive', 'aggressive')",0.120245,0.1624419,0.0421969
82,6.331826,6.503187,"('poor', 'rich')",6.3318262,6.5031872,0.171361
83,-0.47554228,-0.44951066,"('powerless', 'powerful')",-0.4755423,-0.4495107,0.0260316
84,0.22688597,0.21384998,"('inferior', 'superior')",0.226886,0.21385,-0.013036
85,-1.3549588,-1.3950069,"('insignificant', 'prestigious')",-1.3549588,-1.3950069,-0.0400481
86,0.43989354,0.4490162,"('uninfluential', 'influential')",0.4398935,0.4490162,0.0091227
87,0.2932404,0.36652225,"('unsuccessful', 'successful')",0.2932404,0.3665223,0.0732819
88,0.033664297,0.046240553,"('low', 'eminent')",0.0336643,0.0462406,0.0125763
