,sealed_male,sealed_female,tuple,air_male,air_female,corp_male,corp_female,average_male,average_female,female-male
0,1.2745568,1.2550343,"('unsociable', 'sociable')",-0.24283919,-0.3274703,0.48099625,0.37983453,0.5042379,0.4357995,-0.0684384
1,-0.9458237,-1.0479804,"('unfriendly', 'friendly')",-0.84496516,-1.0041113,1.0649246,0.9113021,-0.2419548,-0.3802632,-0.1383084
2,0.64579624,0.64025635,"('unlikable', 'likable')",0.27681115,0.28052744,0.80957526,0.8160634,0.5773942,0.5789491,0.0015549
3,0.04764779,0.19211431,"('repellent', 'pleasant')",-0.6177292,-0.48469886,0.79710704,0.7785459,0.0756752,0.1619871,0.0863119
4,-1.0945271,-1.1444826,"('disliked', 'liked')",-0.006631125,-0.022331975,-6.5652785,-6.5645833,-2.5554789,-2.5771325,-0.0216536
5,-1.9240434,-1.9566784,"('distant', 'outgoing')",-1.0810562,-1.1129323,-1.2827629,-1.3149868,-1.4292876,-1.4615324,-0.0322448
6,-1.6534427,-1.7143602,"('distant', 'open')",-0.8419424,-0.918173,-1.3956912,-1.4703377,-1.2970254,-1.3676236,-0.0705982
7,2.033894,2.1034894,"('insensitive', 'sensitive')",0.19723032,0.27046296,0.79187083,0.93544555,1.0076651,1.1031326,0.0954675
8,-1.5603619,-1.6513917,"('unaffectionate', 'affectionate')",-1.4162241,-1.6070316,0.21440399,0.14456634,-0.9207273,-1.0379523,-0.117225
9,-0.48931476,-0.47030884,"('unaffectionate', 'caring')",-1.1106734,-1.1889944,0.9671685,0.9879048,-0.2109399,-0.2237995,-0.0128596
10,1.5394942,1.5730393,"('unsympathetic', 'sympathetic')",-0.42728195,-0.41740477,0.07787927,0.14959338,0.3966972,0.435076,0.0383788
11,1.5914285,1.678507,"('unhelpful', 'helpful')",0.5851725,0.6170109,2.1427867,2.2591445,1.4397958,1.5182209,0.0784251
12,1.9738269,2.0745986,"('unsupportive', 'supportive')",0.2551366,0.3373921,-1.5848294,-1.4414929,0.2147113,0.3234992,0.1087879
13,2.0314634,2.051359,"('impolite', 'polite')",0.8405849,0.8435575,-0.35411364,-0.35037857,0.8393116,0.8481793,0.0088677
14,1.7454206,1.784428,"('antisocial', 'social')",0.3396361,0.39718345,0.8140649,0.80608636,0.9663739,0.9958993,0.0295254
15,-0.2581931,-0.3224556,"('boring', 'funny')",0.4322631,0.31079704,-0.11354946,-0.16691473,0.0201735,-0.0595244,-0.0796979
16,-1.4809465,-1.5625963,"('unpopular', 'popular')",-0.5127517,-0.58516216,0.1374778,0.046760447,-0.6187402,-0.7003326,-0.0815924
17,-0.8983194,-0.7994344,"('nasty', 'nice')",-0.38668603,-0.332192,-0.48367143,-0.43825522,-0.589559,-0.5232939,0.0662651
18,-0.031280406,-0.06334567,"('disagreeable', 'welcoming')",-0.18027888,-0.15548006,-0.3924932,-0.4606416,-0.2013508,-0.2264891,-0.0251383
19,-2.5833385,-2.593692,"('inhospitable', 'hospitable')",-2.0169952,-2.0556111,-1.3721418,-1.3699,-1.9908252,-2.0064011,-0.0155759
20,-0.023907244,0.040888682,"('rough', 'thoughtful')",-0.31062028,-0.19998655,0.74219507,0.76055366,0.1358892,0.2004853,0.0645961
21,1.4005424,1.4625672,"('immoral', 'moral')",1.0907856,1.130896,0.4692405,0.5827945,0.9868561,1.0587525,0.0718964
22,1.4133095,1.4447997,"('untrustworthy', 'trustworthy')",0.56953543,0.50829107,0.03136629,0.06250608,0.6714037,0.6718656,0.0004619
23,1.9986228,1.9913404,"('insincere', 'sincere')",0.17341855,0.11891498,6.0958157,6.027413,2.7559522,2.7125562,-0.043396
24,1.0694749,1.0626477,"('dishonest', 'honest')",0.24598685,0.16028607,1.1045201,1.0760678,0.8066607,0.7663339,-0.0403268
