,united_male,united_female,tuple,states_male,states_female,steel_male,steel_female,corp_male,corp_female,average_male,average_female,female-male
0,-0.80008376,-0.9361456,"('unsociable', 'sociable')",-1.3179301,-1.5597728,-0.62022763,-0.6853087,-0.47272456,-0.5092715,-0.8027415,-0.9226247,-0.1198832
1,-0.5696376,-0.7338681,"('unfriendly', 'friendly')",-0.73935765,-1.0341702,1.4725783,1.3201994,0.90411335,0.7151263,0.2669241,0.0668218,-0.2001023
2,0.72559214,0.7186324,"('unlikable', 'likable')",0.797737,0.7408811,0.7643641,0.8139523,0.45725238,0.44420147,0.6862364,0.6794168,-0.0068196
3,-0.48704085,-0.32628942,"('repellent', 'pleasant')",-0.40130436,-0.3108652,-0.83599865,-0.65254295,0.8229085,0.9526092,-0.2253588,-0.0842721,0.1410867
4,0.0914807,-0.055409897,"('disliked', 'liked')",0.84464115,0.7496043,0.22107036,0.022964798,-6.060162,-5.9843907,-1.2257425,-1.3168079,-0.0910654
5,0.14886415,0.20747624,"('distant', 'outgoing')",-0.11593349,-0.18911378,0.2638507,0.15274286,-0.7770774,-0.8138542,-0.120074,-0.1606872,-0.0406132
6,0.3135435,0.40632442,"('distant', 'open')",0.032334775,-0.017026618,0.23884347,0.17197967,-0.84246695,-0.8781812,-0.0644363,-0.0792259,-0.0147896
7,-0.24316993,-0.19566736,"('insensitive', 'sensitive')",-0.5823666,-0.57782304,0.14438817,0.28778684,0.090471275,0.1299281,-0.1476693,-0.0889439,0.0587254
8,-1.3088084,-1.3342917,"('unaffectionate', 'affectionate')",-0.6945246,-0.7946172,0.9456628,0.9859248,0.28339753,0.18468693,-0.1935682,-0.2395743,-0.0460061
9,-0.3814121,-0.39579752,"('unaffectionate', 'caring')",-0.5307827,-0.68196404,1.0759128,1.0834792,0.74190706,0.69179356,0.2264063,0.1743778,-0.0520285
10,-0.35383242,-0.34463733,"('unsympathetic', 'sympathetic')",-0.8733202,-0.95239085,-1.1781433,-1.0479075,-0.66148555,-0.57395524,-0.7666954,-0.7297227,0.0369727
11,0.38670528,0.40812373,"('unhelpful', 'helpful')",-0.3938173,-0.46781242,-0.91483,-0.8659281,1.586818,1.6715125,0.166219,0.1864739,0.0202549
12,0.8930487,0.9535291,"('unsupportive', 'supportive')",0.8490399,0.84922343,1.032097,1.0955229,-1.9448645,-1.8419269,0.2073303,0.2640871,0.0567568
13,-0.68497634,-0.7299624,"('impolite', 'polite')",-1.1915671,-1.2463505,-0.86009246,-0.80711824,-1.0528944,-1.0341464,-0.9473826,-0.9543943,-0.0070117
14,-0.1549598,-0.17280777,"('antisocial', 'social')",0.020634953,0.002288321,0.4807761,0.59381187,0.2850194,0.27808464,0.1578677,0.1753443,0.0174766
15,-0.33880678,-0.43924353,"('boring', 'funny')",0.33378458,0.31823945,0.08816183,-0.0023033842,-0.10182372,-0.20656353,-0.004671,-0.0824677,-0.0777967
16,-0.067841046,-0.08839684,"('unpopular', 'popular')",0.0007817298,-0.07264563,-0.18243463,-0.2909202,0.5101391,0.405824,0.0651613,-0.0115347,-0.076696
17,-0.010376852,0.14334336,"('nasty', 'nice')",0.010744549,0.16768977,-0.5955303,-0.49873707,-0.2410145,-0.13126719,-0.2090443,-0.0797428,0.1293015
18,-0.21182138,-0.06341403,"('disagreeable', 'welcoming')",0.10058167,0.2129788,-1.3172001,-1.2294642,-1.5593717,-1.585662,-0.7469529,-0.6663904,0.0805625
