,firstenergy_male,firstenergy_female,tuple,corp_male,corp_female,average_male,average_female,female-male
0,-1.2931652,-1.2620231,"('unsociable', 'sociable')",-0.4324243,-0.55827147,-0.8627948,-0.9101473,-0.0473525
1,-0.50887185,-0.4397905,"('unfriendly', 'friendly')",1.588362,1.4226664,0.5397451,0.491438,-0.0483071
2,0.78887504,0.84756947,"('unlikable', 'likable')",0.89728653,0.9081961,0.8430808,0.8778828,0.034802
3,-0.8264306,-0.6915809,"('repellent', 'pleasant')",0.75719947,0.79943043,-0.0346156,0.0539248,0.0885404
4,0.25438455,0.2920595,"('disliked', 'liked')",-6.8277884,-6.76928,-3.2867019,-3.2386103,0.0480916
5,0.9727864,1.0316261,"('distant', 'outgoing')",0.002123557,-0.014280681,0.487455,0.5086727,0.0212177
6,0.77825034,0.87267995,"('distant', 'open')",0.13221651,0.07965113,0.4552334,0.4761655,0.0209321
7,-0.26698846,-0.15621135,"('insensitive', 'sensitive')",0.26206818,0.27532464,-0.0024601,0.0595566,0.0620167
8,-0.19600943,-0.16794069,"('unaffectionate', 'affectionate')",0.88215435,0.79989266,0.3430725,0.315976,-0.0270965
9,0.18851076,0.278112,"('unaffectionate', 'caring')",1.4043177,1.3850353,0.7964143,0.8315736,0.0351593
10,-1.654872,-1.4995735,"('unsympathetic', 'sympathetic')",-0.7217763,-0.70389104,-1.1883241,-1.1017323,0.0865918
11,0.10025489,0.13380115,"('unhelpful', 'helpful')",1.5012527,1.6155396,0.8007538,0.8746703,0.0739165
12,0.38707292,0.59261924,"('unsupportive', 'supportive')",-1.8835258,-1.8361577,-0.7482265,-0.6217692,0.1264573
13,-0.8177408,-0.790331,"('impolite', 'polite')",-0.99835134,-1.0027587,-0.9080461,-0.8965449,0.0115012
14,-1.0602226,-1.0483294,"('antisocial', 'social')",-0.503059,-0.5944246,-0.7816408,-0.821377,-0.0397362
15,0.84960324,0.7762296,"('boring', 'funny')",-0.0911168,-0.08796702,0.3792432,0.3441313,-0.0351119
16,-0.4404987,-0.3521091,"('unpopular', 'popular')",0.4804772,0.41454872,0.0199893,0.0312198,0.0112305
