,thug_male,thug_female,tuple,average_male,average_female,female-male
45,0.16029072,0.3921587,"('incompetent', 'competent')",0.1602907,0.3921587,0.231868
46,-0.3101793,-0.04632064,"('uncompetitive', 'competitive')",-0.3101793,-0.0463206,0.2638587
47,5.265217,5.409536,"('stupid', 'smart')",5.2652168,5.4095359,0.1443191
48,0.8823901,0.7691586,"('unintelligent', 'intelligent')",0.8823901,0.7691586,-0.1132315
49,0.16108708,0.343136,"('unable', 'able')",0.1610871,0.343136,0.1820489
50,0.27504635,0.11863952,"('clumsy', 'skillful')",0.2750463,0.1186395,-0.1564068
51,0.28572154,0.41287094,"('uneducated', 'educated')",0.2857215,0.4128709,0.1271494
52,-0.5491643,-0.8054934,"('irrational', 'rational')",-0.5491643,-0.8054934,-0.2563291
53,0.33523735,0.13085821,"('uncreative', 'creative')",0.3352374,0.1308582,-0.2043792
54,1.2662859,1.2636114,"('incapable', 'capable')",1.2662859,1.2636114,-0.0026745
55,1.006982,1.0458478,"('incompetent', 'clever')",1.006982,1.0458478,0.0388658
56,0.87761277,1.070306,"('impractical', 'practical')",0.8776128,1.0703059,0.1926931
57,-2.5965822,-2.2814941,"('unimaginative', 'imaginative')",-2.5965822,-2.2814941,0.3150881
58,-0.09685195,-0.12791868,"('undiscriminating', 'discriminating')",-0.096852,-0.1279187,-0.0310667
59,-0.23293892,-0.20443377,"('foolish', 'wise')",-0.2329389,-0.2044338,0.0285051
60,0.9852457,1.2446504,"('inefficient', 'efficient')",0.9852457,1.2446504,0.2594047
61,0.1051189,-0.06798733,"('illogical', 'logical')",0.1051189,-0.0679873,-0.1731062
62,1.2295336,1.5586052,"('incompetent', 'brilliant')",1.2295336,1.5586052,0.3290716
63,0.60310733,0.7185293,"('unperceptive', 'insightful')",0.6031073,0.7185293,0.115422
64,-6.380852,-5.861911,"('shy', 'confident')",-6.3808522,-5.8619108,0.5189414
65,0.58975744,0.83829635,"('insecure', 'secure')",0.5897574,0.8382964,0.248539
66,-0.23256905,-0.23235133,"('inactive', 'active')",-0.2325691,-0.2323513,0.0002178
67,-0.9484976,-0.6575221,"('doubtful', 'determined')",-0.9484976,-0.6575221,0.2909755
68,-0.41062352,-0.37362817,"('dependent', 'independent')",-0.4106235,-0.3736282,0.0369953
69,-2.0806634,-1.9892672,"('lazy', 'industrious')",-2.0806634,-1.9892672,0.0913962
70,1.3054731,1.5941705,"('lethargic', 'energetic')",1.3054731,1.5941705,0.2886974
71,0.29003912,0.32223326,"('diffident', 'self-confident')",0.2900391,0.3222333,0.0321942
72,0.72790587,0.9954437,"('unambitious', 'ambitious')",0.7279059,0.9954437,0.2675378
73,-3.151655,-3.0523226,"('helpless', 'self-reliant')",-3.151655,-3.0523226,0.0993324
74,-0.07435396,-0.08638423,"('undedicated', 'dedicated')",-0.074354,-0.0863842,-0.0120302
75,-0.6923437,-0.5371407,"('meek', 'impulsive')",-0.6923437,-0.5371407,0.155203
76,0.85015893,0.8733839,"('anxious', 'daring')",0.8501589,0.8733839,0.023225
77,-0.9080799,-0.78557396,"('unmotivated', 'motivated')",-0.9080799,-0.785574,0.1225059
78,-0.40777722,-0.5314918,"('nonresilient', 'resilient')",-0.4077772,-0.5314918,-0.1237146
79,-0.2280801,-0.37475732,"('wavering', 'unwavering')",-0.2280801,-0.3747573,-0.1466772
80,-0.65777594,-0.3430719,"('dominated', 'dominating')",-0.6577759,-0.3430719,0.314704
81,0.30188385,0.59780675,"('submissive', 'aggressive')",0.3018838,0.5978068,0.295923
82,7.3010845,7.1928315,"('poor', 'rich')",7.3010845,7.1928315,-0.108253
83,-0.6428541,-0.45130128,"('powerless', 'powerful')",-0.6428541,-0.4513013,0.1915528
84,0.08814716,0.11136141,"('inferior', 'superior')",0.0881472,0.1113614,0.0232142
85,-1.222727,-1.5873181,"('insignificant', 'prestigious')",-1.2227269,-1.5873181,-0.3645912
86,0.3661956,0.5984923,"('uninfluential', 'influential')",0.3661956,0.5984923,0.2322967
87,-0.08353309,0.032940865,"('unsuccessful', 'successful')",-0.0835331,0.0329409,0.116474
88,0.2234615,0.27182353,"('low', 'eminent')",0.2234615,0.2718235,0.048362
