,ipg_male,ipg_female,tuple,photonics_male,photonics_female,corp_male,corp_female,average_male,average_female,female-male
0,-0.30430895,-0.49973103,"('unsociable', 'sociable')",-0.24068095,-0.38948336,-0.07169302,-0.19700776,-0.205561,-0.3620741,-0.1565131
1,-2.0229774,-2.1038942,"('unfriendly', 'friendly')",-0.42653129,-0.57113814,1.0660319,1.0904771,-0.4611589,-0.5281851,-0.0670262
2,1.3588125,1.2744033,"('unlikable', 'likable')",0.8083019,0.7399382,1.0446023,0.9403724,1.0705722,0.9849047,-0.0856675
3,0.33032334,0.30386546,"('repellent', 'pleasant')",-0.57022136,-0.50572914,1.2435654,1.2117835,0.3345558,0.33664,0.0020842
4,-0.12215101,-0.19195887,"('disliked', 'liked')",0.38943616,0.3597724,-6.6515975,-6.8627205,-2.1281041,-2.2316357,-0.1035316
5,-1.639787,-1.506716,"('distant', 'outgoing')",-1.1804487,-1.0319668,-1.1306059,-0.8610708,-1.3169472,-1.1332513,0.1836959
6,-1.9750113,-1.7652687,"('distant', 'open')",-1.7768897,-1.6100591,-1.2999618,-0.9872803,-1.6839542,-1.4542027,0.2297515
7,-0.08486614,-0.09211234,"('insensitive', 'sensitive')",-0.11185207,-0.15437281,0.5245792,0.5633064,0.109287,0.1056071,-0.0036799
8,-1.5597897,-1.5946137,"('unaffectionate', 'affectionate')",-0.7220393,-0.7993162,0.4086235,0.50281894,-0.6244018,-0.6303703,-0.0059685
9,-1.260412,-1.2962492,"('unaffectionate', 'caring')",-0.5779781,-0.62722284,1.0156332,1.1698256,-0.2742523,-0.2512155,0.0230368
10,-1.1232961,-1.2100997,"('unsympathetic', 'sympathetic')",-1.3202219,-1.4436635,-0.51934856,-0.47143295,-0.9876223,-1.0417321,-0.0541098
11,0.57335305,0.42819014,"('unhelpful', 'helpful')",0.4366636,0.26423237,2.195492,2.1962092,1.0685029,0.9628773,-0.1056256
12,0.09293875,0.17523006,"('unsupportive', 'supportive')",-0.06139791,0.053880557,-2.1386173,-2.028324,-0.7023588,-0.5997378,0.102621
13,0.47838956,0.44021794,"('impolite', 'polite')",-0.13832872,-0.19999607,-0.3305418,-0.39415142,0.003173,-0.0513098,-0.0544828
14,1.1984708,1.1743107,"('antisocial', 'social')",0.8302399,0.8278958,0.62012535,0.39262903,0.8829454,0.7982785,-0.0846669
15,0.18779422,0.06380799,"('boring', 'funny')",0.6655075,0.4789622,0.3243966,0.19752006,0.3925661,0.2467634,-0.1458027
16,-0.3850776,-0.52029604,"('unpopular', 'popular')",-0.26625165,-0.33726028,0.6334988,0.54084814,-0.0059435,-0.1055694,-0.0996259
17,-0.41490263,-0.43219015,"('nasty', 'nice')",-0.25919887,-0.24141808,-0.25894415,-0.31873667,-0.3110152,-0.3307816,-0.0197664
18,-0.51108634,-0.498793,"('disagreeable', 'welcoming')",0.3380091,0.34947088,-0.4703931,-0.4392451,-0.2144901,-0.1961891,0.018301
19,-0.5641035,-0.60805345,"('inhospitable', 'hospitable')",-1.0856092,-1.1724358,-0.6603493,-0.5379511,-0.7700206,-0.7728135,-0.0027929
20,0.2072651,0.22213246,"('rough', 'thoughtful')",0.9294773,0.8999663,0.56609803,0.5999365,0.5676134,0.5740118,0.0063984
21,0.75409514,0.6527741,"('immoral', 'moral')",0.30072612,0.1423273,-0.15733598,-0.25080246,0.2991618,0.181433,-0.1177288
22,0.3979758,0.41853082,"('untrustworthy', 'trustworthy')",-0.48055682,-0.5846959,-0.6388979,-0.6920674,-0.240493,-0.2860775,-0.0455845
23,0.11101008,-0.0070463046,"('insincere', 'sincere')",0.31257716,0.12722783,6.2320304,6.3374004,2.2185392,2.1525273,-0.0660119
24,-0.12631474,-0.06660697,"('dishonest', 'honest')",-0.9559408,-0.9399873,0.61639744,0.7353473,-0.155286,-0.0904157,0.0648703
25,-0.9096246,-0.89042515,"('egoistic', 'altruistic')",0.52481866,0.5866974,1.0974355,1.1221284,0.2375432,0.2728002,0.035257
26,-1.1035762,-1.2217519,"('hardhearted', 'benevolent')",0.97804034,0.80292773,1.6054349,1.3970333,0.4932997,0.3260697,-0.16723
27,-1.4647355,-1.2902317,"('hardhearted', 'softhearted')",-0.42759845,-0.33255106,0.8434541,0.94024974,-0.3496266,-0.227511,0.1221156
28,-0.74310195,-0.87013465,"('disloyal', 'loyal')",0.25324076,0.056484386,1.4466368,1.3371409,0.3189252,0.1744969,-0.1444283
29,0.004247438,0.059956267,"('unfair', 'fair')",-0.8412092,-0.8301934,-0.5794771,-0.7026285,-0.4721463,-0.4909552,-0.0188089
30,1.0100306,0.92144316,"('intolerant', 'tolerant')",1.259122,1.1307069,1.0497475,0.94146466,1.1063,0.9978716,-0.1084284
31,-1.5296371,-1.384402,"('evil', 'good')",-0.67512196,-0.49946693,-1.2493267,-1.1760203,-1.1513619,-1.0199631,0.1313988
32,0.04950207,-0.2179393,"('unkind', 'kind')",0.19122455,-0.052349526,1.2892972,1.0248713,0.5100079,0.2515275,-0.2584804
33,0.23555796,0.24456275,"('wrong', 'right')",0.39093718,0.43288353,-0.6369512,-0.63491994,-0.0034854,0.0141754,0.0176608
34,0.014546669,0.124419935,"('mean', 'honorable')",0.35879162,0.4199542,5.64342,5.9667296,2.0055861,2.1703679,0.1647818
35,-1.0820131,-1.0740856,"('corrupt', 'incorrupt')",-0.43754137,-0.38001448,-0.72495407,-0.74998206,-0.7481695,-0.7346941,0.0134754
36,-0.93095225,-1.0183603,"('hostile', 'amicable')",-0.5311132,-0.61619276,-0.34585747,-0.4331584,-0.602641,-0.6892371,-0.0865961
37,0.1996058,0.18387027,"('fake', 'genuine')",-0.3609119,-0.4092814,-0.18091041,-0.075032495,-0.1140722,-0.1001479,0.0139243
38,-0.6125496,-0.605736,"('untruthful', 'truthful')",0.0365667,-0.04736878,-0.038976062,0.10241406,-0.2049863,-0.1835636,0.0214227
39,1.704779,1.7546535,"('exploitative', 'cooperative')",0.87903494,0.885575,0.4848871,0.48007837,1.0229003,1.0401023,0.017202
40,-0.52345717,-0.37307885,"('stingy', 'generous')",-0.07113647,0.046879172,-1.9724214,-1.881506,-0.8556717,-0.7359019,0.1197698
41,-0.45931455,-0.40195844,"('unforgiving', 'forgiving')",-0.17444782,-0.1712347,0.32125646,0.19543847,-0.1041686,-0.1259182,-0.0217496
42,0.08145972,0.095457435,"('unreliable', 'reliable')",-0.26871726,-0.23440114,-3.543524,-3.5636587,-1.2435939,-1.2342008,0.0093931
43,-0.104058266,-0.03935533,"('irresponsible', 'responsible')",-0.7313696,-0.7165292,0.04618101,0.1164543,-0.2630823,-0.2131434,0.0499389
44,0.44464594,0.42293873,"('prejudiced', 'unprejudiced')",-0.18487376,-0.15058805,-1.3865105,-1.4716904,-0.3755794,-0.3997799,-0.0242005
45,0.28791258,0.312001,"('incompetent', 'competent')",-0.82115215,-0.82243633,0.055936668,-0.009585645,-0.159101,-0.1733403,-0.0142393
46,0.93699145,0.80712044,"('uncompetitive', 'competitive')",-0.36564815,-0.4557209,-0.7633746,-0.85911876,-0.0640104,-0.1692397,-0.1052293
47,0.08385427,0.22165868,"('stupid', 'smart')",0.59564567,0.5893731,5.2660007,5.5656357,1.9818336,2.1255558,0.1437222
48,-0.18144608,-0.23857647,"('unintelligent', 'intelligent')",0.7802004,0.7264607,0.6338494,0.59747946,0.4108679,0.3617879,-0.04908
49,0.18334404,0.25360388,"('unable', 'able')",0.36972484,0.43869874,-0.19302943,-0.059310056,0.1200131,0.2109975,0.0909844
50,-0.35237888,-0.48397636,"('clumsy', 'skillful')",0.71527034,0.58978117,0.010410797,0.026290953,0.1244341,0.0440319,-0.0804022
51,0.965692,0.73262215,"('uneducated', 'educated')",0.303588,0.022490352,0.83307695,0.6887795,0.7007856,0.4812973,-0.2194883
52,-0.26919165,-0.3706275,"('irrational', 'rational')",0.035594426,-0.11909719,0.16834427,0.11287742,-0.021751,-0.1256158,-0.1038648
53,-0.6398945,-0.7140082,"('uncreative', 'creative')",-0.17450812,-0.29276708,0.2779374,0.23012054,-0.1788217,-0.2588849,-0.0800632
54,-0.77371335,-0.94840026,"('incapable', 'capable')",-0.6475164,-0.8718876,0.789842,0.8027128,-0.2104626,-0.3391917,-0.1287291
55,1.2318593,1.2181795,"('incompetent', 'clever')",0.21462668,0.14023614,0.67610884,0.6211694,0.7075316,0.6598616,-0.04767
56,0.95374274,0.8531244,"('impractical', 'practical')",0.56109494,0.47809118,-0.55230373,-0.6352869,0.3208447,0.2319762,-0.0888685
57,-0.72252005,-0.9023671,"('unimaginative', 'imaginative')",0.22766681,0.0113257915,-2.8084314,-2.9763703,-1.1010949,-1.2891372,-0.1880423
58,-0.039708138,-0.0057696253,"('undiscriminating', 'discriminating')",0.9496798,0.85207695,-0.11001535,-0.101366885,0.2666521,0.2483135,-0.0183386
59,0.0170061,0.14373875,"('foolish', 'wise')",-0.14938681,-0.13596576,-0.3361734,-0.15928054,-0.1561847,-0.0505025,0.1056822
60,1.1227939,1.1474687,"('inefficient', 'efficient')",1.1129607,1.1700289,-0.027749633,0.079745635,0.7360017,0.7990811,0.0630794
61,0.53159016,0.4573651,"('illogical', 'logical')",0.31022418,0.207181,0.44819027,0.28136784,0.4300015,0.3153047,-0.1146968
62,1.3570416,1.4225754,"('incompetent', 'brilliant')",0.7350475,0.78352624,0.48403636,0.59339327,0.8587085,0.933165,0.0744565
63,0.62705475,0.61200356,"('unperceptive', 'insightful')",-0.16016862,-0.18935746,0.35901532,0.482822,0.2753005,0.3018227,0.0265222
64,0.1957657,0.24311464,"('shy', 'confident')",-0.4446968,-0.3332999,-6.474944,-6.674448,-2.2412917,-2.2548777,-0.013586
65,0.40215313,0.3887737,"('insecure', 'secure')",0.40540287,0.2650835,0.10877714,0.1122656,0.3054444,0.2553743,-0.0500701
66,-0.7584233,-0.8282858,"('inactive', 'active')",-1.1881225,-1.2364254,0.08475216,0.12441039,-0.6205979,-0.6467669,-0.026169
67,0.47860396,0.38978592,"('doubtful', 'determined')",-0.10401664,-0.0670034,-0.6151726,-0.6928781,-0.0801951,-0.1233652,-0.0431701
68,0.22951852,0.17805906,"('dependent', 'independent')",-0.2241165,-0.25549373,-0.9931276,-0.8711781,-0.3292419,-0.3162042,0.0130377
69,-0.031773623,0.09746628,"('lazy', 'industrious')",0.53476745,0.7393492,-1.228375,-1.112484,-0.2417937,-0.0918895,0.1499042
70,-0.11773026,-0.13181187,"('lethargic', 'energetic')",-0.26441526,-0.34373063,0.112973526,0.18158515,-0.089724,-0.0979858,-0.0082618
71,-0.04683654,-0.040020898,"('diffident', 'self-confident')",0.7372744,0.7672353,0.11903076,0.15064259,0.2698229,0.292619,0.0227961
72,-0.45254573,-0.39421746,"('unambitious', 'ambitious')",-0.42807359,-0.40685576,-0.37673765,-0.20215438,-0.419119,-0.3344092,0.0847098
73,0.45369285,0.4393894,"('helpless', 'self-reliant')",0.63037133,0.64311224,-3.4758632,-3.3682666,-0.7972663,-0.7619216,0.0353447
74,0.2444244,0.18853532,"('undedicated', 'dedicated')",0.3089962,0.28531665,-0.30493307,-0.3632693,0.0828292,0.0368609,-0.0459683
75,-0.022656448,-0.013676763,"('meek', 'impulsive')",0.021235824,-0.03988105,-0.5772447,-0.49459642,-0.1928884,-0.1827181,0.0101703
76,0.8231667,0.76103264,"('anxious', 'daring')",0.28524286,0.19367903,-0.09825385,-0.15490101,0.3367186,0.2666035,-0.0701151
77,0.14481318,0.16308933,"('unmotivated', 'motivated')",0.36211368,0.40136105,-1.2433348,-1.0985004,-0.2454693,-0.1780167,0.0674526
78,-1.2659632,-1.2553574,"('nonresilient', 'resilient')",-0.21991368,-0.10338264,-0.22540174,-0.14591585,-0.5704262,-0.5015519,0.0688743
79,-1.5115545,-1.599948,"('wavering', 'unwavering')",-0.97150075,-1.0679439,-0.70906556,-0.62269795,-1.0640402,-1.0968633,-0.0328231
80,1.7585577,1.7774103,"('dominated', 'dominating')",0.46894324,0.40531224,-0.37623,-0.3618268,0.6170903,0.6069653,-0.010125
81,0.6472005,0.5015185,"('submissive', 'aggressive')",0.97593284,0.7540017,-0.30504215,-0.34809718,0.4393638,0.3024743,-0.1368895
82,-0.17434794,-0.2820629,"('poor', 'rich')",-0.06745608,-0.215769,6.8055086,6.871857,2.1879015,2.1246751,-0.0632264
83,0.3779034,0.33771944,"('powerless', 'powerful')",0.14611378,0.15152793,-1.2533522,-1.2883507,-0.2431117,-0.2663678,-0.0232561
84,0.10828546,0.07461469,"('inferior', 'superior')",0.185081,0.24385573,0.48800093,0.5070705,0.2604558,0.2751803,0.0147245
85,-0.94209576,-1.0487591,"('insignificant', 'prestigious')",0.15847076,0.06633158,-0.13825423,-0.21870512,-0.3072931,-0.4003776,-0.0930845
86,-0.55537933,-0.6066724,"('uninfluential', 'influential')",-0.2006255,-0.40950847,-0.24234942,-0.35060242,-0.3327847,-0.4555944,-0.1228097
87,1.3257535,1.1882515,"('unsuccessful', 'successful')",0.48676816,0.30648813,1.2179065,1.2202942,1.0101426,0.9050113,-0.1051313
88,-0.235494,-0.56903386,"('low', 'eminent')",0.7740499,0.4469847,0.10340734,-0.11709535,0.2139877,-0.0797148,-0.2937025
