,basics_male,basics_female,tuple,average_male,average_female,female-male
0,0.3762119,0.30242932,"('unsociable', 'sociable')",0.3762119,0.3024293,-0.0737826
1,1.1049492,1.1306162,"('unfriendly', 'friendly')",1.1049492,1.1306162,0.025667
2,0.3586257,0.46568516,"('unlikable', 'likable')",0.3586257,0.4656852,0.1070595
3,1.211529,1.2504014,"('repellent', 'pleasant')",1.211529,1.2504014,0.0388724
4,-7.5394497,-7.641306,"('disliked', 'liked')",-7.5394497,-7.6413059,-0.1018562
5,-0.6443653,-0.46597674,"('distant', 'outgoing')",-0.6443653,-0.4659767,0.1783886
6,-0.31259638,-0.18360029,"('distant', 'open')",-0.3125964,-0.1836003,0.1289961
7,1.6915681,1.7274129,"('insensitive', 'sensitive')",1.6915681,1.7274129,0.0358448
8,0.9294981,0.90665185,"('unaffectionate', 'affectionate')",0.9294981,0.9066519,-0.0228462
9,1.4165155,1.5470366,"('unaffectionate', 'caring')",1.4165155,1.5470366,0.1305211
10,1.8024178,1.706406,"('unsympathetic', 'sympathetic')",1.8024178,1.706406,-0.0960118
11,2.1622586,2.213601,"('unhelpful', 'helpful')",2.1622586,2.2136011,0.0513425
12,-1.1068337,-1.0095848,"('unsupportive', 'supportive')",-1.1068337,-1.0095848,0.0972489
13,0.50316703,0.5030167,"('impolite', 'polite')",0.503167,0.5030167,-0.0001503
14,0.5678658,0.5187357,"('antisocial', 'social')",0.5678658,0.5187357,-0.0491301
15,0.13430543,0.1751469,"('boring', 'funny')",0.1343054,0.1751469,0.0408415
16,-0.68877035,-0.5306915,"('unpopular', 'popular')",-0.6887704,-0.5306915,0.1580789
17,-0.07411803,-0.15402593,"('nasty', 'nice')",-0.074118,-0.1540259,-0.0799079
18,-0.4656564,-0.4101724,"('disagreeable', 'welcoming')",-0.4656564,-0.4101724,0.055484
19,-0.8145041,-0.73013204,"('inhospitable', 'hospitable')",-0.8145041,-0.730132,0.0843721
20,0.9509407,0.83803177,"('rough', 'thoughtful')",0.9509407,0.8380318,-0.1129089
21,0.5338724,0.5721778,"('immoral', 'moral')",0.5338724,0.5721778,0.0383054
22,0.33571842,0.2815526,"('untrustworthy', 'trustworthy')",0.3357184,0.2815526,-0.0541658
23,6.841586,6.9895735,"('insincere', 'sincere')",6.8415861,6.9895735,0.1479874
24,2.0272658,2.0386066,"('dishonest', 'honest')",2.0272658,2.0386066,0.0113408
25,0.46640772,0.37906256,"('egoistic', 'altruistic')",0.4664077,0.3790626,-0.0873451
26,0.067211375,-0.04888992,"('hardhearted', 'benevolent')",0.0672114,-0.0488899,-0.1161013
27,1.6404436,1.5496454,"('hardhearted', 'softhearted')",1.6404436,1.5496454,-0.0907982
28,1.2181745,1.1270503,"('disloyal', 'loyal')",1.2181745,1.1270503,-0.0911242
29,-0.18664816,-0.28469434,"('unfair', 'fair')",-0.1866482,-0.2846943,-0.0980461
30,1.3691931,1.2830604,"('intolerant', 'tolerant')",1.3691931,1.2830604,-0.0861327
31,-1.5196419,-1.4612855,"('evil', 'good')",-1.5196419,-1.4612855,0.0583564
32,1.3124701,1.2445661,"('unkind', 'kind')",1.3124701,1.2445661,-0.067904
33,-0.94893837,-0.8011458,"('wrong', 'right')",-0.9489384,-0.8011458,0.1477926
34,4.6308537,4.860847,"('mean', 'honorable')",4.6308537,4.860847,0.2299933
35,-1.4961791,-1.6195693,"('corrupt', 'incorrupt')",-1.4961791,-1.6195693,-0.1233902
36,-1.0959114,-1.2120705,"('hostile', 'amicable')",-1.0959114,-1.2120705,-0.1161591
37,0.9073331,0.8471159,"('fake', 'genuine')",0.9073331,0.8471159,-0.0602172
38,-0.16171075,-0.07682483,"('untruthful', 'truthful')",-0.1617108,-0.0768248,0.084886
39,0.33102378,0.29375955,"('exploitative', 'cooperative')",0.3310238,0.2937596,-0.0372642
40,-0.978138,-1.075802,"('stingy', 'generous')",-0.978138,-1.075802,-0.097664
41,0.08938154,-0.009726873,"('unforgiving', 'forgiving')",0.0893815,-0.0097269,-0.0991084
42,-1.6854373,-1.7588513,"('unreliable', 'reliable')",-1.6854373,-1.7588513,-0.073414
43,1.8092461,1.8199446,"('irresponsible', 'responsible')",1.8092461,1.8199446,0.0106985
44,-0.98087615,-1.1584375,"('prejudiced', 'unprejudiced')",-0.9808761,-1.1584375,-0.1775614
45,0.5815058,0.5191741,"('incompetent', 'competent')",0.5815058,0.5191741,-0.0623317
46,-0.10224926,-0.1196412,"('uncompetitive', 'competitive')",-0.1022493,-0.1196412,-0.0173919
47,5.806494,6.0948753,"('stupid', 'smart')",5.8064942,6.0948753,0.2883811
48,1.0382833,0.99044013,"('unintelligent', 'intelligent')",1.0382833,0.9904401,-0.0478432
49,-0.21678786,-0.06281529,"('unable', 'able')",-0.2167879,-0.0628153,0.1539726
50,-0.25393078,-0.19399837,"('clumsy', 'skillful')",-0.2539308,-0.1939984,0.0599324
51,0.70172703,0.6588783,"('uneducated', 'educated')",0.701727,0.6588783,-0.0428487
52,-0.8934351,-0.9358666,"('irrational', 'rational')",-0.8934351,-0.9358666,-0.0424315
53,0.42240018,0.39300036,"('uncreative', 'creative')",0.4224002,0.3930004,-0.0293998
54,0.92931896,1.0807709,"('incapable', 'capable')",0.929319,1.0807709,0.1514519
55,1.3922728,1.3684767,"('incompetent', 'clever')",1.3922728,1.3684767,-0.0237961
56,0.85061836,0.907779,"('impractical', 'practical')",0.8506184,0.907779,0.0571606
57,-2.5036526,-2.608746,"('unimaginative', 'imaginative')",-2.5036526,-2.6087461,-0.1050935
58,-0.195641,-0.2684467,"('undiscriminating', 'discriminating')",-0.195641,-0.2684467,-0.0728057
59,-0.29883197,-0.1713636,"('foolish', 'wise')",-0.298832,-0.1713636,0.1274684
60,1.14595,1.211141,"('inefficient', 'efficient')",1.14595,1.211141,0.065191
61,0.8356201,0.71235305,"('illogical', 'logical')",0.8356201,0.7123531,-0.123267
62,1.6672981,1.7914315,"('incompetent', 'brilliant')",1.6672981,1.7914315,0.1241334
63,0.92250866,1.0338778,"('unperceptive', 'insightful')",0.9225087,1.0338778,0.1113691
64,-5.8087115,-5.845364,"('shy', 'confident')",-5.8087115,-5.8453641,-0.0366526
65,1.2935845,1.2070397,"('insecure', 'secure')",1.2935845,1.2070397,-0.0865448
66,-0.074062586,-0.12530124,"('inactive', 'active')",-0.0740626,-0.1253012,-0.0512386
67,-0.62302727,-0.5132418,"('doubtful', 'determined')",-0.6230273,-0.5132418,0.1097855
68,-0.3257023,-0.26913172,"('dependent', 'independent')",-0.3257023,-0.2691317,0.0565706
69,-2.046652,-1.9658921,"('lazy', 'industrious')",-2.0466521,-1.9658921,0.08076
70,2.1438968,2.0769837,"('lethargic', 'energetic')",2.1438968,2.0769837,-0.0669131
71,0.39610142,0.5553111,"('diffident', 'self-confident')",0.3961014,0.5553111,0.1592097
72,0.9523301,1.0616114,"('unambitious', 'ambitious')",0.9523301,1.0616114,0.1092813
73,-3.1640153,-3.1090708,"('helpless', 'self-reliant')",-3.1640153,-3.1090708,0.0549445
74,0.15994543,0.09865138,"('undedicated', 'dedicated')",0.1599454,0.0986514,-0.061294
75,-1.0343069,-0.9787434,"('meek', 'impulsive')",-1.0343069,-0.9787434,0.0555635
76,1.3944032,1.2884343,"('anxious', 'daring')",1.3944032,1.2884343,-0.1059689
77,-0.8472846,-0.79675984,"('unmotivated', 'motivated')",-0.8472846,-0.7967598,0.0505248
78,-0.36010873,-0.2789236,"('nonresilient', 'resilient')",-0.3601087,-0.2789236,0.0811851
79,-0.5217347,-0.5413614,"('wavering', 'unwavering')",-0.5217347,-0.5413614,-0.0196267
80,0.40027466,0.31456771,"('dominated', 'dominating')",0.4002747,0.3145677,-0.085707
81,0.7571826,0.7011824,"('submissive', 'aggressive')",0.7571826,0.7011824,-0.0560002
82,6.492471,6.7331223,"('poor', 'rich')",6.4924712,6.7331223,0.2406511
83,-0.60516703,-0.5995282,"('powerless', 'powerful')",-0.605167,-0.5995282,0.0056388
84,-0.049809217,-0.04135006,"('inferior', 'superior')",-0.0498092,-0.0413501,0.0084591
85,-1.6498286,-1.7012479,"('insignificant', 'prestigious')",-1.6498286,-1.7012479,-0.0514193
86,0.8633564,0.8590515,"('uninfluential', 'influential')",0.8633564,0.8590515,-0.0043049
87,0.022788107,0.20867382,"('unsuccessful', 'successful')",0.0227881,0.2086738,0.1858857
88,-0.16001786,-0.103875555,"('low', 'eminent')",-0.1600179,-0.1038756,0.0561423
