,discover_male,discover_female,tuple,financial_male,financial_female,services_male,services_female,average_male,average_female,female-male
0,0.47639054,0.4031911,"('unsociable', 'sociable')",-0.04299146,-0.122492544,0.58325106,0.42417613,0.3388834,0.2349582,-0.1039252
1,-0.8448437,-0.78761643,"('unfriendly', 'friendly')",1.0334029,0.94196606,-0.44925195,-0.66974956,-0.0868976,-0.1718,-0.0849024
2,0.65148586,0.70024735,"('unlikable', 'likable')",2.0336802,2.092368,1.4949996,1.4874624,1.3933886,1.4266925,0.0333039
3,0.39790732,0.49846524,"('repellent', 'pleasant')",-0.68964005,-0.6485036,0.72796077,0.8497851,0.1454093,0.2332489,0.0878396
4,-1.2818242,-1.2522897,"('disliked', 'liked')",0.23412377,0.27121544,-3.3940473,-3.296737,-1.4805826,-1.425937,0.0546456
5,-0.8692779,-0.85159355,"('distant', 'outgoing')",1.058646,1.0822797,-0.5943188,-0.5803826,-0.1349836,-0.1165655,0.0184181
6,-0.9228195,-0.87094533,"('distant', 'open')",0.3098206,0.3505618,-1.0400882,-1.0272539,-0.551029,-0.5158792,0.0351498
7,1.3724282,1.3565018,"('insensitive', 'sensitive')",0.29551178,0.28336146,0.088809624,0.11599185,0.5855832,0.585285,-0.0002982
8,-0.49050814,-0.45842913,"('unaffectionate', 'affectionate')",0.16141923,0.102605104,-0.736399,-0.8095606,-0.3551626,-0.3884616,-0.033299
9,0.4272174,0.4317132,"('unaffectionate', 'caring')",1.2014906,1.1491535,1.1041842,1.0201603,0.910964,0.867009,-0.043955
10,1.3510869,1.3289183,"('unsympathetic', 'sympathetic')",-1.3280714,-1.3196737,-0.028467573,0.062853,-0.0018174,0.0240326,0.02585
11,1.6470845,1.630366,"('unhelpful', 'helpful')",-0.16077484,-0.1844226,2.6081395,2.5598886,1.3648163,1.3352772,-0.0295391
12,1.1514822,1.2241873,"('unsupportive', 'supportive')",0.9412649,0.9924488,-0.32342836,-0.21975741,0.5897729,0.6656262,0.0758533
