,package_male,package_female,tuple,average_male,average_female,female-male
0,0.69349885,0.56406575,"('unsociable', 'sociable')",0.6934988,0.5640658,-0.129433
1,0.99472463,0.8428692,"('unfriendly', 'friendly')",0.9947246,0.8428692,-0.1518554
2,0.5939434,0.71565855,"('unlikable', 'likable')",0.5939434,0.7156585,0.1217151
3,0.60059524,0.71047187,"('repellent', 'pleasant')",0.6005952,0.7104719,0.1098767
4,-7.1260824,-7.335913,"('disliked', 'liked')",-7.1260824,-7.3359132,-0.2098308
5,-0.7540587,-0.7506537,"('distant', 'outgoing')",-0.7540587,-0.7506537,0.003405
6,-0.35086274,-0.40016004,"('distant', 'open')",-0.3508627,-0.40016,-0.0492973
7,1.148555,1.2466747,"('insensitive', 'sensitive')",1.148555,1.2466747,0.0981197
8,0.57976013,0.4852087,"('unaffectionate', 'affectionate')",0.5797601,0.4852087,-0.0945514
9,1.5971119,1.6055695,"('unaffectionate', 'caring')",1.5971119,1.6055695,0.0084576
10,1.4422883,1.5582501,"('unsympathetic', 'sympathetic')",1.4422883,1.5582501,0.1159618
11,2.2174194,2.294881,"('unhelpful', 'helpful')",2.2174194,2.2948811,0.0774617
12,-1.3415935,-1.355958,"('unsupportive', 'supportive')",-1.3415935,-1.355958,-0.0143645
13,0.6510035,0.6943952,"('impolite', 'polite')",0.6510035,0.6943952,0.0433917
14,0.35794088,0.33443087,"('antisocial', 'social')",0.3579409,0.3344309,-0.02351
15,0.53836745,0.42390558,"('boring', 'funny')",0.5383675,0.4239056,-0.1144619
16,-0.45960337,-0.4578514,"('unpopular', 'popular')",-0.4596034,-0.4578514,0.001752
17,-0.4161693,-0.31211528,"('nasty', 'nice')",-0.4161693,-0.3121153,0.104054
18,-0.9207156,-0.8445553,"('disagreeable', 'welcoming')",-0.9207156,-0.8445553,0.0761603
19,-1.0210326,-0.9505947,"('inhospitable', 'hospitable')",-1.0210326,-0.9505947,0.0704379
20,0.8905878,0.867807,"('rough', 'thoughtful')",0.8905878,0.867807,-0.0227808
21,0.62096727,0.7861227,"('immoral', 'moral')",0.6209673,0.7861227,0.1651554
22,-0.051271547,-0.050464533,"('untrustworthy', 'trustworthy')",-0.0512715,-0.0504645,0.000807
23,6.2824025,6.440565,"('insincere', 'sincere')",6.2824025,6.4405651,0.1581626
24,1.6173849,1.6534635,"('dishonest', 'honest')",1.6173849,1.6534635,0.0360786
25,0.23413587,0.19117293,"('egoistic', 'altruistic')",0.2341359,0.1911729,-0.042963
26,0.6944457,0.4486704,"('hardhearted', 'benevolent')",0.6944457,0.4486704,-0.2457753
27,1.336481,1.2447684,"('hardhearted', 'softhearted')",1.336481,1.2447684,-0.0917126
28,1.3998057,1.34615,"('disloyal', 'loyal')",1.3998057,1.34615,-0.0536557
29,-0.6870157,-0.73094743,"('unfair', 'fair')",-0.6870157,-0.7309474,-0.0439317
30,1.3651485,1.4715871,"('intolerant', 'tolerant')",1.3651485,1.4715871,0.1064386
31,-1.960293,-2.0168514,"('evil', 'good')",-1.9602931,-2.0168514,-0.0565583
32,1.3337533,1.3416517,"('unkind', 'kind')",1.3337533,1.3416517,0.0078984
33,-0.41553333,-0.5001941,"('wrong', 'right')",-0.4155333,-0.5001941,-0.0846608
34,3.9958172,4.2835197,"('mean', 'honorable')",3.9958172,4.2835197,0.2877025
35,-1.5992607,-1.8613534,"('corrupt', 'incorrupt')",-1.5992607,-1.8613534,-0.2620927
36,-1.0361547,-1.2408248,"('hostile', 'amicable')",-1.0361547,-1.2408248,-0.2046701
37,0.7238226,0.7956944,"('fake', 'genuine')",0.7238226,0.7956944,0.0718718
38,-0.2047565,-0.14836676,"('untruthful', 'truthful')",-0.2047565,-0.1483668,0.0563897
39,0.596424,0.66833854,"('exploitative', 'cooperative')",0.596424,0.6683385,0.0719145
40,-1.8578784,-1.982352,"('stingy', 'generous')",-1.8578784,-1.982352,-0.1244736
41,0.45333606,0.4098196,"('unforgiving', 'forgiving')",0.4533361,0.4098196,-0.0435165
42,-1.7694592,-1.7072626,"('unreliable', 'reliable')",-1.7694592,-1.7072626,0.0621966
43,1.5657591,1.7479893,"('irresponsible', 'responsible')",1.5657591,1.7479893,0.1822302
44,-0.90356094,-0.84355325,"('prejudiced', 'unprejudiced')",-0.9035609,-0.8435532,0.0600077
45,0.82596725,0.76132375,"('incompetent', 'competent')",0.8259673,0.7613238,-0.0646435
46,-0.018347673,0.023138784,"('uncompetitive', 'competitive')",-0.0183477,0.0231388,0.0414865
47,5.006772,5.2209024,"('stupid', 'smart')",5.006772,5.2209024,0.2141304
48,0.8075847,0.7988755,"('unintelligent', 'intelligent')",0.8075847,0.7988755,-0.0087092
49,0.14586371,0.3536145,"('unable', 'able')",0.1458637,0.3536145,0.2077508
50,-0.5392106,-0.52955353,"('clumsy', 'skillful')",-0.5392106,-0.5295535,0.0096571
51,0.22348255,0.26044354,"('uneducated', 'educated')",0.2234825,0.2604435,0.036961
52,-0.7746695,-0.9655403,"('irrational', 'rational')",-0.7746695,-0.9655403,-0.1908708
53,-0.046890996,-0.04030684,"('uncreative', 'creative')",-0.046891,-0.0403068,0.0065842
54,0.9182575,1.0961878,"('incapable', 'capable')",0.9182575,1.0961878,0.1779303
55,1.2845676,1.3815217,"('incompetent', 'clever')",1.2845676,1.3815217,0.0969541
56,1.3040038,1.3120291,"('impractical', 'practical')",1.3040038,1.3120291,0.0080253
57,-2.238855,-2.3201454,"('unimaginative', 'imaginative')",-2.2388549,-2.3201454,-0.0812905
58,0.27367038,0.21562608,"('undiscriminating', 'discriminating')",0.2736704,0.2156261,-0.0580443
59,-0.64214957,-0.66444933,"('foolish', 'wise')",-0.6421496,-0.6644493,-0.0222997
60,1.5689963,1.8245901,"('inefficient', 'efficient')",1.5689963,1.8245901,0.2555938
61,0.56781435,0.4513809,"('illogical', 'logical')",0.5678144,0.4513809,-0.1164335
62,1.5506232,1.7002225,"('incompetent', 'brilliant')",1.5506232,1.7002225,0.1495993
63,0.55134606,0.5985046,"('unperceptive', 'insightful')",0.5513461,0.5985046,0.0471585
64,-5.367923,-5.4350038,"('shy', 'confident')",-5.3679228,-5.4350038,-0.067081
65,0.85890496,1.0091087,"('insecure', 'secure')",0.858905,1.0091087,0.1502037
66,-0.641968,-0.7598361,"('inactive', 'active')",-0.641968,-0.7598361,-0.1178681
67,-0.28529307,-0.21589138,"('doubtful', 'determined')",-0.2852931,-0.2158914,0.0694017
68,-1.1033152,-0.94789773,"('dependent', 'independent')",-1.1033152,-0.9478977,0.1554175
