,precision_male,precision_female,tuple,castparts_male,castparts_female,corp_male,corp_female,average_male,average_female,female-male
0,1.8521444,2.108909,"('unsociable', 'sociable')",0.23884141,0.27767482,-0.017742492,-0.20290074,0.6910811,0.7278944,0.0368133
1,-0.70323294,-0.8761465,"('unfriendly', 'friendly')",-0.069263265,-0.10351318,1.5423818,1.4386609,0.2566285,0.1530004,-0.1036281
2,0.27968535,0.28294116,"('unlikable', 'likable')",0.1925889,0.3485474,0.60760534,0.6702753,0.3599598,0.4339213,0.0739615
3,-0.035732083,0.2442048,"('repellent', 'pleasant')",-0.6502433,-0.46854132,0.71960324,0.6942751,0.0112093,0.1566462,0.1454369
4,-0.6101628,-0.80601513,"('disliked', 'liked')",-0.19631375,-0.19045995,-6.8158016,-6.943749,-2.5407594,-2.6467414,-0.105982
5,-2.256943,-2.5406055,"('distant', 'outgoing')",-0.1321862,-0.13666393,-0.19249526,-0.15234017,-0.8605415,-0.9432032,-0.0826617
6,-2.4189596,-2.7336,"('distant', 'open')",-0.52948433,-0.53293216,-0.21822874,-0.19852963,-1.0555576,-1.1550206,-0.099463
7,0.8889009,1.0442915,"('insensitive', 'sensitive')",-0.32210723,-0.219986,-0.014353052,0.014690783,0.1841469,0.2796654,0.0955185
8,-1.2350483,-1.5371351,"('unaffectionate', 'affectionate')",-0.8144974,-0.8940951,0.9333926,0.91405183,-0.3720511,-0.5057262,-0.1336751
9,0.18353806,-0.0050786193,"('unaffectionate', 'caring')",-0.09452845,-0.12011904,1.4320261,1.4652588,0.5070119,0.4466871,-0.0603248
10,1.6320581,1.9758023,"('unsympathetic', 'sympathetic')",-0.6195892,-0.4476804,-0.5638764,-0.50576776,0.1495308,0.3407847,0.1912539
11,0.9456633,1.1328013,"('unhelpful', 'helpful')",0.011027362,0.14246592,1.6991625,1.8709991,0.8852843,1.0487555,0.1634712
12,1.3766246,1.5747931,"('unsupportive', 'supportive')",0.22228986,0.39438024,-1.9746864,-1.968688,-0.1252573,0.0001618,0.1254191
13,1.5475614,1.7043161,"('impolite', 'polite')",0.47094375,0.53593326,-0.5938669,-0.56366247,0.4748794,0.5588623,0.0839829
14,1.8452553,2.0686095,"('antisocial', 'social')",0.60336226,0.6602605,-0.5022878,-0.625454,0.6487765,0.7011387,0.0523622
