,fry_male,fry_female,tuple,average_male,average_female,female-male
0,0.21341185,0.16644184,"('unsociable', 'sociable')",0.2134119,0.1664418,-0.0469701
1,1.5069227,1.4855281,"('unfriendly', 'friendly')",1.5069227,1.4855281,-0.0213946
2,0.5949633,0.76781905,"('unlikable', 'likable')",0.5949633,0.767819,0.1728557
3,1.054329,1.2619271,"('repellent', 'pleasant')",1.054329,1.2619271,0.2075981
4,-6.973056,-6.843908,"('disliked', 'liked')",-6.9730558,-6.8439078,0.129148
5,-0.37330416,-0.22528115,"('distant', 'outgoing')",-0.3733042,-0.2252811,0.1480231
6,-0.12106305,-0.002193287,"('distant', 'open')",-0.1210631,-0.0021933,0.1188698
7,1.5240539,1.5926394,"('insensitive', 'sensitive')",1.5240539,1.5926394,0.0685855
8,1.0163226,0.95801115,"('unaffectionate', 'affectionate')",1.0163226,0.9580112,-0.0583114
9,1.3953378,1.4394481,"('unaffectionate', 'caring')",1.3953378,1.4394481,0.0441103
10,1.6913421,1.7262025,"('unsympathetic', 'sympathetic')",1.6913421,1.7262025,0.0348604
11,2.1877701,2.1828022,"('unhelpful', 'helpful')",2.1877701,2.1828022,-0.0049679
12,-0.86252445,-0.7730394,"('unsupportive', 'supportive')",-0.8625244,-0.7730394,0.089485
13,0.4499414,0.36820358,"('impolite', 'polite')",0.4499414,0.3682036,-0.0817378
14,0.43335572,0.35121313,"('antisocial', 'social')",0.4333557,0.3512131,-0.0821426
15,0.39499864,0.36830848,"('boring', 'funny')",0.3949986,0.3683085,-0.0266901
16,-0.83175427,-0.5899384,"('unpopular', 'popular')",-0.8317543,-0.5899384,0.2418159
17,-0.09316206,-0.059451744,"('nasty', 'nice')",-0.0931621,-0.0594517,0.0337104
18,-0.1487577,-0.12311311,"('disagreeable', 'welcoming')",-0.1487577,-0.1231131,0.0256446
19,-0.22076866,-0.14106916,"('inhospitable', 'hospitable')",-0.2207687,-0.1410692,0.0796995
20,0.8161724,0.73244417,"('rough', 'thoughtful')",0.8161724,0.7324442,-0.0837282
21,0.4855563,0.6028529,"('immoral', 'moral')",0.4855563,0.6028529,0.1172966
22,0.33763105,0.2565853,"('untrustworthy', 'trustworthy')",0.337631,0.2565853,-0.0810457
23,6.760238,6.780531,"('insincere', 'sincere')",6.7602382,6.7805309,0.0202927
24,2.2191005,2.2517886,"('dishonest', 'honest')",2.2191005,2.2517886,0.0326881
25,0.29528376,0.26456827,"('egoistic', 'altruistic')",0.2952838,0.2645683,-0.0307155
26,0.04429289,-0.026841614,"('hardhearted', 'benevolent')",0.0442929,-0.0268416,-0.0711345
27,1.4861624,1.394862,"('hardhearted', 'softhearted')",1.4861624,1.3948621,-0.0913003
28,1.267274,1.3133558,"('disloyal', 'loyal')",1.267274,1.3133558,0.0460818
29,-0.16400316,-0.25075388,"('unfair', 'fair')",-0.1640032,-0.2507539,-0.0867507
30,1.367372,1.2239677,"('intolerant', 'tolerant')",1.367372,1.2239677,-0.1434043
31,-1.569592,-1.4752244,"('evil', 'good')",-1.569592,-1.4752244,0.0943676
32,1.3383765,1.2339424,"('unkind', 'kind')",1.3383765,1.2339424,-0.1044341
33,-0.6586028,-0.5893987,"('wrong', 'right')",-0.6586028,-0.5893987,0.0692041
34,4.5093613,4.679036,"('mean', 'honorable')",4.5093613,4.6790361,0.1696748
35,-1.2503055,-1.2605802,"('corrupt', 'incorrupt')",-1.2503055,-1.2605802,-0.0102747
36,-1.1358647,-1.1138316,"('hostile', 'amicable')",-1.1358647,-1.1138316,0.0220331
37,1.0881824,1.0804236,"('fake', 'genuine')",1.0881824,1.0804236,-0.0077588
38,0.22046395,0.1902098,"('untruthful', 'truthful')",0.2204639,0.1902098,-0.0302541
39,0.09033735,0.089947574,"('exploitative', 'cooperative')",0.0903374,0.0899476,-0.0003898
40,-0.9624416,-0.94551826,"('stingy', 'generous')",-0.9624416,-0.9455183,0.0169233
41,0.08478105,0.0058846027,"('unforgiving', 'forgiving')",0.0847811,0.0058846,-0.0788965
42,-1.3289897,-1.2739896,"('unreliable', 'reliable')",-1.3289897,-1.2739896,0.0550001
43,1.7786295,1.6725051,"('irresponsible', 'responsible')",1.7786295,1.6725051,-0.1061244
44,-1.3569356,-1.5336431,"('prejudiced', 'unprejudiced')",-1.3569356,-1.5336431,-0.1767075
45,0.5882615,0.72795826,"('incompetent', 'competent')",0.5882615,0.7279583,0.1396968
46,0.027053855,0.07072553,"('uncompetitive', 'competitive')",0.0270539,0.0707255,0.0436716
47,5.5316396,5.695746,"('stupid', 'smart')",5.5316396,5.6957459,0.1641063
48,1.1453931,1.1608875,"('unintelligent', 'intelligent')",1.1453931,1.1608875,0.0154944
49,0.25655246,0.4428129,"('unable', 'able')",0.2565525,0.4428129,0.1862604
50,0.11482731,0.33709738,"('clumsy', 'skillful')",0.1148273,0.3370974,0.2222701
51,1.0760692,1.1085758,"('uneducated', 'educated')",1.0760692,1.1085758,0.0325066
52,-0.55498517,-0.45218462,"('irrational', 'rational')",-0.5549852,-0.4521846,0.1028006
53,0.42927697,0.46873748,"('uncreative', 'creative')",0.429277,0.4687375,0.0394605
54,1.2621222,1.4585979,"('incapable', 'capable')",1.2621222,1.4585979,0.1964757
55,1.3590049,1.3699784,"('incompetent', 'clever')",1.3590049,1.3699784,0.0109735
56,1.1142973,1.1190273,"('impractical', 'practical')",1.1142973,1.1190273,0.00473
57,-2.105693,-2.0290542,"('unimaginative', 'imaginative')",-2.1056931,-2.0290542,0.0766389
58,-0.13498321,-0.100455396,"('undiscriminating', 'discriminating')",-0.1349832,-0.1004554,0.0345278
59,0.15462515,0.376455,"('foolish', 'wise')",0.1546251,0.376455,0.2218299
60,0.8915364,0.88424057,"('inefficient', 'efficient')",0.8915364,0.8842406,-0.0072958
61,0.53274167,0.47760555,"('illogical', 'logical')",0.5327417,0.4776056,-0.0551361
62,1.8462913,1.977159,"('incompetent', 'brilliant')",1.8462913,1.977159,0.1308677
63,1.2136333,1.4016267,"('unperceptive', 'insightful')",1.2136333,1.4016267,0.1879934
64,-5.163332,-5.009407,"('shy', 'confident')",-5.163332,-5.009407,0.153925
65,1.3928336,1.3662475,"('insecure', 'secure')",1.3928336,1.3662475,-0.0265861
66,-0.100525245,-0.017736644,"('inactive', 'active')",-0.1005252,-0.0177366,0.0827886
67,-0.84595174,-0.807213,"('doubtful', 'determined')",-0.8459517,-0.807213,0.0387387
68,-0.08488253,-0.015103741,"('dependent', 'independent')",-0.0848825,-0.0151037,0.0697788
69,-1.7469529,-1.6734103,"('lazy', 'industrious')",-1.7469529,-1.6734103,0.0735426
70,1.8649807,1.8927836,"('lethargic', 'energetic')",1.8649807,1.8927836,0.0278029
71,0.45811665,0.6360672,"('diffident', 'self-confident')",0.4581167,0.6360672,0.1779505
72,1.088235,1.1147237,"('unambitious', 'ambitious')",1.088235,1.1147237,0.0264887
73,-2.814539,-2.678547,"('helpless', 'self-reliant')",-2.814539,-2.6785469,0.1359921
74,0.47887382,0.41869828,"('undedicated', 'dedicated')",0.4788738,0.4186983,-0.0601755
75,-0.8424556,-0.7420388,"('meek', 'impulsive')",-0.8424556,-0.7420388,0.1004168
76,1.1085784,1.0447743,"('anxious', 'daring')",1.1085784,1.0447743,-0.0638041
77,-0.8929741,-0.8227532,"('unmotivated', 'motivated')",-0.8929741,-0.8227532,0.0702209
78,-0.43428817,-0.34332883,"('nonresilient', 'resilient')",-0.4342882,-0.3433288,0.0909594
79,-0.25422776,-0.09508657,"('wavering', 'unwavering')",-0.2542278,-0.0950866,0.1591412
80,0.3981121,0.3057218,"('dominated', 'dominating')",0.3981121,0.3057218,-0.0923903
81,0.77441204,0.771764,"('submissive', 'aggressive')",0.774412,0.771764,-0.002648
82,6.15188,6.4088726,"('poor', 'rich')",6.1518798,6.4088726,0.2569928
83,-0.29958752,-0.31934655,"('powerless', 'powerful')",-0.2995875,-0.3193465,-0.019759
84,0.0140833855,0.028852046,"('inferior', 'superior')",0.0140834,0.028852,0.0147686
85,-1.609282,-1.5412673,"('insignificant', 'prestigious')",-1.609282,-1.5412673,0.0680147
86,0.8323763,0.894094,"('uninfluential', 'influential')",0.8323763,0.894094,0.0617177
87,0.14441389,0.4036232,"('unsuccessful', 'successful')",0.1444139,0.4036232,0.2592093
88,0.06853326,0.24664746,"('low', 'eminent')",0.0685333,0.2466475,0.1781142
