,overload_male,overload_female,tuple,average_male,average_female,female-male
0,-0.7352769,-0.92129433,"('unsociable', 'sociable')",-0.7352769,-0.9212943,-0.1860174
1,-0.65651244,-0.7438516,"('unfriendly', 'friendly')",-0.6565124,-0.7438516,-0.0873392
2,-0.46763766,-0.36453503,"('unlikable', 'likable')",-0.4676377,-0.364535,0.1031027
3,-0.7281033,-0.7362808,"('repellent', 'pleasant')",-0.7281033,-0.7362808,-0.0081775
4,-2.3317049,-2.3797827,"('disliked', 'liked')",-2.3317049,-2.3797827,-0.0480778
5,-0.4854711,-0.3635753,"('distant', 'outgoing')",-0.4854711,-0.3635753,0.1218958
6,-0.47134912,-0.49754137,"('distant', 'open')",-0.4713491,-0.4975414,-0.0261923
7,0.15679091,0.065575495,"('insensitive', 'sensitive')",0.1567909,0.0655755,-0.0912154
8,-1.0407798,-1.0762187,"('unaffectionate', 'affectionate')",-1.0407798,-1.0762187,-0.0354389
9,-0.80221426,-0.81380486,"('unaffectionate', 'caring')",-0.8022143,-0.8138049,-0.0115906
10,-0.89647764,-1.1526067,"('unsympathetic', 'sympathetic')",-0.8964776,-1.1526067,-0.2561291
11,0.4540638,0.6196425,"('unhelpful', 'helpful')",0.4540638,0.6196425,0.1655787
12,-0.8200481,-0.83289915,"('unsupportive', 'supportive')",-0.8200481,-0.8328992,-0.0128511
13,-0.6485501,-0.65836734,"('impolite', 'polite')",-0.6485501,-0.6583673,-0.0098172
14,0.4729851,0.29301205,"('antisocial', 'social')",0.4729851,0.2930121,-0.179973
15,0.052669015,0.046069033,"('boring', 'funny')",0.052669,0.046069,-0.0066
16,-1.8479999,-1.7463996,"('unpopular', 'popular')",-1.8479999,-1.7463996,0.1016003
17,-1.087183,-1.0672492,"('nasty', 'nice')",-1.087183,-1.0672492,0.0199338
18,-1.5081675,-1.3502115,"('disagreeable', 'welcoming')",-1.5081675,-1.3502115,0.157956
19,-2.118696,-1.9549618,"('inhospitable', 'hospitable')",-2.118696,-1.9549618,0.1637342
20,-0.40394226,-0.4304214,"('rough', 'thoughtful')",-0.4039423,-0.4304214,-0.0264791
21,-1.0347525,-0.9516721,"('immoral', 'moral')",-1.0347525,-0.9516721,0.0830804
22,0.13589641,0.02387836,"('untrustworthy', 'trustworthy')",0.1358964,0.0238784,-0.112018
23,1.4914602,1.5705864,"('insincere', 'sincere')",1.4914602,1.5705864,0.0791262
24,0.16299953,0.12549415,"('dishonest', 'honest')",0.1629995,0.1254942,-0.0375053
25,-0.4951998,-0.3902937,"('egoistic', 'altruistic')",-0.4951998,-0.3902937,0.1049061
26,1.3862717,0.9845264,"('hardhearted', 'benevolent')",1.3862717,0.9845264,-0.4017453
27,-0.54268837,-0.6342025,"('hardhearted', 'softhearted')",-0.5426884,-0.6342025,-0.0915141
28,-0.35374296,-0.40352166,"('disloyal', 'loyal')",-0.353743,-0.4035217,-0.0497787
29,-0.6860943,-0.7488083,"('unfair', 'fair')",-0.6860943,-0.7488083,-0.062714
30,-0.1557069,-0.11202812,"('intolerant', 'tolerant')",-0.1557069,-0.1120281,0.0436788
31,-1.581665,-1.5264302,"('evil', 'good')",-1.581665,-1.5264302,0.0552348
32,-0.26081297,-0.47589323,"('unkind', 'kind')",-0.260813,-0.4758932,-0.2150802
33,-0.029664993,0.052122854,"('wrong', 'right')",-0.029665,0.0521229,0.0817879
34,0.8570852,1.1540669,"('mean', 'honorable')",0.8570852,1.1540669,0.2969817
35,-0.89089936,-0.9680405,"('corrupt', 'incorrupt')",-0.8908994,-0.9680405,-0.0771411
36,-1.1952168,-1.2696296,"('hostile', 'amicable')",-1.1952168,-1.2696296,-0.0744128
37,-0.51142144,-0.558061,"('fake', 'genuine')",-0.5114214,-0.558061,-0.0466396
38,-0.33401093,-0.33785832,"('untruthful', 'truthful')",-0.3340109,-0.3378583,-0.0038474
39,-0.03272875,0.10721178,"('exploitative', 'cooperative')",-0.0327288,0.1072118,0.1399406
40,-1.1250459,-1.1140268,"('stingy', 'generous')",-1.1250459,-1.1140268,0.0110191
41,-0.0344817,-0.19740817,"('unforgiving', 'forgiving')",-0.0344817,-0.1974082,-0.1629265
42,-1.2816306,-1.1829313,"('unreliable', 'reliable')",-1.2816306,-1.1829313,0.0986993
