,village_male,village_female,tuple,average_male,average_female,female-male
0,0.9555976,0.8453369,"('unsociable', 'sociable')",0.9555976,0.8453369,-0.1102607
1,1.0363797,0.8568225,"('unfriendly', 'friendly')",1.0363797,0.8568225,-0.1795572
2,0.10222583,0.12037031,"('unlikable', 'likable')",0.1022258,0.1203703,0.0181445
3,0.5798858,0.6344727,"('repellent', 'pleasant')",0.5798858,0.6344727,0.0545869
4,-6.6526446,-6.802373,"('disliked', 'liked')",-6.6526446,-6.8023729,-0.1497283
5,-1.173914,-1.1803443,"('distant', 'outgoing')",-1.173914,-1.1803443,-0.0064303
6,-0.6825247,-0.70824134,"('distant', 'open')",-0.6825247,-0.7082413,-0.0257166
7,1.6142159,1.6322411,"('insensitive', 'sensitive')",1.6142159,1.6322411,0.0180252
8,1.1004528,0.9355421,"('unaffectionate', 'affectionate')",1.1004528,0.9355421,-0.1649107
9,1.8118573,1.7286937,"('unaffectionate', 'caring')",1.8118573,1.7286937,-0.0831636
10,1.2414881,1.329917,"('unsympathetic', 'sympathetic')",1.2414881,1.329917,0.0884289
11,1.9312363,1.9920906,"('unhelpful', 'helpful')",1.9312363,1.9920906,0.0608543
12,-1.2384951,-1.25917,"('unsupportive', 'supportive')",-1.2384951,-1.2591701,-0.020675
13,0.118409485,0.14611202,"('impolite', 'polite')",0.1184095,0.146112,0.0277025
14,0.4407699,0.51230234,"('antisocial', 'social')",0.4407699,0.5123023,0.0715324
15,0.49190164,0.33588177,"('boring', 'funny')",0.4919016,0.3358818,-0.1560198
16,0.23356071,0.10017192,"('unpopular', 'popular')",0.2335607,0.1001719,-0.1333888
17,-0.22316298,-0.21780628,"('nasty', 'nice')",-0.223163,-0.2178063,0.0053567
18,-0.7125743,-0.7894666,"('disagreeable', 'welcoming')",-0.7125743,-0.7894666,-0.0768923
19,-0.552242,-0.6002493,"('inhospitable', 'hospitable')",-0.552242,-0.6002493,-0.0480073
20,0.8428635,0.7832645,"('rough', 'thoughtful')",0.8428635,0.7832645,-0.059599
21,0.026870903,0.098996446,"('immoral', 'moral')",0.0268709,0.0989964,0.0721255
22,0.033899955,0.019618027,"('untrustworthy', 'trustworthy')",0.0339,0.019618,-0.014282
23,6.0221415,6.067796,"('insincere', 'sincere')",6.0221415,6.0677962,0.0456547
24,1.5143273,1.4639736,"('dishonest', 'honest')",1.5143273,1.4639736,-0.0503537
25,0.7572925,0.5573745,"('egoistic', 'altruistic')",0.7572925,0.5573745,-0.199918
26,0.7305039,0.69298124,"('hardhearted', 'benevolent')",0.7305039,0.6929812,-0.0375227
27,1.2909099,1.0759375,"('hardhearted', 'softhearted')",1.2909099,1.0759375,-0.2149724
28,0.96528167,0.9373899,"('disloyal', 'loyal')",0.9652817,0.9373899,-0.0278918
29,-0.49765074,-0.5589057,"('unfair', 'fair')",-0.4976507,-0.5589057,-0.061255
30,1.0642216,1.1070658,"('intolerant', 'tolerant')",1.0642216,1.1070658,0.0428442
31,-1.4117779,-1.5290178,"('evil', 'good')",-1.4117779,-1.5290178,-0.1172399
32,1.2907145,1.2257146,"('unkind', 'kind')",1.2907145,1.2257146,-0.0649999
33,-0.12697096,-0.23769291,"('wrong', 'right')",-0.126971,-0.2376929,-0.1107219
34,4.6844974,4.7763352,"('mean', 'honorable')",4.6844974,4.7763352,0.0918378
35,-1.0348661,-1.2981869,"('corrupt', 'incorrupt')",-1.0348661,-1.2981869,-0.2633208
36,-0.75920856,-1.0111883,"('hostile', 'amicable')",-0.7592086,-1.0111883,-0.2519797
37,0.75098735,0.68093765,"('fake', 'genuine')",0.7509874,0.6809376,-0.0700498
38,0.4685873,0.40612054,"('untruthful', 'truthful')",0.4685873,0.4061205,-0.0624668
39,0.6524598,0.632723,"('exploitative', 'cooperative')",0.6524598,0.632723,-0.0197368
40,-1.9978707,-2.0727108,"('stingy', 'generous')",-1.9978707,-2.0727108,-0.0748401
41,0.26890263,0.22169498,"('unforgiving', 'forgiving')",0.2689026,0.221695,-0.0472076
42,-2.1318266,-2.0403469,"('unreliable', 'reliable')",-2.1318266,-2.0403469,0.0914797
43,1.3331968,1.3993859,"('irresponsible', 'responsible')",1.3331968,1.3993859,0.0661891
44,-1.6054896,-1.5443794,"('prejudiced', 'unprejudiced')",-1.6054896,-1.5443794,0.0611102
45,0.9744748,0.9364209,"('incompetent', 'competent')",0.9744748,0.9364209,-0.0380539
46,0.22678182,0.2739361,"('uncompetitive', 'competitive')",0.2267818,0.2739361,0.0471543
47,4.8900514,5.061728,"('stupid', 'smart')",4.8900514,5.061728,0.1716766
48,0.7255796,0.73952854,"('unintelligent', 'intelligent')",0.7255796,0.7395285,0.0139489
49,-0.2998168,-0.195019,"('unable', 'able')",-0.2998168,-0.195019,0.1047978
50,-0.65363044,-0.71129185,"('clumsy', 'skillful')",-0.6536304,-0.7112918,-0.0576614
51,0.2874006,0.29465657,"('uneducated', 'educated')",0.2874006,0.2946566,0.007256
52,-0.3827348,-0.5950068,"('irrational', 'rational')",-0.3827348,-0.5950068,-0.212272
53,0.22924015,0.16092092,"('uncreative', 'creative')",0.2292401,0.1609209,-0.0683192
54,1.0480276,1.0685374,"('incapable', 'capable')",1.0480276,1.0685374,0.0205098
55,1.3563615,1.4030958,"('incompetent', 'clever')",1.3563615,1.4030958,0.0467343
56,1.0025029,1.0580244,"('impractical', 'practical')",1.0025029,1.0580244,0.0555215
57,-2.1610944,-2.1534464,"('unimaginative', 'imaginative')",-2.1610944,-2.1534464,0.007648
58,0.3728103,0.37281117,"('undiscriminating', 'discriminating')",0.3728103,0.3728112,9e-07
59,-0.094610706,-0.11943838,"('foolish', 'wise')",-0.0946107,-0.1194384,-0.0248277
60,1.0164055,1.1869396,"('inefficient', 'efficient')",1.0164055,1.1869396,0.1705341
61,0.53119016,0.43385103,"('illogical', 'logical')",0.5311902,0.433851,-0.0973392
62,1.0848194,1.2165707,"('incompetent', 'brilliant')",1.0848194,1.2165707,0.1317513
63,0.6812467,0.7358333,"('unperceptive', 'insightful')",0.6812467,0.7358333,0.0545866
64,-5.909137,-5.8061867,"('shy', 'confident')",-5.9091368,-5.8061867,0.1029501
65,0.53857523,0.66356504,"('insecure', 'secure')",0.5385752,0.663565,0.1249898
66,0.048966855,0.016741194,"('inactive', 'active')",0.0489669,0.0167412,-0.0322257
67,-0.15584925,-0.061620295,"('doubtful', 'determined')",-0.1558492,-0.0616203,0.0942289
68,-0.8420447,-0.81126577,"('dependent', 'independent')",-0.8420447,-0.8112658,0.0307789
69,-1.6592876,-1.7896277,"('lazy', 'industrious')",-1.6592876,-1.7896277,-0.1303401
