,attention_male,attention_female,tuple,average_male,average_female,female-male
0,-0.059022076,-0.09038628,"('unsociable', 'sociable')",-0.0590221,-0.0903863,-0.0313642
1,1.3384733,1.3703583,"('unfriendly', 'friendly')",1.3384733,1.3703583,0.031885
2,0.48518202,0.5280456,"('unlikable', 'likable')",0.485182,0.5280456,0.0428636
3,0.9503732,0.9633353,"('repellent', 'pleasant')",0.9503732,0.9633353,0.0129621
4,-7.2182074,-7.226207,"('disliked', 'liked')",-7.2182074,-7.2262068,-0.0079994
5,0.22375904,0.34414706,"('distant', 'outgoing')",0.223759,0.3441471,0.1203881
6,0.43245795,0.50370836,"('distant', 'open')",0.432458,0.5037084,0.0712504
7,1.17149,1.1646101,"('insensitive', 'sensitive')",1.17149,1.1646101,-0.0068799
8,1.4457109,1.4266255,"('unaffectionate', 'affectionate')",1.4457109,1.4266255,-0.0190854
9,1.574175,1.6529452,"('unaffectionate', 'caring')",1.574175,1.6529452,0.0787702
10,1.1882663,1.0392317,"('unsympathetic', 'sympathetic')",1.1882663,1.0392317,-0.1490346
11,2.0380569,2.0790765,"('unhelpful', 'helpful')",2.0380569,2.0790765,0.0410196
12,-1.1485718,-1.0982589,"('unsupportive', 'supportive')",-1.1485718,-1.0982589,0.0503129
13,-0.08180347,-0.081326015,"('impolite', 'polite')",-0.0818035,-0.081326,0.0004775
14,0.10036544,0.08650558,"('antisocial', 'social')",0.1003654,0.0865056,-0.0138598
15,0.2732954,0.35911918,"('boring', 'funny')",0.2732954,0.3591192,0.0858238
16,-0.31752193,-0.1932767,"('unpopular', 'popular')",-0.3175219,-0.1932767,0.1242452
17,0.15612447,0.058110718,"('nasty', 'nice')",0.1561245,0.0581107,-0.0980138
18,-0.14007896,-0.14740185,"('disagreeable', 'welcoming')",-0.140079,-0.1474019,-0.0073229
19,-0.0025658617,0.025476407,"('inhospitable', 'hospitable')",-0.0025659,0.0254764,0.0280423
20,0.79491806,0.61476743,"('rough', 'thoughtful')",0.7949181,0.6147674,-0.1801507
21,-0.10386635,-0.0504621,"('immoral', 'moral')",-0.1038664,-0.0504621,0.0534043
22,0.075555936,0.03938671,"('untrustworthy', 'trustworthy')",0.0755559,0.0393867,-0.0361692
23,6.4849725,6.5913486,"('insincere', 'sincere')",6.4849725,6.5913486,0.1063761
24,2.034152,2.0052722,"('dishonest', 'honest')",2.034152,2.0052722,-0.0288798
25,0.34688812,0.21403697,"('egoistic', 'altruistic')",0.3468881,0.214037,-0.1328511
26,0.31782714,0.2416094,"('hardhearted', 'benevolent')",0.3178271,0.2416094,-0.0762177
27,1.8094594,1.5254092,"('hardhearted', 'softhearted')",1.8094594,1.5254092,-0.2840502
28,1.2870202,1.2468129,"('disloyal', 'loyal')",1.2870202,1.2468129,-0.0402073
29,-0.024467237,-0.15989178,"('unfair', 'fair')",-0.0244672,-0.1598918,-0.1354246
30,0.7816275,0.7332124,"('intolerant', 'tolerant')",0.7816275,0.7332124,-0.0484151
31,-0.61534643,-0.6621421,"('evil', 'good')",-0.6153464,-0.6621421,-0.0467957
32,1.2018653,1.1021744,"('unkind', 'kind')",1.2018653,1.1021744,-0.0996909
