,tattler_male,tattler_female,tuple,average_male,average_female,female-male
0,0.44194123,0.18522781,"('unsociable', 'sociable')",0.4419412,0.1852278,-0.2567134
1,-1.1232898,-1.0401213,"('unfriendly', 'friendly')",-1.1232898,-1.0401213,0.0831685
2,-0.15073103,-0.19036518,"('unlikable', 'likable')",-0.150731,-0.1903652,-0.0396342
3,-0.8871315,-0.7461881,"('repellent', 'pleasant')",-0.8871315,-0.7461881,0.1409434
4,-2.0020978,-1.9191507,"('disliked', 'liked')",-2.0020978,-1.9191507,0.0829471
5,-0.66771686,-0.6049136,"('distant', 'outgoing')",-0.6677169,-0.6049136,0.0628033
6,-0.8682167,-0.84096503,"('distant', 'open')",-0.8682167,-0.840965,0.0272517
7,0.29541892,0.3575801,"('insensitive', 'sensitive')",0.2954189,0.3575801,0.0621612
8,-1.096447,-1.0292611,"('unaffectionate', 'affectionate')",-1.096447,-1.0292611,0.0671859
9,-0.93596435,-0.8822786,"('unaffectionate', 'caring')",-0.9359643,-0.8822786,0.0536857
10,-0.28837585,-0.584619,"('unsympathetic', 'sympathetic')",-0.2883759,-0.584619,-0.2962431
11,0.74483323,0.7859081,"('unhelpful', 'helpful')",0.7448332,0.7859081,0.0410749
12,-0.97139025,-0.8991524,"('unsupportive', 'supportive')",-0.9713902,-0.8991524,0.0722378
13,0.14081687,-0.038141944,"('impolite', 'polite')",0.1408169,-0.0381419,-0.1789588
14,0.8157715,0.5227176,"('antisocial', 'social')",0.8157715,0.5227176,-0.2930539
15,0.7168736,0.5945875,"('boring', 'funny')",0.7168736,0.5945875,-0.1222861
16,-0.8915746,-0.625939,"('unpopular', 'popular')",-0.8915746,-0.625939,0.2656356
17,-0.42739114,-0.5021222,"('nasty', 'nice')",-0.4273911,-0.5021222,-0.0747311
18,-1.6613299,-1.3603271,"('disagreeable', 'welcoming')",-1.6613299,-1.3603271,0.3010028
19,-0.86062086,-0.69761634,"('inhospitable', 'hospitable')",-0.8606209,-0.6976163,0.1630046
20,0.021844573,0.013207626,"('rough', 'thoughtful')",0.0218446,0.0132076,-0.008637
21,-0.39963892,-0.3361602,"('immoral', 'moral')",-0.3996389,-0.3361602,0.0634787
22,0.24829732,0.038063347,"('untrustworthy', 'trustworthy')",0.2482973,0.0380633,-0.210234
