,affinity_male,affinity_female,tuple,average_male,average_female,female-male
0,-0.036548804,-0.19314899,"('unsociable', 'sociable')",-0.0365488,-0.193149,-0.1566002
1,1.6848031,1.7078967,"('unfriendly', 'friendly')",1.6848031,1.7078967,0.0230936
2,-0.2683006,-0.23857182,"('unlikable', 'likable')",-0.2683006,-0.2385718,0.0297288
3,0.2211107,0.32007045,"('repellent', 'pleasant')",0.2211107,0.3200704,0.0989597
4,-7.475817,-7.514515,"('disliked', 'liked')",-7.4758172,-7.5145149,-0.0386977
5,-0.56746083,-0.5453347,"('distant', 'outgoing')",-0.5674608,-0.5453347,0.0221261
6,0.20212495,0.21477285,"('distant', 'open')",0.202125,0.2147729,0.0126479
7,0.6352177,0.6741982,"('insensitive', 'sensitive')",0.6352177,0.6741982,0.0389805
8,1.3682754,1.3495333,"('unaffectionate', 'affectionate')",1.3682754,1.3495333,-0.0187421
9,1.7808025,1.8314356,"('unaffectionate', 'caring')",1.7808025,1.8314356,0.0506331
10,0.55917037,0.48803356,"('unsympathetic', 'sympathetic')",0.5591704,0.4880336,-0.0711368
11,1.6421872,1.6689662,"('unhelpful', 'helpful')",1.6421872,1.6689662,0.026779
12,-1.3751543,-1.4507763,"('unsupportive', 'supportive')",-1.3751543,-1.4507763,-0.075622
13,-0.94559956,-1.0832202,"('impolite', 'polite')",-0.9455996,-1.0832202,-0.1376206
14,-0.020996563,-0.18209179,"('antisocial', 'social')",-0.0209966,-0.1820918,-0.1610952
15,-0.44491693,-0.45422068,"('boring', 'funny')",-0.4449169,-0.4542207,-0.0093038
16,-0.81574714,-0.69995826,"('unpopular', 'popular')",-0.8157471,-0.6999583,0.1157888
17,-0.4329857,-0.41387823,"('nasty', 'nice')",-0.4329857,-0.4138782,0.0191075
18,-0.19744697,-0.27705738,"('disagreeable', 'welcoming')",-0.197447,-0.2770574,-0.0796104
19,-0.4662512,-0.47428885,"('inhospitable', 'hospitable')",-0.4662512,-0.4742889,-0.0080377
20,1.4922595,1.4333969,"('rough', 'thoughtful')",1.4922595,1.4333969,-0.0588626
21,-1.0486829,-1.0539255,"('immoral', 'moral')",-1.0486829,-1.0539255,-0.0052426
22,-0.73757464,-0.8158974,"('untrustworthy', 'trustworthy')",-0.7375746,-0.8158974,-0.0783228
23,6.719296,6.728294,"('insincere', 'sincere')",6.719296,6.7282939,0.0089979
24,1.4491217,1.2981684,"('dishonest', 'honest')",1.4491217,1.2981684,-0.1509533
25,0.96380234,0.96536636,"('egoistic', 'altruistic')",0.9638023,0.9653664,0.0015641
26,1.3278277,1.2081916,"('hardhearted', 'benevolent')",1.3278277,1.2081916,-0.1196361
27,2.011757,1.8512228,"('hardhearted', 'softhearted')",2.0117569,1.8512228,-0.1605341
28,1.2758557,1.2832752,"('disloyal', 'loyal')",1.2758557,1.2832752,0.0074195
29,-1.2541614,-1.2515229,"('unfair', 'fair')",-1.2541614,-1.2515229,0.0026385
30,1.0660121,0.8872876,"('intolerant', 'tolerant')",1.0660121,0.8872876,-0.1787245
31,-0.954019,-0.7661515,"('evil', 'good')",-0.954019,-0.7661515,0.1878675
32,0.8742027,0.8136724,"('unkind', 'kind')",0.8742027,0.8136724,-0.0605303
33,-0.24711591,-0.3553287,"('wrong', 'right')",-0.2471159,-0.3553287,-0.1082128
34,5.29284,5.3854666,"('mean', 'honorable')",5.29284,5.3854666,0.0926266
35,-0.44518664,-0.5608054,"('corrupt', 'incorrupt')",-0.4451866,-0.5608054,-0.1156188
36,0.08091568,0.12860557,"('hostile', 'amicable')",0.0809157,0.1286056,0.0476899
37,0.4618335,0.4498884,"('fake', 'genuine')",0.4618335,0.4498884,-0.0119451
38,0.1429048,0.14232147,"('untruthful', 'truthful')",0.1429048,0.1423215,-0.0005833
39,0.9561801,0.8768068,"('exploitative', 'cooperative')",0.9561801,0.8768068,-0.0793733
40,-1.3624392,-1.4790895,"('stingy', 'generous')",-1.3624392,-1.4790895,-0.1166503
41,0.5119184,0.49234653,"('unforgiving', 'forgiving')",0.5119184,0.4923465,-0.0195719
42,-2.8770213,-2.9013467,"('unreliable', 'reliable')",-2.8770213,-2.9013467,-0.0243254
43,0.95348346,0.9049141,"('irresponsible', 'responsible')",0.9534835,0.9049141,-0.0485694
44,-1.5444437,-1.5592583,"('prejudiced', 'unprejudiced')",-1.5444437,-1.5592583,-0.0148146
45,-0.28179008,-0.29792473,"('incompetent', 'competent')",-0.2817901,-0.2979247,-0.0161346
46,-0.78012705,-0.93891144,"('uncompetitive', 'competitive')",-0.780127,-0.9389114,-0.1587844
47,5.224258,5.25199,"('stupid', 'smart')",5.2242579,5.2519898,0.0277319
48,0.5623135,0.5080803,"('unintelligent', 'intelligent')",0.5623135,0.5080803,-0.0542332
49,0.08319919,0.15189235,"('unable', 'able')",0.0831992,0.1518923,0.0686931
50,-0.12907493,-0.060091496,"('clumsy', 'skillful')",-0.1290749,-0.0600915,0.0689834
51,0.1780194,0.0720327,"('uneducated', 'educated')",0.1780194,0.0720327,-0.1059867
52,-0.4295725,-0.4229284,"('irrational', 'rational')",-0.4295725,-0.4229284,0.0066441
53,0.051036168,0.11749531,"('uncreative', 'creative')",0.0510362,0.1174953,0.0664591
54,1.2849666,1.2853267,"('incapable', 'capable')",1.2849666,1.2853267,0.0003601
55,0.30037454,0.28024375,"('incompetent', 'clever')",0.3003745,0.2802438,-0.0201307
56,0.49330303,0.40550527,"('impractical', 'practical')",0.493303,0.4055053,-0.0877977
57,-3.095091,-3.0848143,"('unimaginative', 'imaginative')",-3.0950911,-3.0848143,0.0102768
58,0.12929161,0.15316491,"('undiscriminating', 'discriminating')",0.1292916,0.1531649,0.0238733
59,-0.01656797,0.014210572,"('foolish', 'wise')",-0.016568,0.0142106,0.0307786
60,0.2604178,0.19075042,"('inefficient', 'efficient')",0.2604178,0.1907504,-0.0696674
61,0.3749358,0.21287683,"('illogical', 'logical')",0.3749358,0.2128768,-0.162059
62,0.08894686,0.07613377,"('incompetent', 'brilliant')",0.0889469,0.0761338,-0.0128131
63,0.37620074,0.42140555,"('unperceptive', 'insightful')",0.3762007,0.4214056,0.0452049
64,-7.024445,-7.08713,"('shy', 'confident')",-7.0244451,-7.0871301,-0.062685
65,0.095254965,0.10023616,"('insecure', 'secure')",0.095255,0.1002362,0.0049812
66,-0.55937696,-0.60074544,"('inactive', 'active')",-0.559377,-0.6007454,-0.0413684
67,-0.17403968,-0.15368652,"('doubtful', 'determined')",-0.1740397,-0.1536865,0.0203532
68,-0.5766006,-0.61650634,"('dependent', 'independent')",-0.5766006,-0.6165063,-0.0399057
69,-1.4109572,-1.4019454,"('lazy', 'industrious')",-1.4109572,-1.4019454,0.0090118
70,0.6994971,0.6310718,"('lethargic', 'energetic')",0.6994971,0.6310718,-0.0684253
71,0.8383837,0.8709388,"('diffident', 'self-confident')",0.8383837,0.8709388,0.0325551
72,0.64516383,0.6811292,"('unambitious', 'ambitious')",0.6451638,0.6811292,0.0359654
73,-3.168917,-3.1012695,"('helpless', 'self-reliant')",-3.1689169,-3.1012695,0.0676474
74,0.649804,0.5551994,"('undedicated', 'dedicated')",0.649804,0.5551994,-0.0946046
75,-0.8496984,-0.74406815,"('meek', 'impulsive')",-0.8496984,-0.7440681,0.1056303
76,0.07092728,0.031112015,"('anxious', 'daring')",0.0709273,0.031112,-0.0398153
77,-1.2026114,-1.1078804,"('unmotivated', 'motivated')",-1.2026114,-1.1078804,0.094731
78,-0.3082552,-0.3028132,"('nonresilient', 'resilient')",-0.3082552,-0.3028132,0.005442
79,0.30408293,0.40099257,"('wavering', 'unwavering')",0.3040829,0.4009926,0.0969097
80,-0.8584317,-1.0256159,"('dominated', 'dominating')",-0.8584317,-1.0256159,-0.1671842
81,-0.17780086,-0.20729603,"('submissive', 'aggressive')",-0.1778009,-0.207296,-0.0294951
82,6.305448,6.411472,"('poor', 'rich')",6.3054481,6.4114718,0.1060237
83,-0.41730362,-0.49377948,"('powerless', 'powerful')",-0.4173036,-0.4937795,-0.0764759
84,0.86329925,0.8933622,"('inferior', 'superior')",0.8632993,0.8933622,0.0300629
85,0.5532492,0.5770923,"('insignificant', 'prestigious')",0.5532492,0.5770923,0.0238431
86,0.05580855,-0.09531448,"('uninfluential', 'influential')",0.0558086,-0.0953145,-0.1511231
87,-0.25859383,-0.09031516,"('unsuccessful', 'successful')",-0.2585938,-0.0903152,0.1682786
88,0.5345128,0.50168973,"('low', 'eminent')",0.5345128,0.5016897,-0.0328231
