,bristol_male,bristol_female,tuple,myers_male,myers_female,squibb_male,squibb_female,co_male,co_female,average_male,average_female,female-male
0,-0.06642543,-0.09951498,"('unsociable', 'sociable')",-0.119121656,-0.18160576,-1.9311272,-1.9491885,-0.0334012,-0.07151227,-0.5375189,-0.5754554,-0.0379365
1,0.033131436,-0.10704008,"('unfriendly', 'friendly')",1.5259753,1.3945949,-0.72139,-0.8007456,1.7714491,1.5284144,0.6522915,0.5038059,-0.1484856
2,0.62399065,0.72473025,"('unlikable', 'likable')",0.23636608,0.34808922,-0.8650042,-0.8002034,0.12955275,0.22217405,0.0312263,0.1236975,0.0924712
3,-1.1440973,-0.98779875,"('repellent', 'pleasant')",-1.5735589,-1.5518014,-1.6591619,-1.5956788,0.37301257,0.46899673,-1.0009514,-0.9165705,0.0843809
4,0.087034576,0.21606779,"('disliked', 'liked')",-0.20209739,-0.10539453,0.3144674,0.31921285,-7.32529,-7.419503,-1.7814714,-1.7474043,0.0340671
5,-0.96089816,-0.8633143,"('distant', 'outgoing')",0.507532,0.5476776,1.3842891,1.3879464,-0.43424648,-0.5141587,0.1241691,0.1395378,0.0153687
6,-1.0348793,-0.912944,"('distant', 'open')",0.37615526,0.38387924,1.0669196,1.0795587,-0.1666146,-0.27743846,0.0603952,0.0682639,0.0078687
7,0.15601188,0.23723742,"('insensitive', 'sensitive')",-0.078810394,-0.07943261,-2.0449224,-1.9726697,0.19303271,0.33382422,-0.443672,-0.3702602,0.0734118
8,-0.80601716,-0.9998614,"('unaffectionate', 'affectionate')",0.009827479,-0.1315904,-1.7126261,-1.7826151,0.5978528,0.38622162,-0.4777407,-0.6319613,-0.1542206
9,0.1991764,0.0037458632,"('unaffectionate', 'caring')",0.8680377,0.75589615,-1.3349268,-1.3792262,1.2373036,1.1211871,0.2423977,0.1254007,-0.116997
10,-0.2008937,-0.26424724,"('unsympathetic', 'sympathetic')",-0.68992877,-0.86070627,-2.9191294,-2.8727756,-0.23330039,-0.12325251,-1.010813,-1.0302454,-0.0194324
11,0.5620608,0.51056194,"('unhelpful', 'helpful')",0.4749132,0.385726,-1.5038253,-1.4809253,1.5535483,1.6510514,0.2716742,0.2666035,-0.0050707
12,0.25818714,0.37239805,"('unsupportive', 'supportive')",1.0345124,1.0545697,-2.0419803,-2.0007455,-2.0027955,-1.9229486,-0.688019,-0.6241816,0.0638374
13,0.074285194,0.07649912,"('impolite', 'polite')",-0.40863883,-0.42284685,-1.1060265,-1.0932927,-0.4770627,-0.35007852,-0.4793607,-0.4474298,0.0319309
14,0.120606944,0.14814982,"('antisocial', 'social')",-0.34324428,-0.46693754,-1.7610043,-1.7490411,-0.29621977,-0.2507209,-0.5699654,-0.5796375,-0.0096721
15,0.31767303,0.27389705,"('boring', 'funny')",1.0130678,0.96205056,1.7967881,1.753167,0.4496859,0.435944,0.8943037,0.8562647,-0.038039
16,-0.18233503,-0.19048122,"('unpopular', 'popular')",0.42196804,0.53526807,0.5901007,0.6583009,0.0084313005,-0.14729908,0.2095413,0.2139472,0.0044059
17,-0.37275457,-0.27708197,"('nasty', 'nice')",0.2695183,0.3796767,0.28190035,0.3238914,-0.5832636,-0.5228409,-0.1011499,-0.0240887,0.0770612
18,-0.6460509,-0.46997368,"('disagreeable', 'welcoming')",0.52432543,0.5866867,-0.8559178,-0.8405942,-0.76784205,-0.8442549,-0.4363713,-0.392034,0.0443373
19,-0.87245136,-0.76901364,"('inhospitable', 'hospitable')",-0.24840637,-0.16416891,0.06924966,0.10206461,-0.46814725,-0.41268986,-0.3799388,-0.3109519,0.0689869
20,0.011164637,0.07399563,"('rough', 'thoughtful')",0.41348326,0.40222237,-0.19249281,-0.20767513,0.38359916,0.39325395,0.1539386,0.1654492,0.0115106
21,0.58919823,0.67063683,"('immoral', 'moral')",-0.07126265,-0.056879345,-1.1407535,-1.0821406,-0.8093561,-0.62134385,-0.3580435,-0.2724317,0.0856118
22,0.5995909,0.6824696,"('untrustworthy', 'trustworthy')",-0.50475264,-0.5450715,-0.84708893,-0.85219514,-0.6665249,-0.6048137,-0.3546939,-0.3299027,0.0247912
23,0.56441337,0.46161637,"('insincere', 'sincere')",0.4404403,0.24191527,-1.6007303,-1.6346284,6.1162596,6.089753,1.3800957,1.289664,-0.0904317
24,0.50115633,0.4901656,"('dishonest', 'honest')",-0.35386,-0.43925637,-1.0999107,-1.1265053,0.7190784,0.6700861,-0.058384,-0.1013775,-0.0429935
25,-1.3838215,-1.3009531,"('egoistic', 'altruistic')",0.3290931,0.38967994,0.24297935,0.22741912,1.4122506,1.2551053,0.1501254,0.1428128,-0.0073126
