,site_male,site_female,tuple,centers_male,centers_female,corp_male,corp_female,average_male,average_female,female-male
0,0.48386204,0.4584604,"('unsociable', 'sociable')",1.6762289,1.6834145,-0.16153654,-0.21602848,0.6661848,0.6419488,-0.024236
1,-1.2885622,-1.2687188,"('unfriendly', 'friendly')",-0.9175525,-0.7973777,1.3230057,1.1707785,-0.2943697,-0.2984393,-0.0040696
2,0.252369,0.34461454,"('unlikable', 'likable')",0.812134,0.9093412,0.53655285,0.55917543,0.5336853,0.604377,0.0706917
3,-0.20890965,-0.117631115,"('repellent', 'pleasant')",0.42070714,0.5648997,0.84558827,0.8994335,0.3524619,0.4489007,0.0964388
4,-1.2575352,-1.169731,"('disliked', 'liked')",-0.75188917,-0.7458838,-7.659303,-7.7501535,-3.2229093,-3.2219229,0.0009864
5,-2.2490613,-2.1408617,"('distant', 'outgoing')",-1.2203641,-1.2114294,-0.7368568,-0.8546523,-1.402094,-1.4023145,-0.0002205
6,-2.2888834,-2.2130356,"('distant', 'open')",-1.4512808,-1.418462,-0.2524097,-0.3536019,-1.330858,-1.3283665,0.0024915
7,1.4658561,1.4808462,"('insensitive', 'sensitive')",1.850781,1.94401,0.5857639,0.72058135,1.3008003,1.3818126,0.0810123
8,-0.770211,-0.7917338,"('unaffectionate', 'affectionate')",-0.8618837,-0.81774896,0.9300606,0.8507878,-0.2340113,-0.2528983,-0.018887
9,-0.04430361,-0.04580252,"('unaffectionate', 'caring')",0.6151059,0.6734635,1.5923792,1.6066492,0.7210605,0.7447701,0.0237096
10,1.1360016,1.1543205,"('unsympathetic', 'sympathetic')",1.4161571,1.5524877,0.2272842,0.44946936,0.926481,1.0520925,0.1256115
11,1.419346,1.4534101,"('unhelpful', 'helpful')",2.0516982,2.1364908,1.8905435,1.9602647,1.7871958,1.8500552,0.0628594
12,1.5012249,1.6101784,"('unsupportive', 'supportive')",1.9272845,2.115671,-1.9767336,-1.8308622,0.4839252,0.6316623,0.1477371
13,1.1670158,1.1075321,"('impolite', 'polite')",0.72627693,0.648225,-0.4225317,-0.31013188,0.4902536,0.4818751,-0.0083785
14,2.4583435,2.4855092,"('antisocial', 'social')",2.4938874,2.5108051,-0.22888936,-0.1772302,1.5744472,1.6063612,0.031914
15,-0.07786122,-0.19534042,"('boring', 'funny')",-0.1830555,-0.36244383,-0.115134135,-0.17996219,-0.1253503,-0.2459155,-0.1205652
16,-1.052387,-1.094447,"('unpopular', 'popular')",-0.33988094,-0.26387304,-0.039164446,-0.12964362,-0.4771441,-0.4959879,-0.0188438
17,-0.2935575,-0.23507166,"('nasty', 'nice')",-0.22886334,-0.21349683,-0.35980564,-0.3116702,-0.2940755,-0.2534129,0.0406626
18,-0.49946585,-0.4247938,"('disagreeable', 'welcoming')",0.23328993,0.36856705,-0.7590166,-0.8228106,-0.3417308,-0.2930125,0.0487183
19,-2.0719967,-1.981498,"('inhospitable', 'hospitable')",-1.6245743,-1.552213,-0.90996623,-0.95259464,-1.5355123,-1.4954352,0.0400771
20,0.7137491,0.6717434,"('rough', 'thoughtful')",0.09464948,0.13618654,0.79197866,0.7251706,0.5334591,0.5110335,-0.0224256
21,1.3667891,1.4267567,"('immoral', 'moral')",1.7990679,1.8164563,-0.3566128,-0.17063831,0.9364147,1.0241916,0.0877769
22,0.6217414,0.7131325,"('untrustworthy', 'trustworthy')",1.6623348,1.6979678,-0.2747357,-0.20737219,0.6697802,0.7345761,0.0647959
23,1.2367128,1.2134049,"('insincere', 'sincere')",1.3161166,1.4341539,6.2840343,6.334744,2.9456212,2.9941009,0.0484797
24,0.9386761,1.0140477,"('dishonest', 'honest')",0.7016397,0.8089521,1.2130156,1.2869785,0.9511104,1.0366594,0.085549
25,-0.45684555,-0.45581222,"('egoistic', 'altruistic')",-0.49320814,-0.5593112,0.8718432,0.7035976,-0.0260702,-0.1038419,-0.0777717
26,0.5160788,0.4686503,"('hardhearted', 'benevolent')",0.6609837,0.67093,1.2805893,1.0900719,0.8192173,0.7432175,-0.0759998
27,-0.17406978,-0.21786849,"('hardhearted', 'softhearted')",0.91156006,1.0044602,1.359963,1.3374474,0.6991511,0.7080131,0.008862
28,0.39773405,0.25900447,"('disloyal', 'loyal')",-0.26174882,-0.3359209,0.9234258,0.81055444,0.353137,0.244546,-0.108591
29,-0.4347257,-0.5290486,"('unfair', 'fair')",-0.4640146,-0.4905935,-0.59081197,-0.7406687,-0.4965174,-0.5867703,-0.0902529
30,1.4526207,1.4047897,"('intolerant', 'tolerant')",1.9884102,2.0321305,0.6338953,0.69900405,1.3583088,1.3786414,0.0203326
31,-2.027146,-2.0362134,"('evil', 'good')",-1.6917281,-1.6717478,-0.89145213,-1.02926,-1.5367754,-1.5790737,-0.0422983
32,0.55254877,0.60822403,"('unkind', 'kind')",1.4540086,1.5554265,1.260547,1.2615163,1.0890349,1.1417223,0.0526874
33,0.6914686,0.6517604,"('wrong', 'right')",0.03572955,-0.009403825,-0.50286686,-0.6048326,0.0747771,0.012508,-0.0622691
34,-0.01662726,0.016381398,"('mean', 'honorable')",-0.20112438,-0.017071307,5.3326387,5.358146,1.7049624,1.7858187,0.0808563
35,-1.1577191,-1.2975078,"('corrupt', 'incorrupt')",-1.8524846,-2.065942,-0.6903318,-0.9156147,-1.2335119,-1.4263549,-0.192843
36,-2.2407527,-2.329775,"('hostile', 'amicable')",-2.5565298,-2.5537138,-0.40844625,-0.59978604,-1.7352428,-1.8277582,-0.0925154
37,-0.2496789,-0.22420265,"('fake', 'genuine')",-0.38918707,-0.31807965,0.135677,0.18562698,-0.1677297,-0.1188851,0.0488446
38,0.45160726,0.48415422,"('untruthful', 'truthful')",0.21962847,0.28539798,-0.23847592,-0.18811586,0.1442533,0.1938121,0.0495588
39,1.0503662,1.0458252,"('exploitative', 'cooperative')",2.2153218,2.1210124,0.5482987,0.50699586,1.2713289,1.2246112,-0.0467177
40,0.08514841,0.1653992,"('stingy', 'generous')",0.44092223,0.52402574,-2.1169763,-2.1879263,-0.5303019,-0.4995004,0.0308015
