,old_male,old_female,tuple,dominion_male,dominion_female,freight_male,freight_female,line_male,line_female,inc_male,inc_female,average_male,average_female,female-male
0,-1.3202589,-1.3582196,"('unsociable', 'sociable')",-0.9696706,-1.0199556,-0.06304715,-0.0631268,1.5201323,1.6091881,0.0037269257,-0.036730513,-0.1658235,-0.1737689,-0.0079454
1,-1.1561855,-1.237483,"('unfriendly', 'friendly')",-0.7987106,-0.85439146,0.84218854,0.82431483,-0.25270143,-0.26687893,2.1325905,2.0360906,0.1534363,0.1003304,-0.0531059
2,-0.17834832,-0.124883465,"('unlikable', 'likable')",-0.3064524,-0.28447825,0.25309592,0.29974908,0.5783407,0.60099196,0.37387097,0.4333871,0.1441014,0.1849533,0.0408519
3,0.108401805,0.22889838,"('repellent', 'pleasant')",-0.40160048,-0.40396416,-0.70568395,-0.6707453,0.79972655,0.9602995,0.3886971,0.45417842,0.0379082,0.1137334,0.0758252
4,0.33395472,0.26260093,"('disliked', 'liked')",0.62369704,0.5764367,-0.5400426,-0.6078459,-0.5484701,-0.66427547,-6.521347,-6.6091924,-1.3304416,-1.4084552,-0.0780136
5,-0.15267575,-0.15901592,"('distant', 'outgoing')",0.49517542,0.4970319,0.24921578,0.27585673,-2.0342336,-2.143419,-0.20624213,-0.22925597,-0.329752,-0.3517604,-0.0220084
6,0.027664281,0.015937109,"('distant', 'open')",0.3670141,0.34815997,0.35775313,0.317208,-1.9530544,-2.050373,0.3977318,0.3656972,-0.1605782,-0.2006742,-0.040096
7,0.07721264,0.10733888,"('insensitive', 'sensitive')",-0.3495694,-0.31973454,0.5373404,0.61869097,0.74585146,0.8956132,1.0472039,1.0704887,0.4116078,0.4744794,0.0628716
8,-0.36481586,-0.41946453,"('unaffectionate', 'affectionate')",-0.18816115,-0.23592344,1.1711196,1.0951647,-0.7852038,-0.8645809,1.0806091,0.98161304,0.1827096,0.1113618,-0.0713478
9,-0.4319267,-0.44046286,"('unaffectionate', 'caring')",-0.17720422,-0.22884856,1.0496756,0.9972111,-0.6278919,-0.66719866,1.3227346,1.2953937,0.2270775,0.1912189,-0.0358586
10,-1.0289208,-0.8942884,"('unsympathetic', 'sympathetic')",-0.8844325,-0.8566415,-0.8384678,-0.8597387,0.6821371,0.89968854,-0.006585935,0.07168497,-0.415254,-0.327859,0.087395
11,-1.1472089,-1.0517284,"('unhelpful', 'helpful')",-1.3773326,-1.3113995,-0.68419635,-0.62423027,-0.49769577,-0.35929972,1.6401223,1.7545682,-0.4132623,-0.3184179,0.0948444
12,-0.25533414,-0.15883851,"('unsupportive', 'supportive')",0.28158936,0.30676648,0.45852894,0.5224923,-0.09034113,0.008410489,-1.6796906,-1.6361685,-0.2570495,-0.1914675,0.065582
13,0.035673454,0.10018654,"('impolite', 'polite')",-0.25730294,-0.19585948,-0.09558751,0.045569517,1.7467825,1.9004439,-0.35524514,-0.2795347,0.2148641,0.3141612,0.0992971
14,-0.97753584,-0.8409614,"('antisocial', 'social')",-0.3112052,-0.30051228,-0.08190557,0.07422827,1.1878235,1.370586,-0.1862893,-0.12553222,-0.0738225,0.0355617,0.1093842
15,-0.0053452887,-0.108811446,"('boring', 'funny')",0.22761825,0.22891027,0.55780387,0.52163976,-0.1900298,-0.3810243,0.51475024,0.4990977,0.2209595,0.1519624,-0.0689971
16,-0.2850466,-0.38789126,"('unpopular', 'popular')",-0.7907482,-0.84195685,-0.23529857,-0.24421772,-0.27427694,-0.30235803,0.32294035,0.34143382,-0.252486,-0.286998,-0.034512
17,-0.5227796,-0.31609577,"('nasty', 'nice')",-0.5904197,-0.5205558,-0.23705147,-0.13732538,-0.102352075,-0.06452252,-0.38130438,-0.30080748,-0.3667814,-0.2678614,0.09892
