,nextera_male,nextera_female,tuple,energy_male,energy_female,inc_male,inc_female,average_male,average_female,female-male
0,-1.3461744,-1.5558599,"('unsociable', 'sociable')",0.0167045,-0.067990884,-0.60948205,-0.75565594,-0.6463173,-0.7931689,-0.1468516
1,-1.3345058,-1.4987222,"('unfriendly', 'friendly')",0.4022127,0.19887322,1.752986,1.5846442,0.2735643,0.0949317,-0.1786326
2,0.53407264,0.47273305,"('unlikable', 'likable')",1.3204459,1.2960703,0.8034509,0.8706375,0.8859898,0.8798136,-0.0061762
3,-0.89216596,-0.8125218,"('repellent', 'pleasant')",-0.13888924,0.014874367,-0.012302939,0.020746458,-0.3477861,-0.258967,0.0888191
4,0.22405186,0.15258718,"('disliked', 'liked')",0.4340673,0.2954499,-5.6372976,-5.6619873,-1.6597261,-1.7379834,-0.0782573
5,-0.32406372,-0.2776329,"('distant', 'outgoing')",-0.016857661,-0.0955924,0.1282554,0.11803932,-0.0708887,-0.085062,-0.0141733
6,-0.74502474,-0.74160945,"('distant', 'open')",-0.57473594,-0.7182857,0.5275457,0.48559225,-0.2640717,-0.3247676,-0.0606959
7,0.21168944,0.22758517,"('insensitive', 'sensitive')",0.618831,0.7026224,0.5764183,0.5910247,0.4689796,0.5070775,0.0380979
8,-0.7468514,-0.8903624,"('unaffectionate', 'affectionate')",-0.6120927,-0.76625705,0.5792936,0.4613093,-0.2598835,-0.3984367,-0.1385532
9,-0.3076945,-0.37342054,"('unaffectionate', 'caring')",0.46579835,0.36655104,0.9813524,0.9247117,0.3798188,0.3059474,-0.0738714
10,-1.5201753,-1.6666727,"('unsympathetic', 'sympathetic')",-0.51427215,-0.5182694,-0.51717085,-0.5931973,-0.8505394,-0.9260465,-0.0755071
11,-0.33613056,-0.2776743,"('unhelpful', 'helpful')",0.52329564,0.6154374,1.6931026,1.713106,0.6267559,0.6836231,0.0568672
12,0.13818339,0.095869094,"('unsupportive', 'supportive')",0.64353436,0.63173306,-1.718067,-1.7350317,-0.3121164,-0.3358099,-0.0236935
13,-0.34997913,-0.38144845,"('impolite', 'polite')",0.11731067,0.2147479,-0.3438822,-0.3474729,-0.1921836,-0.1713911,0.0207925
14,-1.0565798,-1.0863866,"('antisocial', 'social')",0.84338087,0.9625778,-0.6719033,-0.671872,-0.2950341,-0.2652269,0.0298072
15,0.34327093,0.22865133,"('boring', 'funny')",0.07445945,-0.04072486,0.64125144,0.617604,0.352994,0.2685102,-0.0844838
16,0.08205551,0.0047037555,"('unpopular', 'popular')",-0.41096765,-0.4663694,0.59996563,0.63748276,0.0903512,0.0586057,-0.0317455
