,icon_male,icon_female,tuple,average_male,average_female,female-male
0,0.7125485,0.57844263,"('unsociable', 'sociable')",0.7125485,0.5784426,-0.1341059
1,0.82092035,0.9259999,"('unfriendly', 'friendly')",0.8209203,0.9259999,0.1050796
2,0.02385278,0.21698342,"('unlikable', 'likable')",0.0238528,0.2169834,0.1931306
3,0.84047186,0.9475043,"('repellent', 'pleasant')",0.8404719,0.9475043,0.1070324
4,-6.9253273,-7.1999507,"('disliked', 'liked')",-6.9253273,-7.1999507,-0.2746234
5,-0.6582,-0.61492,"('distant', 'outgoing')",-0.6582,-0.61492,0.04328
6,-0.24611695,-0.26920357,"('distant', 'open')",-0.246117,-0.2692036,-0.0230866
7,1.5218737,1.5829073,"('insensitive', 'sensitive')",1.5218737,1.5829073,0.0610336
8,0.69227433,0.7700891,"('unaffectionate', 'affectionate')",0.6922743,0.7700891,0.0778148
9,1.0224068,1.1582813,"('unaffectionate', 'caring')",1.0224068,1.1582813,0.1358745
10,1.5638165,1.5470129,"('unsympathetic', 'sympathetic')",1.5638165,1.5470129,-0.0168036
11,1.61287,1.6684676,"('unhelpful', 'helpful')",1.61287,1.6684676,0.0555976
12,-1.2835892,-1.2594585,"('unsupportive', 'supportive')",-1.2835892,-1.2594585,0.0241307
13,0.39618355,0.5035578,"('impolite', 'polite')",0.3961836,0.5035578,0.1073742
14,0.5544144,0.44337508,"('antisocial', 'social')",0.5544144,0.4433751,-0.1110393
15,0.62241906,0.5563848,"('boring', 'funny')",0.6224191,0.5563848,-0.0660343
16,-0.98143417,-0.93456525,"('unpopular', 'popular')",-0.9814342,-0.9345652,0.046869
17,-0.14992449,-0.16974568,"('nasty', 'nice')",-0.1499245,-0.1697457,-0.0198212
18,-0.3156811,-0.19329008,"('disagreeable', 'welcoming')",-0.3156811,-0.1932901,0.122391
19,-0.95738053,-0.8548082,"('inhospitable', 'hospitable')",-0.9573805,-0.8548082,0.1025723
20,0.5543162,0.47702944,"('rough', 'thoughtful')",0.5543162,0.4770294,-0.0772868
21,0.37558582,0.5581389,"('immoral', 'moral')",0.3755858,0.5581389,0.1825531
22,0.32729188,0.26713938,"('untrustworthy', 'trustworthy')",0.3272919,0.2671394,-0.0601525
23,5.8098755,6.079179,"('insincere', 'sincere')",5.8098755,6.0791788,0.2693033
24,1.5377536,1.5820585,"('dishonest', 'honest')",1.5377536,1.5820585,0.0443049
25,0.5139973,0.64741147,"('egoistic', 'altruistic')",0.5139973,0.6474115,0.1334142
26,1.1545743,0.9100257,"('hardhearted', 'benevolent')",1.1545743,0.9100257,-0.2445486
27,1.8000355,1.6826295,"('hardhearted', 'softhearted')",1.8000355,1.6826295,-0.117406
28,1.3096435,1.157818,"('disloyal', 'loyal')",1.3096435,1.157818,-0.1518255
29,-0.49809155,-0.6251339,"('unfair', 'fair')",-0.4980915,-0.6251339,-0.1270424
30,1.1573193,1.2169167,"('intolerant', 'tolerant')",1.1573193,1.2169167,0.0595974
31,-1.6547399,-1.6850233,"('evil', 'good')",-1.6547399,-1.6850233,-0.0302834
32,1.1477535,1.0948311,"('unkind', 'kind')",1.1477535,1.0948311,-0.0529224
33,-0.48350835,-0.47267616,"('wrong', 'right')",-0.4835083,-0.4726762,0.0108321
34,3.845799,4.216784,"('mean', 'honorable')",3.845799,4.216784,0.370985
35,-1.2675437,-1.5714016,"('corrupt', 'incorrupt')",-1.2675437,-1.5714016,-0.3038579
36,-1.0986395,-1.2187903,"('hostile', 'amicable')",-1.0986395,-1.2187903,-0.1201508
37,1.1523138,1.1640759,"('fake', 'genuine')",1.1523138,1.1640759,0.0117621
38,-0.5368169,-0.41190177,"('untruthful', 'truthful')",-0.5368169,-0.4119018,0.1249151
39,0.45016396,0.48890558,"('exploitative', 'cooperative')",0.450164,0.4889056,0.0387416
40,-0.7522129,-0.8571448,"('stingy', 'generous')",-0.7522129,-0.8571448,-0.1049319
41,0.8689317,0.68630534,"('unforgiving', 'forgiving')",0.8689317,0.6863053,-0.1826264
42,-1.5522264,-1.6174828,"('unreliable', 'reliable')",-1.5522264,-1.6174828,-0.0652564
43,1.3588684,1.5013841,"('irresponsible', 'responsible')",1.3588684,1.5013841,0.1425157
44,-1.0628415,-1.1390039,"('prejudiced', 'unprejudiced')",-1.0628415,-1.1390039,-0.0761624
45,0.67654806,0.42001387,"('incompetent', 'competent')",0.6765481,0.4200139,-0.2565342
46,0.080910474,0.009153087,"('uncompetitive', 'competitive')",0.0809105,0.0091531,-0.0717574
47,4.3343334,4.562686,"('stupid', 'smart')",4.3343334,4.562686,0.2283526
48,0.47673282,0.620222,"('unintelligent', 'intelligent')",0.4767328,0.620222,0.1434892
49,-0.35262764,-0.22981392,"('unable', 'able')",-0.3526276,-0.2298139,0.1228137
50,-0.48795873,-0.43986785,"('clumsy', 'skillful')",-0.4879587,-0.4398679,0.0480908
51,0.66934985,0.7132151,"('uneducated', 'educated')",0.6693498,0.7132151,0.0438653
52,-0.57631886,-0.69070125,"('irrational', 'rational')",-0.5763189,-0.6907012,-0.1143823
53,-0.32995,-0.32081798,"('uncreative', 'creative')",-0.32995,-0.320818,0.009132
54,0.5470455,0.6953363,"('incapable', 'capable')",0.5470455,0.6953363,0.1482908
55,1.1860218,1.257821,"('incompetent', 'clever')",1.1860218,1.257821,0.0717992
56,0.58330846,0.56609184,"('impractical', 'practical')",0.5833085,0.5660918,-0.0172167
