,patina_male,patina_female,tuple,average_male,average_female,female-male
0,0.041484386,0.012817116,"('unsociable', 'sociable')",0.0414844,0.0128171,-0.0286673
1,-0.9862555,-1.2137666,"('unfriendly', 'friendly')",-0.9862555,-1.2137666,-0.2275111
2,1.1010089,1.1318156,"('unlikable', 'likable')",1.1010089,1.1318156,0.0308067
3,-0.20163533,0.093209326,"('repellent', 'pleasant')",-0.2016353,0.0932093,0.2948446
4,-2.7740605,-3.1300192,"('disliked', 'liked')",-2.7740605,-3.1300192,-0.3559587
5,-2.0260699,-2.1700327,"('distant', 'outgoing')",-2.0260699,-2.1700327,-0.1439628
6,-2.4424212,-2.603756,"('distant', 'open')",-2.4424212,-2.603756,-0.1613348
7,-0.026700307,0.15497796,"('insensitive', 'sensitive')",-0.0267003,0.154978,0.1816783
8,-0.38191363,-0.6850751,"('unaffectionate', 'affectionate')",-0.3819136,-0.6850751,-0.3031615
9,-0.41707605,-0.5239494,"('unaffectionate', 'caring')",-0.4170761,-0.5239494,-0.1068733
10,0.21673921,0.31851125,"('unsympathetic', 'sympathetic')",0.2167392,0.3185112,0.101772
11,1.500578,1.6096505,"('unhelpful', 'helpful')",1.500578,1.6096505,0.1090725
12,-0.52812374,-0.62268025,"('unsupportive', 'supportive')",-0.5281237,-0.6226802,-0.0945565
13,0.51986665,0.5201524,"('impolite', 'polite')",0.5198666,0.5201524,0.0002858
14,1.074495,1.26288,"('antisocial', 'social')",1.074495,1.26288,0.188385
15,0.2937082,0.040458806,"('boring', 'funny')",0.2937082,0.0404588,-0.2532494
16,-0.2535383,-0.39814606,"('unpopular', 'popular')",-0.2535383,-0.3981461,-0.1446078
17,-0.06920574,-0.014425866,"('nasty', 'nice')",-0.0692057,-0.0144259,0.0547798
18,-0.89285177,-0.8212234,"('disagreeable', 'welcoming')",-0.8928518,-0.8212234,0.0716284
19,-1.5349057,-1.706424,"('inhospitable', 'hospitable')",-1.5349057,-1.706424,-0.1715183
20,0.4996035,0.60392195,"('rough', 'thoughtful')",0.4996035,0.6039219,0.1043184
21,0.99163574,1.0873193,"('immoral', 'moral')",0.9916357,1.0873193,0.0956836
22,-0.07494653,0.08245067,"('untrustworthy', 'trustworthy')",-0.0749465,0.0824507,0.1573972
23,2.4375443,2.7110443,"('insincere', 'sincere')",2.4375443,2.7110443,0.2735
24,-0.08108563,-0.09152273,"('dishonest', 'honest')",-0.0810856,-0.0915227,-0.0104371
25,-0.14640278,-0.2970941,"('egoistic', 'altruistic')",-0.1464028,-0.2970941,-0.1506913
26,0.35730335,0.052803796,"('hardhearted', 'benevolent')",0.3573034,0.0528038,-0.3044996
27,-0.7513301,-0.63129324,"('hardhearted', 'softhearted')",-0.7513301,-0.6312932,0.1200369
28,0.562212,0.54947025,"('disloyal', 'loyal')",0.562212,0.5494702,-0.0127418
29,-1.1551619,-1.0796506,"('unfair', 'fair')",-1.1551619,-1.0796506,0.0755113
30,1.0371939,0.87269557,"('intolerant', 'tolerant')",1.0371939,0.8726956,-0.1644983
31,-1.9812615,-2.0439353,"('evil', 'good')",-1.9812615,-2.0439353,-0.0626738
32,1.3882804,1.1977513,"('unkind', 'kind')",1.3882804,1.1977513,-0.1905291
33,-0.40727392,-0.64092404,"('wrong', 'right')",-0.4072739,-0.640924,-0.2336501
34,1.9391229,2.1707847,"('mean', 'honorable')",1.9391229,2.1707847,0.2316618
35,-0.9514093,-1.1224055,"('corrupt', 'incorrupt')",-0.9514093,-1.1224055,-0.1709962
36,-1.06239,-1.2612245,"('hostile', 'amicable')",-1.06239,-1.2612245,-0.1988345
37,0.081518844,-0.05542484,"('fake', 'genuine')",0.0815188,-0.0554248,-0.1369436
38,0.3046396,0.19772771,"('untruthful', 'truthful')",0.3046396,0.1977277,-0.1069119
39,0.36429635,0.2021677,"('exploitative', 'cooperative')",0.3642963,0.2021677,-0.1621286
40,-1.3347561,-1.3501525,"('stingy', 'generous')",-1.3347561,-1.3501525,-0.0153964
41,0.74111974,0.72897536,"('unforgiving', 'forgiving')",0.7411197,0.7289754,-0.0121443
42,-0.2948638,-0.46708414,"('unreliable', 'reliable')",-0.2948638,-0.4670841,-0.1722203
43,-0.05842138,-0.14590059,"('irresponsible', 'responsible')",-0.0584214,-0.1459006,-0.0874792
44,-0.6720504,-0.82107484,"('prejudiced', 'unprejudiced')",-0.6720504,-0.8210748,-0.1490244
45,0.08850418,0.20325813,"('incompetent', 'competent')",0.0885042,0.2032581,0.1147539
46,0.22466414,0.38541546,"('uncompetitive', 'competitive')",0.2246641,0.3854155,0.1607514
47,2.3030486,2.6831696,"('stupid', 'smart')",2.3030486,2.6831696,0.380121
48,0.60188746,0.72623855,"('unintelligent', 'intelligent')",0.6018875,0.7262385,0.124351
49,-0.11171168,0.11101186,"('unable', 'able')",-0.1117117,0.1110119,0.2227236
50,0.4144753,0.44942093,"('clumsy', 'skillful')",0.4144753,0.4494209,0.0349456
51,0.100694254,0.26581323,"('uneducated', 'educated')",0.1006943,0.2658132,0.1651189
52,-1.0214677,-1.2969956,"('irrational', 'rational')",-1.0214677,-1.2969956,-0.2755279
53,-0.88083327,-0.76710516,"('uncreative', 'creative')",-0.8808333,-0.7671052,0.1137281
