,eyelid_male,eyelid_female,tuple,average_male,average_female,female-male
0,-0.2420468,-0.3087868,"('unsociable', 'sociable')",-0.2420468,-0.3087868,-0.06674
1,-0.123035,-0.2481062,"('unfriendly', 'friendly')",-0.123035,-0.2481062,-0.1250712
2,-0.20257297,-0.20874652,"('unlikable', 'likable')",-0.202573,-0.2087465,-0.0061735
3,-0.3319629,-0.23208122,"('repellent', 'pleasant')",-0.3319629,-0.2320812,0.0998817
4,-2.7325642,-2.7292957,"('disliked', 'liked')",-2.7325642,-2.7292957,0.0032685
5,-1.3598475,-1.339731,"('distant', 'outgoing')",-1.3598475,-1.339731,0.0201165
6,-1.1369238,-1.1455048,"('distant', 'open')",-1.1369238,-1.1455048,-0.008581
7,0.44887796,0.45651284,"('insensitive', 'sensitive')",0.448878,0.4565128,0.0076348
8,-0.21134584,-0.331115,"('unaffectionate', 'affectionate')",-0.2113458,-0.331115,-0.1197692
9,0.18688686,0.011267036,"('unaffectionate', 'caring')",0.1868869,0.011267,-0.1756199
10,0.23606901,0.1523118,"('unsympathetic', 'sympathetic')",0.236069,0.1523118,-0.0837572
11,0.86342275,0.8606827,"('unhelpful', 'helpful')",0.8634228,0.8606827,-0.0027401
12,-0.5384984,-0.5204247,"('unsupportive', 'supportive')",-0.5384984,-0.5204247,0.0180737
13,0.10582286,0.022225969,"('impolite', 'polite')",0.1058229,0.022226,-0.0835969
14,0.25386196,0.2565999,"('antisocial', 'social')",0.253862,0.2565999,0.0027379
15,0.43332994,0.31490532,"('boring', 'funny')",0.4333299,0.3149053,-0.1184246
16,-0.7100398,-0.6922486,"('unpopular', 'popular')",-0.7100398,-0.6922486,0.0177912
17,-0.838991,-0.7474935,"('nasty', 'nice')",-0.838991,-0.7474935,0.0914975
18,-0.6182399,-0.5534058,"('disagreeable', 'welcoming')",-0.6182399,-0.5534058,0.0648341
19,-1.2744033,-1.1845725,"('inhospitable', 'hospitable')",-1.2744033,-1.1845725,0.0898308
20,0.8902238,0.89264816,"('rough', 'thoughtful')",0.8902238,0.8926482,0.0024244
21,0.32075343,0.3931646,"('immoral', 'moral')",0.3207534,0.3931646,0.0724112
22,-0.27889308,-0.33308008,"('untrustworthy', 'trustworthy')",-0.2788931,-0.3330801,-0.054187
23,2.5866792,2.5199249,"('insincere', 'sincere')",2.5866792,2.5199249,-0.0667543
24,0.2365242,0.10360384,"('dishonest', 'honest')",0.2365242,0.1036038,-0.1329204
25,-0.8037884,-0.8209413,"('egoistic', 'altruistic')",-0.8037884,-0.8209413,-0.0171529
26,0.40284795,0.26210287,"('hardhearted', 'benevolent')",0.4028479,0.2621029,-0.140745
27,0.86167085,0.7748794,"('hardhearted', 'softhearted')",0.8616709,0.7748794,-0.0867915
28,0.14185901,0.037003882,"('disloyal', 'loyal')",0.141859,0.0370039,-0.1048551
29,-0.55075747,-0.59884286,"('unfair', 'fair')",-0.5507575,-0.5988429,-0.0480854
30,0.5144947,0.4774778,"('intolerant', 'tolerant')",0.5144947,0.4774778,-0.0370169
31,-1.6452929,-1.4977934,"('evil', 'good')",-1.6452929,-1.4977934,0.1474995
32,0.32351112,0.17666337,"('unkind', 'kind')",0.3235111,0.1766634,-0.1468477
33,0.0013541989,-0.1377265,"('wrong', 'right')",0.0013542,-0.1377265,-0.1390807
34,1.8957659,2.0917034,"('mean', 'honorable')",1.8957659,2.0917034,0.1959375
35,-0.3926269,-0.45015907,"('corrupt', 'incorrupt')",-0.3926269,-0.4501591,-0.0575322
36,-0.8050201,-0.81152886,"('hostile', 'amicable')",-0.8050201,-0.8115289,-0.0065088
37,0.3876518,0.31152922,"('fake', 'genuine')",0.3876518,0.3115292,-0.0761226
38,0.035427265,-0.043205723,"('untruthful', 'truthful')",0.0354273,-0.0432057,-0.078633
39,0.46359658,0.48899508,"('exploitative', 'cooperative')",0.4635966,0.4889951,0.0253985
40,-1.6221389,-1.5968683,"('stingy', 'generous')",-1.6221389,-1.5968683,0.0252706
41,0.41599768,0.504667,"('unforgiving', 'forgiving')",0.4159977,0.504667,0.0886693
42,-1.3614361,-1.3542826,"('unreliable', 'reliable')",-1.3614361,-1.3542826,0.0071535
43,0.26660335,0.19017896,"('irresponsible', 'responsible')",0.2666034,0.190179,-0.0764244
44,-0.37816542,-0.35752067,"('prejudiced', 'unprejudiced')",-0.3781654,-0.3575207,0.0206447
45,-0.41922757,-0.32392657,"('incompetent', 'competent')",-0.4192276,-0.3239266,0.095301
46,-0.5473737,-0.487652,"('uncompetitive', 'competitive')",-0.5473737,-0.487652,0.0597217
47,2.3042073,2.2631898,"('stupid', 'smart')",2.3042073,2.2631898,-0.0410175
48,0.59405166,0.65042454,"('unintelligent', 'intelligent')",0.5940517,0.6504245,0.0563728
49,0.34133685,0.48170117,"('unable', 'able')",0.3413368,0.4817012,0.1403644
50,-0.012748394,-0.09491998,"('clumsy', 'skillful')",-0.0127484,-0.09492,-0.0821716
51,-0.2198722,-0.26342317,"('uneducated', 'educated')",-0.2198722,-0.2634232,-0.043551
52,-0.9015994,-1.0569526,"('irrational', 'rational')",-0.9015994,-1.0569526,-0.1553532
53,-1.5564382,-1.6924152,"('uncreative', 'creative')",-1.5564382,-1.6924152,-0.135977
54,-0.9223433,-1.0167477,"('incapable', 'capable')",-0.9223433,-1.0167477,-0.0944044
55,0.30065545,0.36169052,"('incompetent', 'clever')",0.3006555,0.3616905,0.061035
56,0.9140567,0.8892093,"('impractical', 'practical')",0.9140567,0.8892093,-0.0248474
57,-1.3624066,-1.4893875,"('unimaginative', 'imaginative')",-1.3624066,-1.4893875,-0.1269809
58,-0.1605281,-0.19773422,"('undiscriminating', 'discriminating')",-0.1605281,-0.1977342,-0.0372061
59,-0.36507806,-0.45236245,"('foolish', 'wise')",-0.3650781,-0.4523624,-0.0872843
60,0.80525404,0.8812389,"('inefficient', 'efficient')",0.805254,0.8812389,0.0759849
61,-0.28325206,-0.4612117,"('illogical', 'logical')",-0.2832521,-0.4612117,-0.1779596
62,0.11362904,0.22846825,"('incompetent', 'brilliant')",0.113629,0.2284683,0.1148393
63,-0.019622067,0.05630005,"('unperceptive', 'insightful')",-0.0196221,0.0563001,0.0759222
64,-2.378872,-2.4432712,"('shy', 'confident')",-2.3788719,-2.4432712,-0.0643993
65,-0.127173,-0.17076758,"('insecure', 'secure')",-0.127173,-0.1707676,-0.0435946
66,-1.0121853,-1.1397073,"('inactive', 'active')",-1.0121853,-1.1397073,-0.127522
