,morphology_male,morphology_female,tuple,average_male,average_female,female-male
0,0.4341423,0.39489084,"('unsociable', 'sociable')",0.4341423,0.3948908,-0.0392515
1,0.6234142,0.67300445,"('unfriendly', 'friendly')",0.6234142,0.6730044,0.0495902
2,0.36864948,0.5140704,"('unlikable', 'likable')",0.3686495,0.5140704,0.1454209
3,0.98413354,1.0690799,"('repellent', 'pleasant')",0.9841335,1.0690799,0.0849464
4,-7.057079,-7.1438603,"('disliked', 'liked')",-7.0570788,-7.1438603,-0.0867815
5,-0.8601331,-0.6990683,"('distant', 'outgoing')",-0.8601331,-0.6990683,0.1610648
6,-0.48267952,-0.3970446,"('distant', 'open')",-0.4826795,-0.3970446,0.0856349
7,1.3236821,1.325492,"('insensitive', 'sensitive')",1.3236821,1.325492,0.0018099
8,0.7830951,0.7288147,"('unaffectionate', 'affectionate')",0.7830951,0.7288147,-0.0542804
9,1.0206567,1.091251,"('unaffectionate', 'caring')",1.0206567,1.091251,0.0705943
10,1.904568,1.7475991,"('unsympathetic', 'sympathetic')",1.904568,1.7475991,-0.1569689
11,2.1071603,2.0954924,"('unhelpful', 'helpful')",2.1071603,2.0954924,-0.0116679
12,-0.9856263,-0.9913485,"('unsupportive', 'supportive')",-0.9856263,-0.9913485,-0.0057222
13,0.3183775,0.3310971,"('impolite', 'polite')",0.3183775,0.3310971,0.0127196
14,0.38884598,0.39695364,"('antisocial', 'social')",0.388846,0.3969536,0.0081076
15,0.009072859,0.0814398,"('boring', 'funny')",0.0090729,0.0814398,0.0723669
16,-0.8703158,-0.6884989,"('unpopular', 'popular')",-0.8703158,-0.6884989,0.1818169
17,0.108238965,0.04999697,"('nasty', 'nice')",0.108239,0.049997,-0.058242
18,-0.5772663,-0.51674676,"('disagreeable', 'welcoming')",-0.5772663,-0.5167468,0.0605195
19,-0.7194883,-0.6629389,"('inhospitable', 'hospitable')",-0.7194883,-0.6629389,0.0565494
20,0.727657,0.5799698,"('rough', 'thoughtful')",0.727657,0.5799698,-0.1476872
21,0.39438477,0.46149084,"('immoral', 'moral')",0.3943848,0.4614908,0.067106
22,0.31339553,0.26356816,"('untrustworthy', 'trustworthy')",0.3133955,0.2635682,-0.0498273
23,6.0237527,6.184199,"('insincere', 'sincere')",6.0237527,6.1841989,0.1604462
24,1.6898466,1.6978327,"('dishonest', 'honest')",1.6898466,1.6978327,0.0079861
25,0.026862282,0.0922104,"('egoistic', 'altruistic')",0.0268623,0.0922104,0.0653481
26,0.29697698,0.08197848,"('hardhearted', 'benevolent')",0.296977,0.0819785,-0.2149985
27,1.5859715,1.4101574,"('hardhearted', 'softhearted')",1.5859715,1.4101574,-0.1758141
28,0.87327766,0.8061701,"('disloyal', 'loyal')",0.8732777,0.8061701,-0.0671076
29,-0.38315138,-0.5229462,"('unfair', 'fair')",-0.3831514,-0.5229462,-0.1397948
30,1.3476062,1.3399146,"('intolerant', 'tolerant')",1.3476062,1.3399146,-0.0076916
