,northrop_male,northrop_female,tuple,grumman_male,grumman_female,corp_male,corp_female,average_male,average_female,female-male
0,-1.4751363,-1.5994892,"('unsociable', 'sociable')",-2.0042145,-2.1300128,-0.7399147,-0.88511866,-1.4064218,-1.5382069,-0.1317851
1,0.029206682,-0.10588384,"('unfriendly', 'friendly')",-0.8126393,-0.96723,1.9149776,1.5947018,0.3771816,0.1738626,-0.203319
2,0.25792715,0.30279717,"('unlikable', 'likable')",-0.09115625,-0.067726195,0.68488,0.66612685,0.2838837,0.3003993,0.0165156
3,-1.1508282,-1.1969069,"('repellent', 'pleasant')",-1.3969101,-1.3916599,0.8087628,0.91731143,-0.5796585,-0.5570851,0.0225734
4,0.20863274,0.09273834,"('disliked', 'liked')",0.79951906,0.72170323,-6.764549,-6.788092,-1.9187991,-1.9912168,-0.0724177
5,0.43719485,0.4767173,"('distant', 'outgoing')",0.7517312,0.7417376,0.042038918,-0.008836523,0.4103217,0.4032061,-0.0071156
6,0.36692297,0.36607584,"('distant', 'open')",0.3411011,0.33351338,-0.031478383,-0.16868076,0.2255152,0.1769695,-0.0485457
7,-0.845491,-0.9048438,"('insensitive', 'sensitive')",-1.7069523,-1.7551287,0.18757324,0.18825775,-0.78829,-0.823905,-0.035615
8,0.47184595,0.45618662,"('unaffectionate', 'affectionate')",-0.7113102,-0.80189323,1.3411567,1.149569,0.3672308,0.2679542,-0.0992766
9,0.15149942,0.12177292,"('unaffectionate', 'caring')",-0.76881206,-0.8671497,1.6940874,1.5832816,0.3589249,0.2793016,-0.0796233
10,-2.581675,-2.688901,"('unsympathetic', 'sympathetic')",-3.405723,-3.5172796,-1.0211197,-1.0762825,-2.3361726,-2.4274877,-0.0913151
11,-0.79232186,-0.7894058,"('unhelpful', 'helpful')",-2.360125,-2.3944702,1.2615712,1.3821365,-0.6302919,-0.6005799,0.029712
12,-0.25246677,-0.28608608,"('unsupportive', 'supportive')",-1.4109647,-1.4753515,-2.031814,-2.075518,-1.2317486,-1.2789852,-0.0472366
13,-1.6102954,-1.7294021,"('impolite', 'polite')",-2.673086,-2.736836,-1.3649186,-1.367974,-1.8827667,-1.9447374,-0.0619707
14,-1.1973451,-1.1680658,"('antisocial', 'social')",-1.5336521,-1.5360233,-0.401018,-0.32671216,-1.044005,-1.0102671,0.0337379
15,0.87547225,0.7693413,"('boring', 'funny')",0.15878667,0.12438998,-0.004689103,0.017973859,0.34319,0.3039017,-0.0392883
16,0.3257585,0.2942625,"('unpopular', 'popular')",0.055077963,0.055406846,0.5191803,0.48475873,0.3000056,0.2781427,-0.0218629
