,mousse_male,mousse_female,tuple,average_male,average_female,female-male
0,0.24502757,0.11783618,"('unsociable', 'sociable')",0.2450276,0.1178362,-0.1271914
1,0.05744332,-0.1921038,"('unfriendly', 'friendly')",0.0574433,-0.1921038,-0.2495471
2,0.9764266,0.99369603,"('unlikable', 'likable')",0.9764266,0.993696,0.0172694
3,-0.081133194,-0.04993631,"('repellent', 'pleasant')",-0.0811332,-0.0499363,0.0311969
4,-0.9905842,-1.061682,"('disliked', 'liked')",-0.9905842,-1.061682,-0.0710978
5,-0.30820403,-0.3386991,"('distant', 'outgoing')",-0.308204,-0.3386991,-0.0304951
6,-0.37478495,-0.42392188,"('distant', 'open')",-0.3747849,-0.4239219,-0.049137
7,-1.1234901,-1.0687249,"('insensitive', 'sensitive')",-1.1234901,-1.0687249,0.0547652
8,-0.05154315,-0.1974691,"('unaffectionate', 'affectionate')",-0.0515432,-0.1974691,-0.1459259
9,-0.24506384,-0.38310796,"('unaffectionate', 'caring')",-0.2450638,-0.383108,-0.1380442
10,-0.44905853,-0.4466492,"('unsympathetic', 'sympathetic')",-0.4490585,-0.4466492,0.0024093
11,0.19354312,0.1905794,"('unhelpful', 'helpful')",0.1935431,0.1905794,-0.0029637
12,-0.64400107,-0.69056,"('unsupportive', 'supportive')",-0.6440011,-0.69056,-0.0465589
13,0.5361723,0.51990426,"('impolite', 'polite')",0.5361723,0.5199043,-0.016268
14,0.27192262,0.34953532,"('antisocial', 'social')",0.2719226,0.3495353,0.0776127
15,-0.37588885,-0.38355163,"('boring', 'funny')",-0.3758889,-0.3835516,-0.0076627
16,1.0260371,0.93465865,"('unpopular', 'popular')",1.0260371,0.9346586,-0.0913785
17,-0.36663553,-0.30363682,"('nasty', 'nice')",-0.3666355,-0.3036368,0.0629987
18,-0.2322756,-0.30455625,"('disagreeable', 'welcoming')",-0.2322756,-0.3045563,-0.0722807
19,-0.993404,-1.0378419,"('inhospitable', 'hospitable')",-0.993404,-1.0378419,-0.0444379
20,0.43329856,0.40430024,"('rough', 'thoughtful')",0.4332986,0.4043002,-0.0289984
21,0.11976588,0.15137534,"('immoral', 'moral')",0.1197659,0.1513753,0.0316094
22,0.4271874,0.3887663,"('untrustworthy', 'trustworthy')",0.4271874,0.3887663,-0.0384211
23,0.5584087,0.45512566,"('insincere', 'sincere')",0.5584087,0.4551257,-0.103283
24,-0.85342294,-0.9357896,"('dishonest', 'honest')",-0.8534229,-0.9357896,-0.0823667
25,0.18796769,0.05812893,"('egoistic', 'altruistic')",0.1879677,0.0581289,-0.1298388
26,-0.081604615,-0.21431705,"('hardhearted', 'benevolent')",-0.0816046,-0.2143171,-0.1327125
27,-0.8684709,-0.9023702,"('hardhearted', 'softhearted')",-0.8684709,-0.9023702,-0.0338993
28,-0.15346144,-0.24014974,"('disloyal', 'loyal')",-0.1534614,-0.2401497,-0.0866883
29,0.43294868,0.3611215,"('unfair', 'fair')",0.4329487,0.3611215,-0.0718272
30,0.006560348,-0.013696557,"('intolerant', 'tolerant')",0.0065603,-0.0136966,-0.0202569
31,-0.44494593,-0.4569402,"('evil', 'good')",-0.4449459,-0.4569402,-0.0119943
32,-0.08695938,-0.18951117,"('unkind', 'kind')",-0.0869594,-0.1895112,-0.1025518
33,0.39627245,0.2636686,"('wrong', 'right')",0.3962725,0.2636686,-0.1326039
34,0.73636365,0.86897486,"('mean', 'honorable')",0.7363636,0.8689749,0.1326113
35,0.039564095,-0.059917405,"('corrupt', 'incorrupt')",0.0395641,-0.0599174,-0.0994815
36,0.05458089,-0.11411035,"('hostile', 'amicable')",0.0545809,-0.1141104,-0.1686913
37,-0.085136,-0.07368391,"('fake', 'genuine')",-0.085136,-0.0736839,0.0114521
