,seagate_male,seagate_female,tuple,technology_male,technology_female,holdings_male,holdings_female,plc_male,plc_female,average_male,average_female,female-male
0,-1.7476594,-1.6915722,"('unsociable', 'sociable')",-0.6766395,-0.6949247,-0.45721433,-0.5173681,-0.7153498,-0.73233265,-0.8992158,-0.9090495,-0.0098337
1,-1.3397039,-1.5062153,"('unfriendly', 'friendly')",0.90565366,0.7565904,-0.28329876,-0.44290406,2.0571651,1.9039348,0.334954,0.1778515,-0.1571025
2,0.76260424,0.75939363,"('unlikable', 'likable')",0.84702533,0.8910288,1.3609251,1.3747854,0.2820425,0.3232191,0.8131493,0.8371068,0.0239575
3,-0.6991897,-0.55928856,"('repellent', 'pleasant')",-0.12444769,0.05248405,0.29466167,0.40847608,-0.18873256,-0.082853585,-0.1794271,-0.0452955,0.1341316
4,0.41797334,0.33305913,"('disliked', 'liked')",-0.13139609,-0.1680544,1.7036537,1.6213961,-4.610499,-4.752067,-0.655067,-0.7414166,-0.0863496
5,-0.5395521,-0.6642099,"('distant', 'outgoing')",0.28380787,0.2512678,-0.17502615,-0.2096819,0.55157155,0.43519247,0.0302003,-0.0468579,-0.0770582
6,-0.33286327,-0.44484222,"('distant', 'open')",0.085456096,0.02137699,-0.2658497,-0.322904,0.7646676,0.6368583,0.0628527,-0.0273777,-0.0902304
7,-0.5714208,-0.46704122,"('insensitive', 'sensitive')",0.2982895,0.44878465,0.14725482,0.10560154,0.46683133,0.5396902,0.0852387,0.1567588,0.0715201
8,-0.33936733,-0.53271395,"('unaffectionate', 'affectionate')",0.6067234,0.483588,-0.63459265,-0.79454905,0.8990967,0.6925819,0.132965,-0.0377733,-0.1707383
9,-0.8358036,-0.9373329,"('unaffectionate', 'caring')",0.7205859,0.6277668,-0.123096034,-0.2800187,1.3539473,1.2453517,0.2789084,0.1639417,-0.1149667
10,-1.4738585,-1.3362668,"('unsympathetic', 'sympathetic')",-0.79616916,-0.7263024,-0.98857325,-1.0076615,-0.55024636,-0.45772022,-0.9522119,-0.8819877,0.0702242
11,-0.9287302,-0.86967576,"('unhelpful', 'helpful')",0.48284358,0.52229327,-1.6903399,-1.7346214,0.93954724,0.9336286,-0.2991698,-0.2870938,0.012076
12,-0.51003015,-0.49166933,"('unsupportive', 'supportive')",0.80552685,0.9342045,0.48237145,0.50226766,-1.0646383,-1.0902752,-0.0716925,-0.0363681,0.0353244
13,-1.0820494,-0.9732319,"('impolite', 'polite')",-0.05641231,0.05888142,-0.43416658,-0.4158041,-0.5477712,-0.48459533,-0.5300999,-0.4536875,0.0764124
14,-0.33461946,-0.23912314,"('antisocial', 'social')",1.0199449,1.1462157,1.4839461,1.524028,0.12100043,0.19108346,0.572568,0.655551,0.082983
15,0.7525489,0.66783935,"('boring', 'funny')",0.24208224,0.124117464,-0.82848215,-0.93046016,0.047441036,0.0011207182,0.0533975,-0.0343457,-0.0877432
16,-0.33668154,-0.317984,"('unpopular', 'popular')",-0.4459162,-0.43976757,-0.8838929,-0.8113378,0.12315005,0.08501048,-0.3858352,-0.3710197,0.0148155
17,0.3256057,0.3379604,"('nasty', 'nice')",-0.35026225,-0.2981434,-0.7249383,-0.72802097,-0.8499853,-0.892068,-0.399895,-0.395068,0.004827
