,bestseller_male,bestseller_female,tuple,average_male,average_female,female-male
0,0.19414555,0.13473517,"('unsociable', 'sociable')",0.1941455,0.1347352,-0.0594103
1,0.7753533,0.6789571,"('unfriendly', 'friendly')",0.7753533,0.6789571,-0.0963962
2,0.48837876,0.64640087,"('unlikable', 'likable')",0.4883788,0.6464009,0.1580221
3,1.233991,1.2574679,"('repellent', 'pleasant')",1.233991,1.2574679,0.0234769
4,-7.4957404,-7.427195,"('disliked', 'liked')",-7.4957404,-7.4271951,0.0685453
5,-0.54956234,-0.51905197,"('distant', 'outgoing')",-0.5495623,-0.519052,0.0305103
6,-0.28863522,-0.24130976,"('distant', 'open')",-0.2886352,-0.2413098,0.0473254
7,0.8678551,0.9267782,"('insensitive', 'sensitive')",0.8678551,0.9267782,0.0589231
8,0.6270752,0.63894373,"('unaffectionate', 'affectionate')",0.6270752,0.6389437,0.0118685
9,1.2270747,1.3193601,"('unaffectionate', 'caring')",1.2270747,1.3193601,0.0922854
10,1.5946207,1.6970941,"('unsympathetic', 'sympathetic')",1.5946207,1.6970941,0.1024734
11,1.90509,1.9700282,"('unhelpful', 'helpful')",1.90509,1.9700282,0.0649382
12,-1.5769455,-1.5422026,"('unsupportive', 'supportive')",-1.5769455,-1.5422026,0.0347429
13,0.5749032,0.5202203,"('impolite', 'polite')",0.5749032,0.5202203,-0.0546829
14,-0.0070578037,-0.07668997,"('antisocial', 'social')",-0.0070578,-0.07669,-0.0696322
15,0.07140747,-0.01060564,"('boring', 'funny')",0.0714075,-0.0106056,-0.0820131
16,-0.47101995,-0.4151566,"('unpopular', 'popular')",-0.47102,-0.4151566,0.0558634
17,-0.31941935,-0.2972895,"('nasty', 'nice')",-0.3194194,-0.2972895,0.0221299
18,-0.834009,-0.8974778,"('disagreeable', 'welcoming')",-0.834009,-0.8974778,-0.0634688
19,-0.8967618,-0.8226585,"('inhospitable', 'hospitable')",-0.8967618,-0.8226585,0.0741033
20,1.1356694,1.0177633,"('rough', 'thoughtful')",1.1356694,1.0177633,-0.1179061
21,0.4811053,0.59202904,"('immoral', 'moral')",0.4811053,0.592029,0.1109237
22,-0.18896994,-0.15496218,"('untrustworthy', 'trustworthy')",-0.1889699,-0.1549622,0.0340077
23,6.371845,6.289148,"('insincere', 'sincere')",6.3718448,6.2891479,-0.0826969
24,1.7152828,1.6902862,"('dishonest', 'honest')",1.7152828,1.6902862,-0.0249966
25,0.24418241,0.17438105,"('egoistic', 'altruistic')",0.2441824,0.174381,-0.0698014
26,-0.06039363,-0.10951424,"('hardhearted', 'benevolent')",-0.0603936,-0.1095142,-0.0491206
27,1.4694295,1.3383904,"('hardhearted', 'softhearted')",1.4694295,1.3383904,-0.1310391
28,1.0512738,1.0280766,"('disloyal', 'loyal')",1.0512738,1.0280766,-0.0231972
29,-0.70334554,-0.81759006,"('unfair', 'fair')",-0.7033455,-0.8175901,-0.1142446
30,0.78350466,0.8634348,"('intolerant', 'tolerant')",0.7835047,0.8634348,0.0799301
31,-2.1094549,-2.0780501,"('evil', 'good')",-2.1094549,-2.0780501,0.0314048
32,1.3824579,1.3736315,"('unkind', 'kind')",1.3824579,1.3736315,-0.0088264
33,-0.57557154,-0.50085574,"('wrong', 'right')",-0.5755715,-0.5008557,0.0747158
34,4.3948717,4.4874167,"('mean', 'honorable')",4.3948717,4.4874167,0.092545
35,-1.5360621,-1.6522654,"('corrupt', 'incorrupt')",-1.5360621,-1.6522654,-0.1162033
36,-1.4005549,-1.4869572,"('hostile', 'amicable')",-1.4005549,-1.4869572,-0.0864023
37,0.9537549,0.9868592,"('fake', 'genuine')",0.9537549,0.9868592,0.0331043
38,-0.33048525,-0.24560152,"('untruthful', 'truthful')",-0.3304853,-0.2456015,0.0848838
