,zions_male,zions_female,tuple,bancorporation_male,bancorporation_female,n_male,n_female,a_male,a_female,average_male,average_female,female-male
0,0.107416384,-0.0046562254,"('unsociable', 'sociable')",-0.34156582,-0.3925891,1.3471054,1.4832656,-0.047128446,-0.08325085,0.2664569,0.2506924,-0.0157645
1,-0.42940867,-0.59322596,"('unfriendly', 'friendly')",-0.7123325,-0.7436554,-0.55839556,-0.5441216,1.1624929,1.2090806,-0.1344109,-0.1679806,-0.0335697
2,1.066613,1.1191953,"('unlikable', 'likable')",1.6323777,1.6998587,1.6153533,1.6568351,0.6715696,0.7132556,1.2464786,1.2972862,0.0508076
3,-0.13127798,-0.013803102,"('repellent', 'pleasant')",-0.0670635,-0.05995125,1.0709709,1.2240821,1.2925428,1.3595905,0.541293,0.6274796,0.0861866
4,0.18517765,0.14479575,"('disliked', 'liked')",0.25073382,0.2688046,0.22723073,0.016626809,-6.2962832,-6.475061,-1.4082853,-1.5112084,-0.1029231
5,-0.5900625,-0.65651876,"('distant', 'outgoing')",0.6183158,0.6894285,-1.366692,-1.337466,-0.717793,-0.7040403,-0.5140579,-0.5021491,0.0119088
6,-0.73616207,-0.7793785,"('distant', 'open')",0.203758,0.26192063,-1.4696971,-1.3997815,-0.109035626,-0.009682592,-0.5277842,-0.4817305,0.0460537
7,1.1369889,1.1301794,"('insensitive', 'sensitive')",-0.13547766,-0.08700742,0.34809107,0.49291533,0.7705196,0.8561373,0.5300305,0.5980561,0.0680256
8,0.072370894,0.04042318,"('unaffectionate', 'affectionate')",-0.9451065,-0.9550835,-0.52451426,-0.4225832,0.56641257,0.6186046,-0.2077093,-0.1796597,0.0280496
9,0.25618955,0.11963287,"('unaffectionate', 'caring')",-0.22485682,-0.21044987,0.01509728,0.04243525,1.3743421,1.4177086,0.355193,0.3423317,-0.0128613
10,0.10883425,0.07795874,"('unsympathetic', 'sympathetic')",-2.10815,-2.1303287,0.5904796,0.7878245,0.13099605,0.17097096,-0.31946,-0.2733936,0.0460664
11,0.29362583,0.32808664,"('unhelpful', 'helpful')",-0.8137103,-0.73047197,1.0547172,1.2331097,1.7852253,1.8517088,0.5799645,0.6706083,0.0906438
12,1.2985123,1.3495277,"('unsupportive', 'supportive')",-0.8603075,-0.71323407,0.62854266,0.69123167,-1.4277467,-1.4294904,-0.0902498,-0.0254913,0.0647585
13,-0.2887336,-0.24483378,"('impolite', 'polite')",-0.120376125,-0.09884378,0.114888325,0.32390973,-0.1519773,-0.0629874,-0.1115497,-0.0206888,0.0908609
14,0.4598457,0.42148757,"('antisocial', 'social')",0.2876003,0.295183,1.5698136,1.6849692,-0.21583763,-0.12698315,0.5253555,0.5686641,0.0433086
15,0.24281766,0.1459999,"('boring', 'funny')",0.9541202,0.9296774,0.9644819,1.0569112,0.016103528,-0.022018261,0.5443808,0.5276425,-0.0167383
16,-0.87066823,-0.9247147,"('unpopular', 'popular')",-0.3896102,-0.36012998,-0.6157373,-0.710215,0.8465257,0.7923297,-0.2573725,-0.3006825,-0.04331
17,-0.47030574,-0.42782643,"('nasty', 'nice')",0.27057722,0.3315486,-0.9108855,-0.8469857,-0.65067244,-0.6033204,-0.4403216,-0.386646,0.0536756
18,0.58309245,0.58609205,"('disagreeable', 'welcoming')",0.08167052,0.09749508,-0.34875533,-0.18307091,-0.38807672,-0.25116163,-0.0180173,0.0623387,0.080356
19,-0.7622772,-0.73972833,"('inhospitable', 'hospitable')",-1.1834646,-1.1716638,-0.5132049,-0.47022292,-0.28332892,-0.24937661,-0.6855689,-0.6577479,0.027821
20,-0.29452348,-0.29708603,"('rough', 'thoughtful')",-0.19485818,-0.2089217,-0.20065242,-0.2433558,0.16909422,0.18127176,-0.130235,-0.1420229,-0.0117879
21,0.6131899,0.57978445,"('immoral', 'moral')",-0.7865717,-0.8015996,1.6115981,1.6863364,0.1664226,0.26970157,0.4011597,0.4335557,0.032396
22,0.023958215,-0.02719341,"('untrustworthy', 'trustworthy')",-0.931143,-0.9458946,0.7246429,0.81010413,-1.0189404,-0.8833567,-0.3003706,-0.2615851,0.0387855
23,0.91454566,0.9590849,"('insincere', 'sincere')",-0.20214218,-0.21076156,1.1632017,1.3318443,6.208765,6.3546333,2.0210924,2.1087003,0.0876079
24,-0.15122147,-0.15437588,"('dishonest', 'honest')",-1.6334468,-1.597303,-0.59642905,-0.38609865,0.99905056,1.1537772,-0.3455117,-0.2460001,0.0995116
25,-0.75097066,-0.7326405,"('egoistic', 'altruistic')",0.74710995,0.751137,-0.41059056,-0.44063887,0.9312379,0.94569767,0.1291966,0.1308888,0.0016922
26,1.4190578,1.213922,"('hardhearted', 'benevolent')",1.2506988,1.1281674,1.0406673,1.055414,1.0491722,0.9963278,1.189899,1.0984578,-0.0914412
27,0.35515746,0.37424606,"('hardhearted', 'softhearted')",-0.27081805,-0.20200121,-0.53217876,-0.42617178,1.2231046,1.2137927,0.1938163,0.2399664,0.0461501
28,0.3502518,0.2453067,"('disloyal', 'loyal')",-1.1792135,-1.2749249,0.8490009,0.812236,1.6887366,1.620632,0.4271939,0.3508125,-0.0763814
29,-1.222386,-1.2616328,"('unfair', 'fair')",-1.0042385,-0.97704273,-0.11443035,-0.24249104,-0.82594264,-0.91029894,-0.7917494,-0.8478664,-0.056117
30,-0.031207226,0.03571965,"('intolerant', 'tolerant')",-0.32856667,-0.3373343,0.3458563,0.63008475,0.28185236,0.47572803,0.0669837,0.2010495,0.1340658
31,-1.1888276,-1.1309031,"('evil', 'good')",-0.22121383,-0.16722499,-1.4488695,-1.6131665,-0.66159356,-0.7157962,-0.8801261,-0.9067727,-0.0266466
32,0.611086,0.52976656,"('unkind', 'kind')",0.33719277,0.30948445,1.5232749,1.5464371,1.158638,1.1331997,0.907548,0.879722,-0.027826
33,0.044806637,0.0011850521,"('wrong', 'right')",1.0789067,1.0537764,0.3450492,0.20326614,-0.21507835,-0.30157158,0.313421,0.239164,-0.074257
34,-0.34800795,-0.20794615,"('mean', 'honorable')",0.4237886,0.5094947,0.42538583,0.6910959,5.108271,5.3504663,1.4023594,1.5857776,0.1834182
35,-0.73201543,-0.80087894,"('corrupt', 'incorrupt')",1.1613867,1.1039985,-2.2647038,-2.5276,-0.58342075,-0.7317638,-0.6046883,-0.7390611,-0.1343728
36,-0.6782666,-0.8033304,"('hostile', 'amicable')",1.4876045,1.3709183,-1.3047829,-1.5418097,0.2495825,0.11992402,-0.0614656,-0.2135745,-0.1521089
37,-0.42917368,-0.37240073,"('fake', 'genuine')",-1.3797607,-1.3544785,-0.29122186,-0.24966401,0.24865463,0.2836833,-0.4628754,-0.423215,0.0396604
38,0.5541153,0.60086304,"('untruthful', 'truthful')",0.1076362,0.14851895,0.14140101,0.20976022,0.93591255,0.9251262,0.4347663,0.4710671,0.0363008
39,0.6356541,0.65435916,"('exploitative', 'cooperative')",0.52070004,0.5596725,0.19261348,0.29101154,-0.68441695,-0.59313685,0.1661377,0.2279766,0.0618389
40,1.0526406,0.97182167,"('stingy', 'generous')",1.1413558,1.1525143,0.513518,0.54704016,-1.7463555,-1.7166997,0.2402897,0.2386691,-0.0016206
41,0.7085755,0.6913293,"('unforgiving', 'forgiving')",0.49697182,0.4809049,0.28369993,0.4111187,0.36751744,0.35749948,0.4641912,0.4852131,0.0210219
42,0.37537655,0.44871175,"('unreliable', 'reliable')",0.3870224,0.45462254,-0.11617336,0.008433722,-3.9086928,-3.821556,-0.8156168,-0.727447,0.0881698
43,1.3025008,1.3449299,"('irresponsible', 'responsible')",-1.2951025,-1.1947778,1.1608249,1.3381901,1.2173926,1.3288544,0.596404,0.7042992,0.1078952
44,-1.0062846,-0.99444956,"('prejudiced', 'unprejudiced')",0.662994,0.7147333,-0.6349513,-0.6522875,-2.0032675,-1.945198,-0.7453774,-0.7193004,0.026077
45,-0.31345075,-0.2944943,"('incompetent', 'competent')",-1.5807434,-1.6008921,1.1307027,1.2381512,0.5346142,0.50418717,-0.0572193,-0.038262,0.0189573
46,-0.11001727,-0.077968806,"('uncompetitive', 'competitive')",-0.9113151,-0.926658,0.090798914,0.2533017,-0.2375516,-0.24778475,-0.2920213,-0.2497774,0.0422439
47,-0.7725839,-0.7094747,"('stupid', 'smart')",0.112331614,0.18432781,0.92381835,1.0284466,5.389124,5.5080047,1.4131725,1.5028261,0.0896536
48,-0.10928656,-0.1772171,"('unintelligent', 'intelligent')",-1.8859833,-1.8768727,-0.033818033,0.09656488,0.6094363,0.7115255,-0.3549129,-0.3114998,0.0434131
49,-0.8816235,-0.87556076,"('unable', 'able')",-0.9208898,-0.83059907,0.40141118,0.5004579,0.07932314,0.19228107,-0.3304448,-0.2533552,0.0770896
50,-0.24054086,-0.26991254,"('clumsy', 'skillful')",0.042185053,0.05568275,-0.115418576,-0.21315959,0.55402017,0.49883378,0.0600614,0.0178611,-0.0422003
51,0.42056635,0.35604116,"('uneducated', 'educated')",-1.6389232,-1.7131327,2.344923,2.2230337,0.5288242,0.4883564,0.4138476,0.3385746,-0.075273
52,-0.67394924,-0.71133107,"('irrational', 'rational')",-0.14765733,-0.19900991,-0.56013095,-0.7089097,1.2687719,1.2158327,-0.0282414,-0.1008545,-0.0726131
53,-0.48817906,-0.5656878,"('uncreative', 'creative')",-0.7840018,-0.83709013,0.07649212,0.06880008,0.42337567,0.3848564,-0.1930783,-0.2372804,-0.0442021
