,contractor_male,contractor_female,tuple,average_male,average_female,female-male
0,1.1749058,0.99337935,"('unsociable', 'sociable')",1.1749058,0.9933794,-0.1815264
1,0.038825527,0.18453635,"('unfriendly', 'friendly')",0.0388255,0.1845364,0.1457109
2,0.16712575,0.32610336,"('unlikable', 'likable')",0.1671257,0.3261034,0.1589777
3,0.6308012,0.71378475,"('repellent', 'pleasant')",0.6308012,0.7137848,0.0829836
4,-7.493594,-7.4874096,"('disliked', 'liked')",-7.4935942,-7.4874096,0.0061846
5,-2.0252838,-1.8859528,"('distant', 'outgoing')",-2.0252838,-1.8859528,0.139331
6,-1.8365737,-1.7367754,"('distant', 'open')",-1.8365737,-1.7367754,0.0997983
7,1.8937218,1.966498,"('insensitive', 'sensitive')",1.8937218,1.966498,0.0727762
8,-0.15288383,-0.1247354,"('unaffectionate', 'affectionate')",-0.1528838,-0.1247354,0.0281484
9,0.8485154,0.93136424,"('unaffectionate', 'caring')",0.8485154,0.9313642,0.0828488
10,1.7329366,1.5929755,"('unsympathetic', 'sympathetic')",1.7329366,1.5929755,-0.1399611
11,2.4946442,2.4109187,"('unhelpful', 'helpful')",2.4946442,2.4109187,-0.0837255
12,-1.1328307,-1.1419752,"('unsupportive', 'supportive')",-1.1328307,-1.1419752,-0.0091445
13,0.77247506,0.71992403,"('impolite', 'polite')",0.7724751,0.719924,-0.0525511
14,1.1326948,1.1033732,"('antisocial', 'social')",1.1326948,1.1033732,-0.0293216
15,-0.22764054,-0.16758004,"('boring', 'funny')",-0.2276405,-0.16758,0.0600605
16,-0.68856114,-0.5812497,"('unpopular', 'popular')",-0.6885611,-0.5812497,0.1073114
17,-0.317016,-0.38790047,"('nasty', 'nice')",-0.317016,-0.3879005,-0.0708845
18,-1.2319393,-1.1993406,"('disagreeable', 'welcoming')",-1.2319393,-1.1993406,0.0325987
19,-1.2592679,-1.2253486,"('inhospitable', 'hospitable')",-1.2592679,-1.2253486,0.0339193
20,0.8281908,0.7339264,"('rough', 'thoughtful')",0.8281908,0.7339264,-0.0942644
21,0.6445694,0.6958479,"('immoral', 'moral')",0.6445694,0.6958479,0.0512785
22,0.14896366,0.131297,"('untrustworthy', 'trustworthy')",0.1489637,0.131297,-0.0176667
23,6.9217753,6.970051,"('insincere', 'sincere')",6.9217753,6.9700508,0.0482755
24,1.6153795,1.5850986,"('dishonest', 'honest')",1.6153795,1.5850986,-0.0302809
25,-0.14922588,-0.074190214,"('egoistic', 'altruistic')",-0.1492259,-0.0741902,0.0750357
26,0.74099714,0.7600964,"('hardhearted', 'benevolent')",0.7409971,0.7600964,0.0190993
27,0.8389581,0.68152016,"('hardhearted', 'softhearted')",0.8389581,0.6815202,-0.1574379
28,1.1069554,1.0230508,"('disloyal', 'loyal')",1.1069554,1.0230508,-0.0839046
29,-0.9812095,-1.1858993,"('unfair', 'fair')",-0.9812095,-1.1858993,-0.2046898
30,1.7021488,1.7023057,"('intolerant', 'tolerant')",1.7021488,1.7023057,0.0001569
31,-2.7806256,-2.7494154,"('evil', 'good')",-2.7806256,-2.7494154,0.0312102
32,1.7388693,1.5758299,"('unkind', 'kind')",1.7388693,1.5758299,-0.1630394
33,-0.9056469,-0.8662179,"('wrong', 'right')",-0.9056469,-0.8662179,0.039429
34,4.567125,4.7539983,"('mean', 'honorable')",4.5671248,4.7539983,0.1868735
35,-2.0640917,-2.277355,"('corrupt', 'incorrupt')",-2.0640917,-2.277355,-0.2132633
36,-1.4251496,-1.5562695,"('hostile', 'amicable')",-1.4251496,-1.5562695,-0.1311199
37,-0.08102457,-0.1506223,"('fake', 'genuine')",-0.0810246,-0.1506223,-0.0695977
38,0.14644866,0.14039382,"('untruthful', 'truthful')",0.1464487,0.1403938,-0.0060549
39,0.25904167,0.35281885,"('exploitative', 'cooperative')",0.2590417,0.3528188,0.0937771
40,-1.9852465,-2.0943398,"('stingy', 'generous')",-1.9852465,-2.0943398,-0.1090933
41,0.5093126,0.35057074,"('unforgiving', 'forgiving')",0.5093126,0.3505707,-0.1587419
42,-2.3603675,-2.3681684,"('unreliable', 'reliable')",-2.3603675,-2.3681684,-0.0078009
43,1.6034203,1.6469477,"('irresponsible', 'responsible')",1.6034203,1.6469477,0.0435274
44,-1.4116516,-1.4701669,"('prejudiced', 'unprejudiced')",-1.4116516,-1.4701669,-0.0585153
45,0.73751587,0.6707209,"('incompetent', 'competent')",0.7375159,0.6707209,-0.066795
46,0.2295498,0.19451268,"('uncompetitive', 'competitive')",0.2295498,0.1945127,-0.0350371
47,5.603171,5.820792,"('stupid', 'smart')",5.6031709,5.8207922,0.2176213
48,0.82733154,0.8211706,"('unintelligent', 'intelligent')",0.8273315,0.8211706,-0.0061609
49,-0.58196115,-0.3872049,"('unable', 'able')",-0.5819612,-0.3872049,0.1947563
50,-0.83488804,-0.8398547,"('clumsy', 'skillful')",-0.834888,-0.8398547,-0.0049667
51,0.95711076,0.89685726,"('uneducated', 'educated')",0.9571108,0.8968573,-0.0602535
52,-1.4523292,-1.5608889,"('irrational', 'rational')",-1.4523292,-1.5608889,-0.1085597
53,-0.28457388,-0.20212418,"('uncreative', 'creative')",-0.2845739,-0.2021242,0.0824497
54,0.35587958,0.4955987,"('incapable', 'capable')",0.3558796,0.4955987,0.1397191
55,1.6095903,1.6414359,"('incompetent', 'clever')",1.6095903,1.6414359,0.0318456
56,1.4445161,1.4681238,"('impractical', 'practical')",1.4445161,1.4681238,0.0236077
57,-2.5540733,-2.5758388,"('unimaginative', 'imaginative')",-2.5540733,-2.5758388,-0.0217655
58,-0.12320459,-0.045654655,"('undiscriminating', 'discriminating')",-0.1232046,-0.0456547,0.0775499
59,-1.1069115,-1.0293959,"('foolish', 'wise')",-1.1069115,-1.0293959,0.0775156
60,1.6313184,1.7606927,"('inefficient', 'efficient')",1.6313184,1.7606927,0.1293743
61,0.4411494,0.25324985,"('illogical', 'logical')",0.4411494,0.2532499,-0.1878995
62,1.2981253,1.4605714,"('incompetent', 'brilliant')",1.2981253,1.4605714,0.1624461
