,maestro_male,maestro_female,tuple,average_male,average_female,female-male
0,0.29605326,0.10116493,"('unsociable', 'sociable')",0.2960533,0.1011649,-0.1948884
1,1.7055036,1.7293037,"('unfriendly', 'friendly')",1.7055036,1.7293037,0.0238001
2,-0.032235987,0.0023115985,"('unlikable', 'likable')",-0.032236,0.0023116,0.0345476
3,0.045071863,0.107086584,"('repellent', 'pleasant')",0.0450719,0.1070866,0.0620147
4,-7.023861,-7.025294,"('disliked', 'liked')",-7.0238609,-7.0252938,-0.0014329
5,-0.23541439,-0.118357785,"('distant', 'outgoing')",-0.2354144,-0.1183578,0.1170566
6,0.060586214,0.17489755,"('distant', 'open')",0.0605862,0.1748976,0.1143114
7,0.73449427,0.63473827,"('insensitive', 'sensitive')",0.7344943,0.6347383,-0.099756
8,1.2243903,1.3016294,"('unaffectionate', 'affectionate')",1.2243903,1.3016294,0.0772391
9,1.9248996,1.9791687,"('unaffectionate', 'caring')",1.9248996,1.9791687,0.0542691
10,0.40976766,0.3621689,"('unsympathetic', 'sympathetic')",0.4097677,0.3621689,-0.0475988
11,1.6365732,1.6074734,"('unhelpful', 'helpful')",1.6365732,1.6074734,-0.0290998
12,-1.5727106,-1.6348153,"('unsupportive', 'supportive')",-1.5727106,-1.6348153,-0.0621047
13,-0.22123578,-0.3744104,"('impolite', 'polite')",-0.2212358,-0.3744104,-0.1531746
14,-0.39478827,-0.53840476,"('antisocial', 'social')",-0.3947883,-0.5384048,-0.1436165
15,0.045625333,0.059165455,"('boring', 'funny')",0.0456253,0.0591655,0.0135402
16,-0.19140658,-0.12620628,"('unpopular', 'popular')",-0.1914066,-0.1262063,0.0652003
17,-0.06650591,-0.043036204,"('nasty', 'nice')",-0.0665059,-0.0430362,0.0234697
18,0.07795742,0.035081588,"('disagreeable', 'welcoming')",0.0779574,0.0350816,-0.0428758
19,-0.19963521,-0.18640731,"('inhospitable', 'hospitable')",-0.1996352,-0.1864073,0.0132279
20,0.7851007,0.7359274,"('rough', 'thoughtful')",0.7851007,0.7359274,-0.0491733
21,-0.5151459,-0.58293587,"('immoral', 'moral')",-0.5151459,-0.5829359,-0.06779
22,-0.96504146,-0.9885144,"('untrustworthy', 'trustworthy')",-0.9650415,-0.9885144,-0.0234729
23,6.957061,6.8372808,"('insincere', 'sincere')",6.9570608,6.8372808,-0.11978
24,1.6827086,1.564961,"('dishonest', 'honest')",1.6827086,1.564961,-0.1177476
25,1.1157354,1.1618513,"('egoistic', 'altruistic')",1.1157354,1.1618513,0.0461159
26,0.907007,0.8568046,"('hardhearted', 'benevolent')",0.907007,0.8568046,-0.0502024
27,1.9495299,1.8413236,"('hardhearted', 'softhearted')",1.9495299,1.8413236,-0.1082063
28,1.0785987,1.0398579,"('disloyal', 'loyal')",1.0785987,1.0398579,-0.0387408
29,-1.2284768,-1.1748592,"('unfair', 'fair')",-1.2284768,-1.1748592,0.0536176
30,1.2361333,1.067367,"('intolerant', 'tolerant')",1.2361333,1.067367,-0.1687663
31,-0.9688793,-0.8122117,"('evil', 'good')",-0.9688793,-0.8122117,0.1566676
