,iqvia_male,iqvia_female,tuple,holdings_male,holdings_female,inc_male,inc_female,average_male,average_female,female-male
0,-0.2063681,-0.2348823,"('unsociable', 'sociable')",0.124410614,-0.07975379,-0.1896872,-0.30034387,-0.0905482,-0.2049933,-0.1144451
1,-1.107305,-0.9902732,"('unfriendly', 'friendly')",-0.6973462,-0.7803373,1.505392,1.3722881,-0.0997531,-0.1327741,-0.033021
2,-0.06923839,-0.036770727,"('unlikable', 'likable')",1.5417546,1.6242505,1.0278239,1.1431713,0.8334467,0.910217,0.0767703
3,0.00738927,0.19453934,"('repellent', 'pleasant')",0.8139602,0.7892009,0.20296627,0.21731879,0.3414386,0.400353,0.0589144
4,-0.91447395,-0.9416133,"('disliked', 'liked')",-0.3719025,-0.40362602,-5.7835703,-5.7813096,-2.3566489,-2.3755163,-0.0188674
5,-0.8238026,-0.72269833,"('distant', 'outgoing')",-1.070574,-0.96543264,-0.22948545,-0.2077505,-0.707954,-0.6319605,0.0759935
6,-1.3225114,-1.1849811,"('distant', 'open')",-1.2335914,-1.1495312,0.4229518,0.40513384,-0.7110504,-0.6431261,0.0679243
7,0.3600655,0.42757928,"('insensitive', 'sensitive')",0.5226356,0.47593397,0.48249358,0.4629645,0.4550649,0.4554926,0.0004277
8,-0.8724207,-0.83136654,"('unaffectionate', 'affectionate')",-1.1057367,-1.055548,0.37849382,0.29290378,-0.5332212,-0.5313369,0.0018843
9,-1.0559916,-0.9907302,"('unaffectionate', 'caring')",-0.50852615,-0.5492635,0.85662127,0.80490756,-0.2359655,-0.2450287,-0.0090632
10,-0.29476917,-0.162431,"('unsympathetic', 'sympathetic')",-0.066229425,-0.17903033,-0.2839078,-0.3144617,-0.2149688,-0.218641,-0.0036722
11,0.07735755,0.0785544,"('unhelpful', 'helpful')",-0.35849035,-0.41884413,1.8303655,1.8900807,0.5164109,0.516597,0.0001861
12,-0.07937237,0.138522,"('unsupportive', 'supportive')",-0.33878177,-0.2051214,-1.5665296,-1.4793595,-0.6615613,-0.5153196,0.1462417
13,0.6602146,0.64711106,"('impolite', 'polite')",0.16947028,0.11399751,-0.042941142,-0.09802237,0.2622479,0.2210287,-0.0412192
14,0.51737237,0.46874815,"('antisocial', 'social')",1.9805725,1.9445449,-0.3133293,-0.34411615,0.7282052,0.6897256,-0.0384796
15,0.506287,0.35305774,"('boring', 'funny')",-0.76210254,-0.747614,0.7374824,0.6891624,0.1605556,0.098202,-0.0623536
16,-1.047866,-1.0428272,"('unpopular', 'popular')",-1.0027596,-0.9358017,0.17138587,0.17767283,-0.6264132,-0.6003187,0.0260945
17,-0.08264461,-0.040948376,"('nasty', 'nice')",-0.8494913,-0.7437033,-0.29299054,-0.2671047,-0.4083755,-0.3505855,0.05779
18,-0.007697113,0.039241813,"('disagreeable', 'welcoming')",-0.046752095,0.0062487423,-0.15936251,-0.15978234,-0.0712706,-0.0380973,0.0331733
19,-1.2183903,-1.1204962,"('inhospitable', 'hospitable')",-1.2598233,-1.1465728,-0.09003701,-0.015784968,-0.8560836,-0.7609513,0.0951323
20,0.55958635,0.61295706,"('rough', 'thoughtful')",0.45702487,0.5531041,1.0653082,1.0454075,0.6939731,0.7371562,0.0431831
21,0.5540235,0.54372865,"('immoral', 'moral')",0.5992071,0.5106787,-0.35671675,-0.35095996,0.2655046,0.2344825,-0.0310221
22,0.74626195,0.76954085,"('untrustworthy', 'trustworthy')",0.2651019,0.19891366,-0.584398,-0.6532994,0.142322,0.1050517,-0.0372703
23,-0.1770375,-0.1164665,"('insincere', 'sincere')",-0.13700415,-0.29227278,5.21953,5.070866,1.6351628,1.5540423,-0.0811205
24,0.6621822,0.67176855,"('dishonest', 'honest')",-0.8003342,-0.89085156,0.51205957,0.41329044,0.1246359,0.0647358,-0.0599001
25,-1.2818977,-1.3214252,"('egoistic', 'altruistic')",0.19822007,0.17254972,1.4966972,1.413192,0.1376732,0.0881055,-0.0495677
26,0.4122512,0.41909012,"('hardhearted', 'benevolent')",1.7290624,1.7416215,1.6997435,1.6290544,1.2803524,1.2632553,-0.0170971
27,-0.20286359,-0.09044303,"('hardhearted', 'softhearted')",0.016853403,0.022519581,1.2615656,1.1601328,0.3585184,0.3640698,0.0055514
28,0.13110308,0.07032009,"('disloyal', 'loyal')",-0.18904549,-0.38355055,1.1345562,0.9866998,0.3588713,0.2244898,-0.1343815
29,-0.5842023,-0.62701887,"('unfair', 'fair')",-0.7510566,-0.7591968,-0.3584168,-0.48690495,-0.5645586,-0.6243736,-0.059815
30,1.4358766,1.4564683,"('intolerant', 'tolerant')",2.0508919,1.9783331,1.4911914,1.445838,1.6593199,1.6268799,-0.03244
31,-1.8033718,-1.6092337,"('evil', 'good')",-1.8974962,-1.7564591,-1.2406243,-1.2748885,-1.6471642,-1.5468604,0.1003038
32,0.17037317,0.10946754,"('unkind', 'kind')",0.3766451,0.20125365,0.9123654,0.7884941,0.4864612,0.3664051,-0.1200561
33,-0.3832271,-0.39733934,"('wrong', 'right')",-0.22076593,-0.14152642,-0.73319036,-0.7602173,-0.4457278,-0.4330277,0.0127001
34,0.041885417,0.2520314,"('mean', 'honorable')",-0.03190287,0.046377428,5.9103227,5.9375663,1.9734351,2.0786584,0.1052233
35,-0.7888105,-0.89523035,"('corrupt', 'incorrupt')",-1.5357196,-1.4940559,-0.072178796,-0.2154366,-0.798903,-0.868241,-0.069338
36,-1.4645582,-1.4133172,"('hostile', 'amicable')",-1.3989658,-1.4282526,0.5617627,0.35990107,-0.7672537,-0.827223,-0.0599693
37,-0.47898915,-0.44532004,"('fake', 'genuine')",-0.36649975,-0.3296407,0.2210044,0.21998763,-0.2081615,-0.184991,0.0231705
38,-0.9771073,-0.8586054,"('untruthful', 'truthful')",-1.0238543,-1.0025935,-0.06420854,-0.026849382,-0.68839,-0.6293494,0.0590406
39,1.2036012,1.1924349,"('exploitative', 'cooperative')",0.47335505,0.4527405,0.06937582,0.047221508,0.5821107,0.5641323,-0.0179784
40,-0.33991662,-0.24920152,"('stingy', 'generous')",0.2475206,0.24704012,-1.3960133,-1.4571596,-0.4961364,-0.4864403,0.0096961
41,-0.4955775,-0.4212869,"('unforgiving', 'forgiving')",-0.07412119,-0.099506885,0.4568219,0.38655955,-0.0376256,-0.0447447,-0.0071191
42,0.1793101,0.25689295,"('unreliable', 'reliable')",1.208526,1.2968304,-2.5976448,-2.5116699,-0.4032696,-0.3193155,0.0839541
43,0.39493406,0.5683911,"('irresponsible', 'responsible')",0.069700554,0.12359741,0.562945,0.56958663,0.3425265,0.420525,0.0779985
44,0.36940354,0.31029284,"('prejudiced', 'unprejudiced')",-0.025737312,0.08616026,-1.1814153,-1.1421963,-0.2792497,-0.2485811,0.0306686
45,-0.3895317,-0.1732179,"('incompetent', 'competent')",-0.099572055,-0.21653178,-0.4028205,-0.4457736,-0.2973081,-0.2785077,0.0188004
46,0.44029698,0.63023096,"('uncompetitive', 'competitive')",1.3888947,1.3428848,-0.21745284,-0.1807448,0.5372463,0.597457,0.0602107
