,goodyear_male,goodyear_female,tuple,tire_male,tire_female,&_male,&_female,rubber_male,rubber_female,co_male,co_female,average_male,average_female,female-male
0,-1.9229535,-2.0808964,"('unsociable', 'sociable')",-0.38684386,-0.564188,0.20908882,-0.03003089,-0.22478202,-0.3632117,0.40774328,0.18870364,-0.3835495,-0.5699247,-0.1863752
1,-1.4185262,-1.481366,"('unfriendly', 'friendly')",1.009047,1.0191681,-0.38126948,-0.43122816,0.496602,0.4542421,1.1819692,0.9832056,0.1775645,0.1088043,-0.0687602
2,0.12891501,0.15695128,"('unlikable', 'likable')",-0.97400504,-0.93384165,1.6171273,1.6446521,-0.5405062,-0.50512904,0.938908,1.0057079,0.2340878,0.2736681,0.0395803
3,-1.4172971,-1.3801064,"('repellent', 'pleasant')",-1.0676291,-1.0459256,-0.5836744,-0.6158345,-0.57636327,-0.5295139,0.5562413,0.5983024,-0.6177445,-0.5946156,0.0231289
4,0.8002712,0.832872,"('disliked', 'liked')",0.7549466,0.82225645,0.36534828,0.40444317,0.55416095,0.55252737,-6.0644774,-5.974093,-0.7179501,-0.6723988,0.0455513
5,0.5944049,0.710118,"('distant', 'outgoing')",2.249269,2.37549,0.09088406,0.38061032,1.4178958,1.5264581,-0.5643757,-0.49716678,0.7576156,0.8991019,0.1414863
6,-0.052663732,0.084750116,"('distant', 'open')",1.8338438,1.9636021,0.06320456,0.39607337,1.0321573,1.1395957,-0.7873205,-0.70758384,0.4178443,0.5752875,0.1574432
7,-1.3097819,-1.4117932,"('insensitive', 'sensitive')",-0.72000235,-0.7353298,0.38331422,0.22949548,-1.0248581,-1.0501251,-0.248534,-0.29179546,-0.5839724,-0.6519096,-0.0679372
8,-1.1637456,-1.1960601,"('unaffectionate', 'affectionate')",0.35637656,0.3581709,-0.9510189,-0.89574915,0.6898035,0.6280998,-0.11627983,-0.26304787,-0.2369729,-0.2737173,-0.0367444
9,-0.7378705,-0.7596327,"('unaffectionate', 'caring')",0.8888416,0.8830637,-0.84435636,-0.8644824,1.0963748,1.0377259,0.5259882,0.46503595,0.1857955,0.1523421,-0.0334534
10,-2.153871,-2.2974763,"('unsympathetic', 'sympathetic')",-1.6968368,-1.8362144,-1.4155092,-1.6812092,-1.4914219,-1.5946589,-0.048704788,-0.20721479,-1.3612687,-1.5233547,-0.162086
11,-0.58309513,-0.64832425,"('unhelpful', 'helpful')",0.22133917,0.17981264,-0.1594019,-0.35522094,0.92244405,0.9020381,2.5548015,2.4805496,0.5912175,0.511771,-0.0794465
12,-0.78005546,-0.7456395,"('unsupportive', 'supportive')",0.41281688,0.4541705,0.11360678,0.14039852,0.8735585,0.89839065,-1.8788099,-1.8057523,-0.2517766,-0.2116864,0.0400902
13,-0.5119986,-0.60722286,"('impolite', 'polite')",-1.1180881,-1.2192419,-0.46332237,-0.6326824,-0.71209484,-0.7583677,0.27549747,0.1560128,-0.5060013,-0.6123004,-0.1062991
14,-1.3649528,-1.4455546,"('antisocial', 'social')",-0.9503328,-1.0873913,0.74755085,0.5733655,-0.35545248,-0.45622593,0.20386526,0.054999188,-0.3438644,-0.4721614,-0.128297
15,0.40209177,0.3357836,"('boring', 'funny')",0.986841,0.9949596,0.5474608,0.5192212,-0.04945955,-0.074000716,0.50668997,0.5055404,0.4787248,0.4563008,-0.022424
16,0.30221128,0.3698391,"('unpopular', 'popular')",0.9478127,1.0132289,0.41903466,0.44156662,0.75377184,0.71931803,0.52449787,0.4689265,0.5894656,0.6025758,0.0131102
17,0.38703996,0.4514003,"('nasty', 'nice')",-0.10727018,-0.015800796,-0.50094837,-0.4520421,0.2119287,0.29791388,0.18401414,0.205633,0.0349528,0.0974209,0.0624681
18,-0.39034015,-0.44353193,"('disagreeable', 'welcoming')",-1.928892,-1.9201332,1.3061234,1.3917447,-0.9596942,-0.9871996,-1.0525992,-1.1328189,-0.6050805,-0.6183878,-0.0133073
19,0.113671616,0.112522826,"('inhospitable', 'hospitable')",0.7169382,0.7678328,-0.57296705,-0.4573911,0.2016113,0.22337236,-0.13783717,-0.17561567,0.0642834,0.0941442,0.0298608
