,sigma_male,sigma_female,tuple,aldrich_male,aldrich_female,corp_male,corp_female,average_male,average_female,female-male
0,1.2104393,1.0825796,"('unsociable', 'sociable')",-1.237901,-1.5218735,-0.26611844,-0.41356382,-0.09786,-0.2842859,-0.1864259
1,0.10824131,0.025083475,"('unfriendly', 'friendly')",-1.4852871,-1.6470761,0.63479835,0.4072168,-0.2474158,-0.4049253,-0.1575095
2,0.89911103,0.97555286,"('unlikable', 'likable')",0.27130324,0.23020492,0.5830921,0.5843694,0.5845021,0.5967091,0.012207
3,0.12763192,0.24492753,"('repellent', 'pleasant')",-1.4467977,-1.3608932,0.7422095,0.755726,-0.1923188,-0.1200799,0.0722389
4,-1.3042443,-1.3575729,"('disliked', 'liked')",0.56161904,0.56227887,-6.561299,-6.736134,-2.4346414,-2.5104761,-0.0758347
5,-0.62149024,-0.6779377,"('distant', 'outgoing')",0.44562113,0.46420056,-1.043296,-1.043325,-0.4063884,-0.4190207,-0.0126323
6,-1.3182272,-1.2898065,"('distant', 'open')",0.39526957,0.49677256,-0.9776449,-1.0412896,-0.6335342,-0.6114412,0.022093
7,0.70037824,0.82770604,"('insensitive', 'sensitive')",-1.2311497,-1.2120105,0.022371372,0.043440193,-0.1694667,-0.1136214,0.0558453
8,0.35261303,0.20286714,"('unaffectionate', 'affectionate')",-0.519959,-0.6156458,0.5199819,0.42580438,0.1175453,0.0043419,-0.1132034
9,1.4552734,1.4326105,"('unaffectionate', 'caring')",-0.8390013,-0.8747413,0.83879906,0.8158327,0.4850237,0.4579006,-0.0271231
10,0.66812104,0.72400975,"('unsympathetic', 'sympathetic')",-2.5382288,-2.6510265,-0.6915168,-0.7531867,-0.8538748,-0.8934011,-0.0395263
11,0.27783716,0.3889709,"('unhelpful', 'helpful')",-1.1749321,-1.2369813,1.3292198,1.4224688,0.1440416,0.1914861,0.0474445
12,1.3938367,1.637674,"('unsupportive', 'supportive')",-0.30165887,-0.23277736,-2.1613975,-2.1340363,-0.3564065,-0.2430466,0.1133599
13,-0.27569678,-0.36390665,"('impolite', 'polite')",-1.561373,-1.698819,-1.1259829,-1.0753757,-0.9876842,-1.0460339,-0.0583497
14,1.2278012,1.3699565,"('antisocial', 'social')",-0.580501,-0.6009332,0.22052705,0.08700445,0.2892757,0.2853426,-0.0039331
15,0.01897628,-0.03305953,"('boring', 'funny')",0.7492138,0.6469414,-0.11778852,-0.086897746,0.2168005,0.1756614,-0.0411391
16,-0.8490227,-1.0084388,"('unpopular', 'popular')",-0.18238458,-0.20519508,0.29029584,0.1851221,-0.2470371,-0.3428373,-0.0958002
17,-0.17840984,-0.14674824,"('nasty', 'nice')",-0.73506504,-0.70045996,-0.8717425,-0.7750799,-0.5950725,-0.5407627,0.0543098
18,0.5520818,0.6512294,"('disagreeable', 'welcoming')",0.6882153,0.7563807,-0.44012728,-0.5951516,0.2667233,0.2708195,0.0040962
19,-0.775194,-0.7846453,"('inhospitable', 'hospitable')",0.09488459,0.062342435,-1.0133297,-0.92333263,-0.5645464,-0.5485452,0.0160012
20,1.940068,1.9070001,"('rough', 'thoughtful')",0.14427134,0.16997069,1.3633866,1.2760156,1.149242,1.1176621,-0.0315799
21,0.69751006,0.84059745,"('immoral', 'moral')",-0.99548274,-1.1202903,-0.58358973,-0.55563354,-0.2938541,-0.2784421,0.015412
22,0.11832675,0.25346035,"('untrustworthy', 'trustworthy')",-0.5371808,-0.4483353,-0.6842848,-0.7533762,-0.3677129,-0.3160837,0.0516292
23,1.2394491,1.2773445,"('insincere', 'sincere')",-1.7873702,-1.9136504,4.981301,4.99167,1.4777932,1.4517881,-0.0260051
24,-0.19005638,-0.14076418,"('dishonest', 'honest')",-1.4295762,-1.4355114,0.012621209,-0.014019471,-0.5356704,-0.5300984,0.005572
25,-0.11972915,-0.11691234,"('egoistic', 'altruistic')",0.26373863,0.25554207,1.2261076,1.1788228,0.4567057,0.4391508,-0.0175549
26,0.6418935,0.7047645,"('hardhearted', 'benevolent')",0.31160215,0.14450428,1.5729586,1.3888807,0.8421514,0.7460499,-0.0961015
27,0.4102836,0.4350377,"('hardhearted', 'softhearted')",-0.78930867,-0.6900821,0.72845143,0.64957005,0.1164755,0.1315086,0.0150331
28,0.24095911,0.22769563,"('disloyal', 'loyal')",-1.0090146,-1.1654569,0.8114028,0.706029,0.0144491,-0.0772441,-0.0916932
29,-0.48691443,-0.47785854,"('unfair', 'fair')",-0.17270336,-0.117228225,-0.50676,-0.6037497,-0.3887926,-0.3996121,-0.0108195
30,0.108126424,0.14519234,"('intolerant', 'tolerant')",-0.5687836,-0.7188429,0.6019772,0.49368387,0.0471067,-0.0266556,-0.0737623
31,-1.3486811,-1.3513781,"('evil', 'good')",0.42376572,0.45818686,-0.9199695,-1.0044994,-0.6149616,-0.6325636,-0.017602
32,0.3654967,0.41210034,"('unkind', 'kind')",-1.4766881,-1.6034707,0.17397374,-0.0033283215,-0.3124059,-0.3982329,-0.085827
33,0.20060322,0.13956268,"('wrong', 'right')",1.3937937,1.3999965,-0.6566376,-0.63696903,0.3125864,0.3008634,-0.011723
34,0.46899894,0.67685807,"('mean', 'honorable')",-0.13428503,-0.17530543,5.1342993,5.312217,1.8230044,1.9379233,0.1149189
35,-1.1613963,-1.3079975,"('corrupt', 'incorrupt')",1.0793295,1.1563094,-0.33017924,-0.2836673,-0.1374153,-0.1451185,-0.0077032
36,-1.1360147,-1.1737844,"('hostile', 'amicable')",0.8098991,0.78467405,0.1346259,0.0036383327,-0.0638299,-0.1284907,-0.0646608
37,0.9965667,0.92871195,"('fake', 'genuine')",-0.11601946,-0.13580014,0.009662323,0.006524455,0.2967365,0.2664788,-0.0302577
38,-0.51231956,-0.3549971,"('untruthful', 'truthful')",-0.45943573,-0.4611708,-0.57746285,-0.51342255,-0.5164061,-0.4431968,0.0732093
39,1.0439523,1.108317,"('exploitative', 'cooperative')",-0.19751598,-0.13233812,0.17296536,0.21484466,0.3398006,0.3969412,0.0571406
40,1.0665034,0.9972171,"('stingy', 'generous')",0.6874322,0.68365276,-1.4770303,-1.6365969,0.0923018,0.0147576,-0.0775442
41,-0.08162925,-0.04702378,"('unforgiving', 'forgiving')",-0.080659375,-0.21653536,0.0050067045,-0.14966229,-0.0524273,-0.1377405,-0.0853132
42,0.08493811,0.37849826,"('unreliable', 'reliable')",-0.07469182,0.106353,-3.4038992,-3.4189785,-1.1312176,-0.9780424,0.1531752
43,1.0057725,1.1778568,"('irresponsible', 'responsible')",-1.2603043,-1.294486,0.09566615,0.14045069,-0.0529552,0.0079405,0.0608957
44,-1.0671772,-1.0302771,"('prejudiced', 'unprejudiced')",0.41880387,0.4823867,-1.3579419,-1.403654,-0.6687717,-0.6505148,0.0182569
45,-0.41304308,-0.25206465,"('incompetent', 'competent')",-0.87016463,-1.0291286,-0.38955143,-0.5380437,-0.5575864,-0.6064123,-0.0488259
