,l3_male,l3_female,tuple,technologies_male,technologies_female,inc_male,inc_female,average_male,average_female,female-male
0,-0.65534604,-0.768161,"('unsociable', 'sociable')",-0.07879197,-0.21214479,-0.4519957,-0.627576,-0.3953779,-0.5359606,-0.1405827
1,-1.9740698,-1.8010343,"('unfriendly', 'friendly')",-0.014055154,-0.119859695,1.4161614,1.3325975,-0.1906545,-0.1960988,-0.0054443
2,0.44894636,0.48204842,"('unlikable', 'likable')",0.14388415,0.21422957,0.89923626,0.973359,0.4973556,0.5565457,0.0591901
3,0.3278789,0.48741874,"('repellent', 'pleasant')",0.48550785,0.58444065,0.09746779,0.16011778,0.3036182,0.410659,0.1070408
4,-0.8120735,-0.83751297,"('disliked', 'liked')",-0.54474866,-0.58467185,-5.7738643,-5.9211664,-2.3768956,-2.4477838,-0.0708882
5,-1.2616313,-1.0423207,"('distant', 'outgoing')",-1.0624138,-0.8876538,-0.17289259,-0.02527429,-0.8323126,-0.6517496,0.180563
6,-1.2482826,-0.93028075,"('distant', 'open')",-1.3947998,-1.2456536,0.37657145,0.52561885,-0.7555037,-0.5501052,0.2053985
7,0.4003955,0.4713663,"('insensitive', 'sensitive')",0.8564414,0.90283716,0.095907256,0.14701876,0.4509147,0.5070741,0.0561594
8,-0.8992636,-0.77730364,"('unaffectionate', 'affectionate')",-0.4016593,-0.44638819,0.5051225,0.5532278,-0.2652668,-0.223488,0.0417788
9,-0.9741202,-0.78539896,"('unaffectionate', 'caring')",-0.18294056,-0.22648016,1.0871383,1.1714698,-0.0233075,0.0531969,0.0765044
10,0.024111148,0.1227887,"('unsympathetic', 'sympathetic')",-0.2126645,-0.23353322,-0.7822795,-0.8128477,-0.3236109,-0.3078641,0.0157468
11,0.4388127,0.4495445,"('unhelpful', 'helpful')",1.1632941,1.188232,1.9757134,1.9893239,1.1926068,1.2090334,0.0164266
12,0.26632056,0.57232183,"('unsupportive', 'supportive')",0.4039457,0.6117734,-2.075552,-1.9505768,-0.4684286,-0.2554939,0.2129347
13,-0.0917961,-0.1793777,"('impolite', 'polite')",-0.1802766,-0.22306305,-0.5006224,-0.5713986,-0.257565,-0.3246131,-0.0670481
14,0.94694424,0.83908856,"('antisocial', 'social')",1.0057266,1.0306634,-0.57435304,-0.6861973,0.4594393,0.3945182,-0.0649211
