,blanket_male,blanket_female,tuple,average_male,average_female,female-male
0,0.115316354,-0.007843567,"('unsociable', 'sociable')",0.1153164,-0.0078436,-0.12316
1,1.2978534,1.2683108,"('unfriendly', 'friendly')",1.2978534,1.2683108,-0.0295426
2,0.5553504,0.68802744,"('unlikable', 'likable')",0.5553504,0.6880274,0.132677
3,0.825251,0.99975485,"('repellent', 'pleasant')",0.825251,0.9997548,0.1745038
4,-7.400128,-7.3515005,"('disliked', 'liked')",-7.4001279,-7.3515005,0.0486274
5,-0.44987983,-0.25398666,"('distant', 'outgoing')",-0.4498798,-0.2539867,0.1958931
6,-0.058720335,0.15791962,"('distant', 'open')",-0.0587203,0.1579196,0.2166399
7,0.6953502,0.9229418,"('insensitive', 'sensitive')",0.6953502,0.9229418,0.2275916
8,0.9872186,1.0049237,"('unaffectionate', 'affectionate')",0.9872186,1.0049237,0.0177051
9,1.6086313,1.7780498,"('unaffectionate', 'caring')",1.6086313,1.7780498,0.1694185
10,1.3243324,1.4704349,"('unsympathetic', 'sympathetic')",1.3243324,1.4704349,0.1461025
11,2.1022182,2.1530087,"('unhelpful', 'helpful')",2.1022182,2.1530087,0.0507905
12,-1.5261805,-1.4763407,"('unsupportive', 'supportive')",-1.5261805,-1.4763407,0.0498398
13,0.45676142,0.3381682,"('impolite', 'polite')",0.4567614,0.3381682,-0.1185932
14,-0.13619806,-0.21721947,"('antisocial', 'social')",-0.1361981,-0.2172195,-0.0810214
15,0.4724195,0.39195436,"('boring', 'funny')",0.4724195,0.3919544,-0.0804651
16,-0.3028381,-0.21062571,"('unpopular', 'popular')",-0.3028381,-0.2106257,0.0922124
17,-0.08321442,-0.09264968,"('nasty', 'nice')",-0.0832144,-0.0926497,-0.0094353
18,-0.6600948,-0.78349173,"('disagreeable', 'welcoming')",-0.6600948,-0.7834917,-0.1233969
19,-0.46614096,-0.27454752,"('inhospitable', 'hospitable')",-0.466141,-0.2745475,0.1915935
20,0.69252723,0.6225482,"('rough', 'thoughtful')",0.6925272,0.6225482,-0.069979
21,0.14696327,0.333975,"('immoral', 'moral')",0.1469633,0.333975,0.1870117
22,-0.46943885,-0.4263795,"('untrustworthy', 'trustworthy')",-0.4694389,-0.4263795,0.0430594
23,6.5118046,6.506889,"('insincere', 'sincere')",6.5118046,6.5068889,-0.0049157
24,1.8252201,1.9440138,"('dishonest', 'honest')",1.8252201,1.9440138,0.1187937
25,0.50552106,0.36245912,"('egoistic', 'altruistic')",0.5055211,0.3624591,-0.143062
26,0.22338024,0.062344022,"('hardhearted', 'benevolent')",0.2233802,0.062344,-0.1610362
27,1.736369,1.6891497,"('hardhearted', 'softhearted')",1.736369,1.6891497,-0.0472193
28,1.1925598,1.2061348,"('disloyal', 'loyal')",1.1925598,1.2061348,0.013575
29,-0.5204832,-0.6049384,"('unfair', 'fair')",-0.5204832,-0.6049384,-0.0844552
30,1.0042185,0.98693675,"('intolerant', 'tolerant')",1.0042185,0.9869367,-0.0172818
31,-1.6652919,-1.5937654,"('evil', 'good')",-1.6652919,-1.5937654,0.0715265
32,1.5439485,1.5389265,"('unkind', 'kind')",1.5439485,1.5389265,-0.005022
33,-0.4799079,-0.41251373,"('wrong', 'right')",-0.4799079,-0.4125137,0.0673942
34,4.564029,4.7344627,"('mean', 'honorable')",4.5640292,4.7344627,0.1704335
35,-1.0869164,-1.1384227,"('corrupt', 'incorrupt')",-1.0869164,-1.1384227,-0.0515063
36,-1.0167083,-1.0407917,"('hostile', 'amicable')",-1.0167083,-1.0407917,-0.0240834
37,1.1051458,1.1810465,"('fake', 'genuine')",1.1051458,1.1810465,0.0759007
38,0.05294205,0.08813072,"('untruthful', 'truthful')",0.052942,0.0881307,0.0351887
39,0.19026083,0.1827672,"('exploitative', 'cooperative')",0.1902608,0.1827672,-0.0074936
40,-1.7469254,-1.8753943,"('stingy', 'generous')",-1.7469254,-1.8753943,-0.1284689
41,0.15969598,0.19642831,"('unforgiving', 'forgiving')",0.159696,0.1964283,0.0367323
42,-2.1736522,-2.1356726,"('unreliable', 'reliable')",-2.1736522,-2.1356726,0.0379796
43,1.240225,1.269184,"('irresponsible', 'responsible')",1.240225,1.269184,0.028959
44,-1.1320635,-1.2265894,"('prejudiced', 'unprejudiced')",-1.1320635,-1.2265894,-0.0945259
45,0.2279613,0.40785235,"('incompetent', 'competent')",0.2279613,0.4078524,0.1798911
46,-0.5322722,-0.47661355,"('uncompetitive', 'competitive')",-0.5322722,-0.4766136,0.0556586
47,5.229912,5.455,"('stupid', 'smart')",5.2299118,5.4549999,0.2250881
48,0.5263059,0.5127535,"('unintelligent', 'intelligent')",0.5263059,0.5127535,-0.0135524
49,0.3025231,0.5684267,"('unable', 'able')",0.3025231,0.5684267,0.2659036
50,-0.21435823,-0.1360138,"('clumsy', 'skillful')",-0.2143582,-0.1360138,0.0783444
51,0.7068646,0.7257829,"('uneducated', 'educated')",0.7068646,0.7257829,0.0189183
52,-0.42193767,-0.32175046,"('irrational', 'rational')",-0.4219377,-0.3217505,0.1001872
53,0.020178584,0.062303357,"('uncreative', 'creative')",0.0201786,0.0623034,0.0421248
54,1.211883,1.4626722,"('incapable', 'capable')",1.2118829,1.4626722,0.2507893
55,0.697227,0.7457019,"('incompetent', 'clever')",0.697227,0.7457019,0.0484749
56,0.73120093,0.7870548,"('impractical', 'practical')",0.7312009,0.7870548,0.0558539
57,-2.8469157,-2.7136557,"('unimaginative', 'imaginative')",-2.8469157,-2.7136557,0.13326
58,-0.23172128,-0.27402517,"('undiscriminating', 'discriminating')",-0.2317213,-0.2740252,-0.0423039
59,-0.1398992,-0.057633936,"('foolish', 'wise')",-0.1398992,-0.0576339,0.0822653
60,0.9969233,0.9960071,"('inefficient', 'efficient')",0.9969233,0.9960071,-0.0009162
61,0.15899712,0.08868256,"('illogical', 'logical')",0.1589971,0.0886826,-0.0703145
62,1.268584,1.4067762,"('incompetent', 'brilliant')",1.268584,1.4067762,0.1381922
63,0.44831175,0.53360665,"('unperceptive', 'insightful')",0.4483117,0.5336066,0.0852949
64,-6.07393,-5.930433,"('shy', 'confident')",-6.0739298,-5.9304328,0.143497
65,0.56130177,0.54576814,"('insecure', 'secure')",0.5613018,0.5457681,-0.0155337
66,-0.23050915,-0.21182491,"('inactive', 'active')",-0.2305091,-0.2118249,0.0186842
67,-0.20438369,-0.21844533,"('doubtful', 'determined')",-0.2043837,-0.2184453,-0.0140616
68,-0.53488237,-0.46622774,"('dependent', 'independent')",-0.5348824,-0.4662277,0.0686547
69,-2.0330265,-1.9315057,"('lazy', 'industrious')",-2.0330265,-1.9315057,0.1015208
70,1.24477,1.3809321,"('lethargic', 'energetic')",1.2447701,1.3809321,0.136162
71,0.4050117,0.52438796,"('diffident', 'self-confident')",0.4050117,0.524388,0.1193763
72,0.7685555,0.815353,"('unambitious', 'ambitious')",0.7685555,0.815353,0.0467975
73,-3.1074564,-3.0956466,"('helpless', 'self-reliant')",-3.1074564,-3.0956466,0.0118098
74,-0.07819311,-0.1895766,"('undedicated', 'dedicated')",-0.0781931,-0.1895766,-0.1113835
75,-0.9114436,-0.72661895,"('meek', 'impulsive')",-0.9114436,-0.7266189,0.1848247
76,0.7438225,0.65361464,"('anxious', 'daring')",0.7438225,0.6536146,-0.0902079
77,-1.2045351,-1.0364499,"('unmotivated', 'motivated')",-1.2045351,-1.0364499,0.1680852
78,-0.7017397,-0.7092316,"('nonresilient', 'resilient')",-0.7017397,-0.7092316,-0.0074919
79,-0.5505483,-0.3640571,"('wavering', 'unwavering')",-0.5505483,-0.3640571,0.1864912
80,-0.085354134,-0.06852145,"('dominated', 'dominating')",-0.0853541,-0.0685214,0.0168327
81,0.33139032,0.34248006,"('submissive', 'aggressive')",0.3313903,0.3424801,0.0110898
82,6.8530307,7.053852,"('poor', 'rich')",6.8530307,7.0538521,0.2008214
83,-0.35642403,-0.29859954,"('powerless', 'powerful')",-0.356424,-0.2985995,0.0578245
84,0.24030587,0.2377767,"('inferior', 'superior')",0.2403059,0.2377767,-0.0025292
85,-1.3728961,-1.441404,"('insignificant', 'prestigious')",-1.3728961,-1.441404,-0.0685079
86,0.31406367,0.46038985,"('uninfluential', 'influential')",0.3140637,0.4603899,0.1463262
87,-0.01979255,0.17577031,"('unsuccessful', 'successful')",-0.0197925,0.1757703,0.1955628
88,-0.021713812,0.00814681,"('low', 'eminent')",-0.0217138,0.0081468,0.0298606
