,timpani_male,timpani_female,tuple,average_male,average_female,female-male
0,-0.36662132,-0.53377855,"('unsociable', 'sociable')",-0.3666213,-0.5337785,-0.1671572
1,0.42426988,0.31368032,"('unfriendly', 'friendly')",0.4242699,0.3136803,-0.1105896
2,0.08362976,0.1854775,"('unlikable', 'likable')",0.0836298,0.1854775,0.1018477
3,-0.38064,-0.27230328,"('repellent', 'pleasant')",-0.38064,-0.2723033,0.1083367
4,-2.427519,-2.5773916,"('disliked', 'liked')",-2.4275191,-2.5773916,-0.1498725
5,-0.4063521,-0.42213318,"('distant', 'outgoing')",-0.4063521,-0.4221332,-0.0157811
6,-0.6004532,-0.62701243,"('distant', 'open')",-0.6004532,-0.6270124,-0.0265592
7,-0.838704,-0.77690893,"('insensitive', 'sensitive')",-0.838704,-0.7769089,0.0617951
8,-0.037213244,-0.018779837,"('unaffectionate', 'affectionate')",-0.0372132,-0.0187798,0.0184334
9,-0.60112715,-0.63906425,"('unaffectionate', 'caring')",-0.6011271,-0.6390643,-0.0379372
10,-1.3110971,-1.152409,"('unsympathetic', 'sympathetic')",-1.3110971,-1.152409,0.1586881
11,-0.2685265,-0.13850309,"('unhelpful', 'helpful')",-0.2685265,-0.1385031,0.1300234
12,-1.5492656,-1.5222623,"('unsupportive', 'supportive')",-1.5492656,-1.5222623,0.0270033
13,-0.00828075,-0.062803805,"('impolite', 'polite')",-0.0082808,-0.0628038,-0.054523
14,-0.24609774,-0.31465468,"('antisocial', 'social')",-0.2460977,-0.3146547,-0.068557
15,1.1870618,1.0337986,"('boring', 'funny')",1.1870618,1.0337986,-0.1532632
16,-0.13746199,-0.11368746,"('unpopular', 'popular')",-0.137462,-0.1136875,0.0237745
17,-0.9041507,-0.7675697,"('nasty', 'nice')",-0.9041507,-0.7675697,0.136581
18,-0.20841272,-0.21920918,"('disagreeable', 'welcoming')",-0.2084127,-0.2192092,-0.0107965
19,-1.0501251,-0.9769235,"('inhospitable', 'hospitable')",-1.0501251,-0.9769235,0.0732016
20,-0.47749582,-0.35527992,"('rough', 'thoughtful')",-0.4774958,-0.3552799,0.1222159
21,0.07871391,0.050076686,"('immoral', 'moral')",0.0787139,0.0500767,-0.0286372
22,-0.21498856,-0.2687559,"('untrustworthy', 'trustworthy')",-0.2149886,-0.2687559,-0.0537673
23,1.1839534,1.3221017,"('insincere', 'sincere')",1.1839534,1.3221017,0.1381483
24,0.019490922,0.013613829,"('dishonest', 'honest')",0.0194909,0.0136138,-0.0058771
25,0.8369062,0.79364425,"('egoistic', 'altruistic')",0.8369062,0.7936442,-0.043262
26,1.7010438,1.5040857,"('hardhearted', 'benevolent')",1.7010438,1.5040857,-0.1969581
27,0.43836638,0.4564348,"('hardhearted', 'softhearted')",0.4383664,0.4564348,0.0180684
28,0.12578014,0.037651934,"('disloyal', 'loyal')",0.1257801,0.0376519,-0.0881282
29,-0.61062,-0.66319525,"('unfair', 'fair')",-0.61062,-0.6631953,-0.0525753
30,0.23170139,0.2441273,"('intolerant', 'tolerant')",0.2317014,0.2441273,0.0124259
31,-0.49282235,-0.5582967,"('evil', 'good')",-0.4928223,-0.5582967,-0.0654744
32,0.76925737,0.6380681,"('unkind', 'kind')",0.7692574,0.6380681,-0.1311893
33,-0.2873801,-0.2988765,"('wrong', 'right')",-0.2873801,-0.2988765,-0.0114964
34,1.5283039,1.8166653,"('mean', 'honorable')",1.5283039,1.8166653,0.2883614
35,0.46808282,0.38202822,"('corrupt', 'incorrupt')",0.4680828,0.3820282,-0.0860546
36,0.26529315,0.16889703,"('hostile', 'amicable')",0.2652932,0.168897,-0.0963962
37,-0.1732378,-0.16456808,"('fake', 'genuine')",-0.1732378,-0.1645681,0.0086697
38,-0.7027545,-0.72159374,"('untruthful', 'truthful')",-0.7027545,-0.7215937,-0.0188392
39,0.12562741,0.2713771,"('exploitative', 'cooperative')",0.1256274,0.2713771,0.1457497
40,-1.175714,-1.2396533,"('stingy', 'generous')",-1.175714,-1.2396533,-0.0639393
41,0.21971068,0.12532906,"('unforgiving', 'forgiving')",0.2197107,0.1253291,-0.0943816
42,-1.2063366,-1.1335516,"('unreliable', 'reliable')",-1.2063366,-1.1335516,0.072785
43,-1.0048863,-0.87124705,"('irresponsible', 'responsible')",-1.0048863,-0.8712471,0.1336392
44,-0.6719517,-0.5368119,"('prejudiced', 'unprejudiced')",-0.6719517,-0.5368119,0.1351398
45,-0.86220145,-0.80756205,"('incompetent', 'competent')",-0.8622015,-0.8075621,0.0546394
46,-0.90379155,-0.8976245,"('uncompetitive', 'competitive')",-0.9037915,-0.8976245,0.006167
47,1.7823915,1.9584777,"('stupid', 'smart')",1.7823915,1.9584777,0.1760862
48,-0.5535371,-0.47982603,"('unintelligent', 'intelligent')",-0.5535371,-0.479826,0.0737111
49,-0.35771528,-0.282434,"('unable', 'able')",-0.3577153,-0.282434,0.0752813
50,-0.35308003,-0.30492693,"('clumsy', 'skillful')",-0.35308,-0.3049269,0.0481531
51,-0.51142424,-0.57950014,"('uneducated', 'educated')",-0.5114242,-0.5795001,-0.0680759
52,-0.64535147,-0.6683913,"('irrational', 'rational')",-0.6453515,-0.6683913,-0.0230398
53,0.25039148,0.14040528,"('uncreative', 'creative')",0.2503915,0.1404053,-0.1099862
54,-0.1823487,-0.109126054,"('incapable', 'capable')",-0.1823487,-0.1091261,0.0732226
55,-0.38024497,-0.3394805,"('incompetent', 'clever')",-0.380245,-0.3394805,0.0407645
56,0.40935925,0.3978436,"('impractical', 'practical')",0.4093592,0.3978436,-0.0115156
57,-1.4460335,-1.4715587,"('unimaginative', 'imaginative')",-1.4460335,-1.4715587,-0.0255252
58,0.3564452,0.16721347,"('undiscriminating', 'discriminating')",0.3564452,0.1672135,-0.1892317
59,-0.36047602,-0.35452613,"('foolish', 'wise')",-0.360476,-0.3545261,0.0059499
60,-0.6024396,-0.43472844,"('inefficient', 'efficient')",-0.6024396,-0.4347284,0.1677112
61,-0.14558008,-0.22996746,"('illogical', 'logical')",-0.1455801,-0.2299675,-0.0843874
62,-0.8308373,-0.6849033,"('incompetent', 'brilliant')",-0.8308373,-0.6849033,0.145934
63,0.020177368,-0.030019969,"('unperceptive', 'insightful')",0.0201774,-0.03002,-0.0501974
64,-3.0146492,-3.114532,"('shy', 'confident')",-3.0146492,-3.114532,-0.0998828
65,-0.6561712,-0.49057677,"('insecure', 'secure')",-0.6561712,-0.4905768,0.1655944
66,-0.77551407,-0.79833275,"('inactive', 'active')",-0.7755141,-0.7983328,-0.0228187
67,-0.45880264,-0.46218058,"('doubtful', 'determined')",-0.4588026,-0.4621806,-0.003378
68,-0.62663245,-0.6106766,"('dependent', 'independent')",-0.6266325,-0.6106766,0.0159559
69,0.006071984,0.0028070966,"('lazy', 'industrious')",0.006072,0.0028071,-0.0032649
70,-0.5741502,-0.46945244,"('lethargic', 'energetic')",-0.5741502,-0.4694524,0.1046978
71,-0.30026734,-0.3016182,"('diffident', 'self-confident')",-0.3002673,-0.3016182,-0.0013509
72,-0.589558,-0.5371642,"('unambitious', 'ambitious')",-0.589558,-0.5371642,0.0523938
73,-1.1824111,-1.1720852,"('helpless', 'self-reliant')",-1.1824111,-1.1720852,0.0103259
74,0.4121111,0.3030767,"('undedicated', 'dedicated')",0.4121111,0.3030767,-0.1090344
75,-0.6429793,-0.5475595,"('meek', 'impulsive')",-0.6429793,-0.5475595,0.0954198
76,-0.052696213,-0.0019727666,"('anxious', 'daring')",-0.0526962,-0.0019728,0.0507234
77,-1.2769709,-1.1543022,"('unmotivated', 'motivated')",-1.2769709,-1.1543022,0.1226687
78,-0.3116832,-0.24987479,"('nonresilient', 'resilient')",-0.3116832,-0.2498748,0.0618084
79,-0.71245,-0.6338345,"('wavering', 'unwavering')",-0.71245,-0.6338345,0.0786155
80,-0.20894566,-0.24697432,"('dominated', 'dominating')",-0.2089457,-0.2469743,-0.0380286
81,-0.9408426,-0.8641303,"('submissive', 'aggressive')",-0.9408426,-0.8641303,0.0767123
