,diary_male,diary_female,tuple,average_male,average_female,female-male
0,-0.28749916,-0.35838497,"('unsociable', 'sociable')",-0.2874992,-0.358385,-0.0708858
1,1.2482065,1.2336428,"('unfriendly', 'friendly')",1.2482065,1.2336428,-0.0145637
2,-0.09509164,-0.0019319858,"('unlikable', 'likable')",-0.0950916,-0.001932,0.0931596
3,0.7155985,0.6006317,"('repellent', 'pleasant')",0.7155985,0.6006317,-0.1149668
4,-7.3729367,-7.4762106,"('disliked', 'liked')",-7.3729367,-7.4762106,-0.1032739
5,-0.49072656,-0.4107413,"('distant', 'outgoing')",-0.4907266,-0.4107413,0.0799853
6,-0.057244852,-0.012826227,"('distant', 'open')",-0.0572449,-0.0128262,0.0444187
7,0.9488656,0.9773576,"('insensitive', 'sensitive')",0.9488656,0.9773576,0.028492
8,1.1497079,1.1213021,"('unaffectionate', 'affectionate')",1.1497079,1.1213021,-0.0284058
9,1.6323242,1.7627459,"('unaffectionate', 'caring')",1.6323242,1.7627459,0.1304217
10,0.44340765,0.29922172,"('unsympathetic', 'sympathetic')",0.4434077,0.2992217,-0.144186
11,1.4983447,1.5426934,"('unhelpful', 'helpful')",1.4983447,1.5426934,0.0443487
12,-1.8890592,-1.8469951,"('unsupportive', 'supportive')",-1.8890592,-1.8469951,0.0420641
13,-0.74588835,-0.85141027,"('impolite', 'polite')",-0.7458884,-0.8514103,-0.1055219
14,-0.23073702,-0.27349314,"('antisocial', 'social')",-0.230737,-0.2734931,-0.0427561
15,0.17829028,0.16459422,"('boring', 'funny')",0.1782903,0.1645942,-0.0136961
16,-0.37311557,-0.30458143,"('unpopular', 'popular')",-0.3731156,-0.3045814,0.0685342
17,-0.4658323,-0.40515682,"('nasty', 'nice')",-0.4658323,-0.4051568,0.0606755
18,-0.36871162,-0.4856319,"('disagreeable', 'welcoming')",-0.3687116,-0.4856319,-0.1169203
19,-0.5697599,-0.56277746,"('inhospitable', 'hospitable')",-0.5697599,-0.5627775,0.0069824
20,0.7973933,0.6346743,"('rough', 'thoughtful')",0.7973933,0.6346743,-0.162719
21,-0.70821947,-0.7605453,"('immoral', 'moral')",-0.7082195,-0.7605453,-0.0523258
22,-0.79330564,-0.8382814,"('untrustworthy', 'trustworthy')",-0.7933056,-0.8382814,-0.0449758
23,6.677214,6.6923184,"('insincere', 'sincere')",6.6772141,6.6923184,0.0151043
24,1.5683672,1.4613396,"('dishonest', 'honest')",1.5683672,1.4613396,-0.1070276
25,0.75080514,0.68598455,"('egoistic', 'altruistic')",0.7508051,0.6859846,-0.0648205
26,0.7718334,0.81362253,"('hardhearted', 'benevolent')",0.7718334,0.8136225,0.0417891
27,1.682686,1.5281658,"('hardhearted', 'softhearted')",1.682686,1.5281658,-0.1545202
28,1.0599694,1.0245876,"('disloyal', 'loyal')",1.0599694,1.0245876,-0.0353818
29,-0.43340722,-0.5272157,"('unfair', 'fair')",-0.4334072,-0.5272157,-0.0938085
30,0.7379422,0.6830709,"('intolerant', 'tolerant')",0.7379422,0.6830709,-0.0548713
31,-1.296157,-1.1636001,"('evil', 'good')",-1.296157,-1.1636001,0.1325569
32,0.6953385,0.6184179,"('unkind', 'kind')",0.6953385,0.6184179,-0.0769206
33,-0.6591464,-0.58555466,"('wrong', 'right')",-0.6591464,-0.5855547,0.0735917
34,4.5917306,4.7277803,"('mean', 'honorable')",4.5917306,4.7277803,0.1360497
35,-0.58279806,-0.69422907,"('corrupt', 'incorrupt')",-0.5827981,-0.6942291,-0.111431
36,-0.498682,-0.4493518,"('hostile', 'amicable')",-0.498682,-0.4493518,0.0493302
37,0.7371105,0.58235914,"('fake', 'genuine')",0.7371105,0.5823591,-0.1547514
38,0.025891569,0.14840043,"('untruthful', 'truthful')",0.0258916,0.1484004,0.1225088
39,0.1824412,0.14566456,"('exploitative', 'cooperative')",0.1824412,0.1456646,-0.0367766
40,-1.6588976,-1.9877992,"('stingy', 'generous')",-1.6588976,-1.9877992,-0.3289016
41,-0.30495852,-0.3314584,"('unforgiving', 'forgiving')",-0.3049585,-0.3314584,-0.0264999
42,-2.5164964,-2.7159255,"('unreliable', 'reliable')",-2.5164964,-2.7159255,-0.1994291
43,1.1027658,1.1775908,"('irresponsible', 'responsible')",1.1027658,1.1775908,0.074825
44,-1.0892116,-1.1357573,"('prejudiced', 'unprejudiced')",-1.0892116,-1.1357573,-0.0465457
45,-0.17263961,-0.14703739,"('incompetent', 'competent')",-0.1726396,-0.1470374,0.0256022
46,-1.0098916,-1.1781867,"('uncompetitive', 'competitive')",-1.0098916,-1.1781867,-0.1682951
47,4.875231,5.0801563,"('stupid', 'smart')",4.8752308,5.0801563,0.2049255
48,0.1729426,0.015154745,"('unintelligent', 'intelligent')",0.1729426,0.0151547,-0.1577879
49,0.19372748,0.15172607,"('unable', 'able')",0.1937275,0.1517261,-0.0420014
50,-0.3102885,-0.36218166,"('clumsy', 'skillful')",-0.3102885,-0.3621817,-0.0518932
